song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Friends,Elton John,3,2Lp8OBz55UR4zF92AT7Qsi,35,0.335,0.409,10,-14.546,1,0.0523,0.297,0.0,0.166,0.411,148.676,143760,4
Friends,The Beach Boys,4,0vKTQKH82qOthIyP4L9Tk9,28,0.544,0.362,2,-9.885,1,0.0276,0.31,6.2e-05,0.11,0.642,125.737,153027,3
Friends And Lovers,Carl Anderson & Gloria Loring,0,19u5G7pWq3Nj6lQiP4W4Hp,37,0.39,0.313,2,-9.928,1,0.0312,0.766,0.0,0.138,0.157,80.521,226560,4
Friends In Love,Dionne Warwick & Johnny Mathis,3,2g3fLcFRO1N6Qzh8BrDnJ9,2,0.47,0.486,5,-7.116,1,0.0284,0.715,0.0,0.651,0.219,135.447,237667,4
Friends Of P.,The Rentals,8,5NjIog0vXS0VBWa5a94vzJ,42,0.613,0.721,1,-6.868,1,0.0252,0.000641,1.6e-05,0.13,0.763,107.956,212267,4
Friends With You,John Denver,4,64QPZMjjgMDHIoM0LCc3mx,24,0.328,0.298,11,-13.133,0,0.0276,0.751,6.02e-06,0.0635,0.374,87.476,204280,4
Friends/Five Minutes Of Funk,Whodini,8,0EslDlfNMfEkK4hXnAgG8U,39,0.874,0.857,1,-3.443,1,0.091,0.167,3.23e-05,0.315,0.895,107.168,323267,4
Friends/chapel Of Love,Bette Midler,3,562JrM9b7jiu8LgzV62x3o,66,0.347,0.228,0,-9.667,1,0.0296,0.901,0.0,0.38,0.184,133.574,221373,4
Friendship Train,Gladys Knight And The Pips,1,6nQk9zPytXbYRB0RKqX8i9,29,0.674,0.804,5,-7.242,1,0.0427,0.53,0.0,0.131,0.961,130.63,230160,4
Fright Night,The J. Geils Band,9,1ynmMEK1fkyiZ6Z6F3ThEt,71,0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37,216533,4
Frisky,Sly & The Family Stone,7,3CG5a5vgvGdsoTlEHNMMc2,31,0.683,0.435,5,-13.361,1,0.0812,0.579,0.116,0.0773,0.885,93.565,191627,4
Frogg,The Brothers Four,3,3hJZU6pDU70unNVpThiVM6,15,0.534,0.298,1,-16.544,1,0.123,0.806,1.94e-06,0.116,0.726,177.467,161533,4
Froggy Style,Nuttin' Nyce,6,4OhfEUz7d5si8CFLHx9WIR,24,0.78,0.897,0,-4.79,1,0.0387,0.0565,1.08e-06,0.309,0.905,100.777,253600,4
From A Distance,Bette Midler,0,48eiLW57CqSmCYNZRM2J8M,53,0.536,0.242,7,-11.716,1,0.0277,0.674,0.0,0.331,0.331,137.989,276346,4
From A Jack To A King,Ned Miller,0,4tD3blwPwkQ52MPHd5UxrH,32,0.373,0.394,11,-10.547,1,0.0538,0.829,0.0,0.152,0.737,201.359,128747,4
From A Table Away,Sunny Sweeney,7,6WTJj7qXOh0XonzXAHUqGG,48,0.547,0.805,8,-4.34,1,0.0293,0.0393,1.75e-05,0.332,0.557,110.027,215333,4
From A Window,Billy J. Kramer With The Dakotas,2,7dslfMfiAB0EG89ucZctES,33,0.555,0.613,2,-9.357,1,0.0298,0.636,2.04e-05,0.362,0.928,129.885,119133,4
From A Window,Chad & Jeremy,9,6eAEp6GL3XAMGpt3Ctxz1u,13,0.773,0.445,9,-14.14,0,0.0562,0.654,0.0,0.105,0.879,124.705,127120,4
From Both Sides Now,Dion,9,7d4d77rUX0wQIkkZ9Hr6xj,10,0.367,0.357,10,-14.493,1,0.0307,0.802,0.0102,0.0789,0.431,110.426,234133,4
From Florida With Love,Drake,4,0YkUwXxnTkeJBvt5upeEtP,62,0.787,0.477,6,-7.837,0,0.199,0.768,0.0,0.104,0.476,80.506,234783,4
From Graceland To The Promised Land,Merle Haggard,5,5uHLdR7JKTW6zg2a8VxRsS,7,0.551,0.265,10,-14.448,1,0.0396,0.558,3.35e-06,0.0657,0.678,177.386,151933,4
From Her Mama (Mama Got A**),Juvenile,6,5PLExXqIuPID6n5Dh261QN,33,0.814,0.752,1,-4.893,0,0.136,0.0252,0.0,0.0707,0.699,96.963,269537,4
From His Woman To You,Barbara Mason,2,5XpYAjIOmPbVs3UjljopXY,22,0.542,0.309,0,-9.944,1,0.0356,0.537,1.94e-06,0.149,0.296,121.933,210320,4
From Me To You,Del Shannon,7,5MaO1Lu6KH8iLAeLqoztyo,17,0.499,0.691,0,-5.777,1,0.0333,0.576,0.0,0.0825,0.874,147.34,117000,4
From Me To You,The Beatles,4,1euKWJfJSfPhgSendPrcXb,58,0.581,0.821,0,-4.387,1,0.0318,0.507,0.0,0.108,0.968,136.145,116160,4
From Russia With Love,The Village Stompers,8,0rc3MPei2pJXS6oUI23NgS,8,0.397,0.685,9,-6.293,0,0.0326,0.778,0.933,0.277,0.476,115.525,181880,4
From Tha Chuuuch To Da Palace,Snoop Dogg,7,5M3fIM8TMpZtLC5yHc98Rh,34,0.799,0.679,2,-6.13,1,0.246,0.28,0.0,0.201,0.648,96.957,280560,4
"From The Beginning,Emerson", Lake & Palmer,3,0Ll60pqkEBHqzdeclRHdnl,56,0.633,0.231,4,-16.118,0,0.0416,0.283,0.107,0.124,0.358,133.13,252707,4
From The Bottom Of My Broken Heart,Britney Spears,1,70XtWbcVZcpaOddJftMcVi,52,0.677,0.665,7,-5.171,1,0.0305,0.56,1.01e-06,0.338,0.706,74.981,312533,4
"From The Bottom Of My Heart (Dammi, Dammi, Dammi)",Dean Martin,9,4I4aQGNJ2HufloNtB65nxR,61,0.471,0.146,10,-13.6,1,0.0309,0.782,0.0,0.0888,0.595,78.554,190400,4
From The Bottom Of My Heart (I Love You),The Moody Blues,9,7LAJTpcJ7pKFDYpCW77EZf,9,0.482,0.578,0,-7.506,1,0.0321,0.521,0.000325,0.0864,0.523,107.413,206693,4
From The Garden,Isaiah Rashad Featuring Lil Uzi Vert,9,3Dah4SWoWwekrG4GShaHVP,54,0.866,0.64,6,-6.195,0,0.413,0.000697,0.000114,0.702,0.636,142.04,189307,4
From The Ground Up,Dan + Shay,4,0lQJBl9YEsoMtE8D4yTE9g,64,0.281,0.58,9,-5.967,1,0.0323,0.333,0.0,0.122,0.282,151.568,253933,3
From The Teacher To The Preacher,Gene Chandler & Barbara Acklin,5,7In9orap3Hmuo2i5ttu2OW,36,0.567,0.444,5,-14.367,1,0.0516,0.451,0.0,0.546,0.769,88.212,193467,4
From This Moment On,Shania Twain,0,0Q7Jp3aCwfYnSnbMDoXWyR,65,0.305,0.323,7,-9.396,1,0.0284,0.483,0.0,0.107,0.103,135.803,281533,4
From Time,Drake Featuring Jhene Aiko,6,5eCRkTcecpAXVWtS11GP5C,57,0.738,0.491,1,-9.726,0,0.413,0.626,0.0,0.126,0.448,94.378,322160,4
From Where You Are,Lifehouse,6,5ef3mAxAAjk93V6IpriOrz,55,0.363,0.408,9,-10.861,0,0.0273,0.185,2.94e-06,0.113,0.271,87.335,181280,4
From Yesterday,30 Seconds To Mars,7,1JBa9B1iA4yNVpJ5wVGrZH,60,0.468,0.876,10,-4.841,1,0.0692,0.00578,0.00625,0.035,0.13,135.062,247373,4
Front Page Story,Neil Diamond,6,5FYfjjNgGG2872yVdto8fE,10,0.45,0.343,3,-18.11,1,0.04,0.525,0.00288,0.0544,0.311,135.429,269773,4
Frontin',Pharrell Featuring Jay-Z,0,0iFOG4Ki9aDmJUYUFHQlPG,67,0.894,0.404,9,-5.913,0,0.13,0.453,1.57e-06,0.0801,0.759,102.009,236507,4
Froze,Meek Mill Featuring Lil Uzi Vert & Nicki Minaj,6,3klzr0269NpGoBpe9BUNXN,45,0.7,0.693,2,-6.553,1,0.14,0.00375,0.0,0.314,0.525,133.981,210472,4
Frozen,Madonna,0,6lknMmJZALXxx7emwwZWLX,72,0.706,0.633,1,-9.584,1,0.0419,0.267,0.0192,0.175,0.375,110.005,120157,4
Fu-Gee-La,Fugees,2,1rJM37Dd4OcSJvzI84yCcP,66,0.681,0.505,1,-11.709,1,0.138,0.137,0.0,0.234,0.399,89.953,260067,4
Fuck The World,Rod Wave,6,6F4tgHJ5dE0pVWRPs3m1hs,61,0.701,0.711,8,-6.666,1,0.127,0.27,0.0,0.0911,0.419,160.0,140040,4
Fucking Fans,Drake,3,1DbVwjG3DKL2uXS29FoOue,19,0.699,0.243,9,-15.821,0,0.0435,0.164,0.821,0.102,0.48,115.977,153159,4
Full Measure,The Lovin' Spoonful,8,1bqMXyANLRXZD9mbyD3wJZ,16,0.506,0.513,7,-10.478,1,0.0298,0.678,0.0,0.0725,0.704,112.523,159707,4
Full Moon,Brandy,1,0pLmfgIANOX9FB9uZDU43x,49,0.692,0.656,10,-4.81,0,0.151,0.358,0.0029,0.0929,0.629,105.994,248933,4
Full Of Fire,Shalamar,5,0WttIjTeQtigU0UD02ZCUw,15,0.777,0.574,5,-10.159,0,0.0889,0.0369,1.52e-06,0.0288,0.87,120.094,372627,4
Full Of Fire,Al Green,2,74hrm9x1vxIW7mSZgeyG7J,40,0.771,0.563,2,-10.722,0,0.0284,0.252,0.00323,0.133,0.884,113.915,315000,4
Full Of Smoke,Christion,5,00FR9VQ0uzF4NNxVKKiMz2,42,0.389,0.616,1,-8.747,0,0.284,0.453,0.0,0.916,0.716,145.461,289227,3
Full Time Thing (Between Dusk And Dawn),Whirlwind,9,6kGjcfH5Rcrvf1jMBVEzgB,3,0.648,0.873,3,-9.494,1,0.0589,0.292,0.00314,0.208,0.606,118.684,335827,4
Fulton St.,Leschea,8,3xIHePHJbOEtnzlwAOoCtz,42,0.736,0.51,10,-10.718,0,0.309,0.151,0.0,0.189,0.572,80.353,305307,4
Fun,Pitbull Featuring Chris Brown,3,6Zo3wgDE076K2AuiGZF3CS,60,0.793,0.774,0,-3.667,0,0.0478,0.156,0.0,0.193,0.547,113.967,202307,4
Fun Time,Joe Cocker,4,5GUot4AEzxcfs0is6l4rWZ,20,0.721,0.52,11,-12.38,1,0.0299,0.115,0.00384,0.0683,0.963,105.45,160400,4
"Fun, Fun, Fun",The Beach Boys,0,5L0L3RyON6g8avnI20uubN,58,0.517,0.796,3,-6.313,1,0.0341,0.195,0.0,0.097,0.97,155.532,138907,4
Function At The Junction,Shorty Long,9,5CE6tliXXb5KZZGDRiDdhh,21,0.822,0.324,7,-13.747,1,0.0395,0.293,0.0,0.354,0.943,114.832,176333,4
Funeral,Lil Wayne,8,4y1GxT1XnufGddKkrFkbtC,38,0.577,0.624,0,-4.28,1,0.26,0.472,0.0,0.182,0.324,136.966,194640,4
Funhouse,P!nk,4,1uexV2mYuZmLhVz4G5LUZv,60,0.792,0.864,11,-3.04,0,0.0338,0.00503,1.64e-06,0.0375,0.832,103.932,204627,4
Funk # 49,James Gang,5,5h6SovHOYpIMlAkafxcbq3,61,0.652,0.94,2,-7.927,1,0.0776,0.0398,0.782,0.0567,0.72,91.242,246293,4
Funk Boutique,The Cover Girls,5,12HzZWHr55uVHoru6V0qgW,8,0.627,0.859,6,-10.152,0,0.0394,0.00831,0.344,0.0744,0.679,115.774,403000,4
Funk Dat/Why Is It?,Sagat,6,01gVYzLIaRTjwK3Aeo2vAp,29,0.886,0.436,3,-15.295,0,0.103,0.466,0.0241,0.045,0.775,118.976,259800,4
Funk Factory,Wilson Pickett,5,1ItehR7Mqn95gTCNI6intf,5,0.721,0.658,2,-14.452,1,0.0503,0.186,5.8e-05,0.0263,0.964,129.411,175640,4
Funk It Up (David's Song),Sweet,8,5D05x38fGH1rCrD8DodrHM,9,0.712,0.578,9,-11.103,0,0.0487,0.00897,0.032,0.113,0.774,115.025,324093,4
Funkdafied,Da Brat,0,29VrHhpC5AS9b7XJYDPhqb,55,0.802,0.461,11,-12.367,0,0.302,0.0757,0.0,0.109,0.74,90.995,185933,4
Funkorama,Redman,8,7DRLt7ciofFgZp4m8b8Z4z,43,0.603,0.845,1,-6.589,1,0.495,0.0106,1.9e-05,0.0482,0.824,178.377,183307,4
Funky Broadway,Wilson Pickett,0,4Kj7BJGxHXqNiAGXVD2xAH,39,0.705,0.349,9,-16.017,1,0.0411,0.0702,0.00181,0.0786,0.95,121.064,156893,4
Funky Broadway Part I,Dyke And The Blazers,6,6zpzbHvGyBMfS8RQIuSnjP,0,0.505,0.769,1,-5.971,1,0.131,0.119,3.28e-06,0.292,0.88,118.219,156978,4
