song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Sloop John B,The Beach Boys,0,2ULL3VZf4WwBKO4vjwT7Bg,60,0.567,0.745,8,-5.423,1,0.0264,0.402,0.0,0.0873,0.903,125.575,180133,4
Slop Time,The Sherrys,9,7qDKFStZHgNQhFXKVly1CQ,1,0.64,0.826,7,-7.51,1,0.043,0.321,0.0,0.48,0.942,143.003,121173,4
Slow,Kylie Minogue,9,2DAxu8f0ZupOzkFEZz8kqE,32,0.772,0.845,6,-8.082,1,0.0468,0.0133,0.166,0.139,0.573,114.997,193667,4
Slow And Easy,Zapp & Roger,4,1gx8WJB0qTpA1nxKloIaQ6,41,0.759,0.66,5,-8.964,1,0.0658,0.105,0.0,0.114,0.778,140.68,311333,4
Slow And Sexy,Shabba Ranks (Featuring Johnny Gill),3,2LbrvMCAArUhFERcwqgv18,30,0.72,0.797,1,-7.758,1,0.144,0.0138,0.000588,0.0604,0.705,180.103,318560,4
Slow Dance (Hey Mr. DJ),R. Kelly & Public Announcement,4,4JL8YaPQ9MXirLU8Az6Cyt,0,0.722,0.565,10,-6.565,0,0.0327,0.394,0.0,0.184,0.656,121.007,274327,4
Slow Dance In A Parking Lot,Jordan Davis,3,6MBUUSIWCzaXW4q58Ktrv9,70,0.523,0.837,7,-4.494,1,0.0335,0.301,0.0,0.172,0.523,82.006,193929,4
Slow Dancin',Peabo Bryson,8,2H9TfClxyfLErQRrQ1OUm8,10,0.606,0.645,1,-11.953,0,0.0711,0.517,2.84e-06,0.0669,0.814,157.928,234693,4
Slow Dancin' Don't Turn Me On,Addrisi Brothers,1,5STiECAfC2QDZGzSHgYk0B,7,0.738,0.58,0,-9.91,1,0.0352,0.0667,0.0,0.142,0.813,97.251,189347,4
Slow Dancing,Funky Kings,6,39mQRZBaeYd31Y9uTE1i5h,4,0.581,0.284,7,-13.675,1,0.0272,0.786,2.4e-06,0.105,0.234,76.881,228040,4
Slow Dancing In The Dark,Joji,6,0rKtyWc8bvkriBthvHKY8d,83,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
Slow Down,Selena Gomez,2,2OsEJFTfzfjG4oC92cuP2c,66,0.722,0.821,1,-3.856,0,0.165,0.073,0.0,0.631,0.721,127.944,210293,4
Slow Down,Bobby Valentino,0,4Ilen0VxPEsVRLpnePji8P,65,0.568,0.732,11,-4.896,0,0.103,0.179,4.92e-06,0.401,0.626,186.048,258667,4
Slow Down,The Beatles,2,2x7vw79tKsW99s8sbyuvPM,35,0.494,0.799,0,-7.327,1,0.0628,0.707,4.64e-06,0.314,0.839,168.618,176853,4
