song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
When You're Gone,Avril Lavigne,2,54JKnDB3CzVu8wNAOM27BI,69,0.457,0.719,4,-3.921,0,0.0323,0.191,0.0,0.228,0.168,142.034,240493,4
When You're Gone,Brenda & The Tabulations,5,1fZC5RQre8kgyhqNVflPTm,41,0.459,0.317,11,-13.828,0,0.0248,0.29,9.63e-05,0.754,0.453,78.918,155040,3
When You're Gone/Free To Decide,The Cranberries,2,2Qdnk7tbc4onLOIPd1eSNE,64,0.45,0.525,3,-6.893,1,0.0271,0.522,2.43e-06,0.254,0.371,187.525,232200,3
"When You're Hot, You're Hot",Jerry Reed,0,6sykijVtS1m8vxLnkKXrJ5,43,0.788,0.832,4,-10.783,1,0.0981,0.354,0.0,0.1,0.91,101.045,139560,4
When You're In Love With A Beautiful Woman,Dr. Hook,0,1UiKUFbCfgbVjwY8W657Pv,64,0.679,0.728,8,-9.539,1,0.0378,0.405,0.00261,0.0506,0.852,109.623,178827,4
When You're Mad,Ne-Yo,1,5FXOEdfNW7nYQrBWtW49Cl,55,0.66,0.548,6,-7.127,1,0.215,0.364,0.0,0.108,0.436,86.947,222000,4
When You're Young,3 Doors Down,8,6uMPJ3NmW8FfqqNwqjUHrB,50,0.462,0.778,9,-4.365,0,0.0313,0.0226,0.0,0.108,0.219,77.004,256013,4
When You're Young And In Love,Ralph Carter,9,3URfKi5DOvUaJMuTuT8osm,39,0.501,0.579,8,-10.217,1,0.0328,0.00242,2.23e-05,0.11,0.579,117.505,159533,4
When You're Young And In Love,The Marvelettes,2,3URfKi5DOvUaJMuTuT8osm,39,0.501,0.579,8,-10.217,1,0.0328,0.00242,2.23e-05,0.11,0.579,117.505,159533,4
When You're Young And In Love,The Choice Four,9,3URfKi5DOvUaJMuTuT8osm,39,0.501,0.579,8,-10.217,1,0.0328,0.00242,2.23e-05,0.11,0.579,117.505,159533,4
