song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
MJB Da MVP,Mary J. Blige Featuring The Game & 50 Cent,7,4Ulh0OzG7AsYQif69JtIgS,53,0.745,0.739,1,-4.461,0,0.083,0.131,1.23e-06,0.101,0.481,100.002,201213,4
MMMBop,Hanson,0,0lnxrQAd9ZxbhBBe7d8FO8,69,0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.872,268653,4
MOTW,Gunna,8,0JZUiKHoEDpsLvXfeqbZxV,55,0.869,0.568,11,-7.631,0,0.104,0.0759,0.00344,0.101,0.394,111.994,152680,4
MP5,Trippie Redd Featuring SoFaygo,8,75lcPkAkUsKWHGBlGM476R,76,0.825,0.572,6,-6.067,0,0.0864,0.0079,0.0,0.113,0.568,141.991,175954,4
Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,6,75lcPkAkUsKWHGBlGM476R,76,0.825,0.572,6,-6.067,0,0.0864,0.0079,0.0,0.113,0.568,141.991,175954,4
Ma Baker,Boney M.,9,1BqnZOkYJbvYLOhN0qPJDm,64,0.746,0.76,2,-6.009,0,0.105,0.0342,2.18e-05,0.31,0.902,128.976,276080,4
Ma Belle Amie,The Tee Set,0,4Kl6AocD4zLezTPlXEtK8K,0,0.419,0.492,7,-11.18,1,0.0448,0.11,0.000681,0.168,0.706,86.693,194859,4
Ma Ma Ma Marie,The Gaylords,9,75lTcjycLW3GXZvxmp0D7w,33,0.59,0.494,0,-10.917,1,0.0655,0.738,0.0,0.0614,0.942,79.147,71307,4
Ma! (He's Making Eyes At Me),Lena Zavaroni,9,1xdJgNAPrUWs7EzuuUvSZp,28,0.541,0.481,8,-13.849,1,0.04,0.769,0.0385,0.235,0.771,127.866,145033,4
"Ma, I Don't Love Her",Clipse Featuring Faith Evans,8,3VbPE4nMEkIB9PWWquCSGB,34,0.802,0.757,6,-3.152,0,0.271,0.4,0.0,0.0389,0.922,97.181,257493,4
MacArthur Park,Donna Summer,0,5YQBkx8ro2phboTKh07hqB,0,0.683,0.831,4,-4.002,0,0.0299,0.0626,0.0266,0.0376,0.725,127.996,218320,4
MacArthur Park,Richard Harris,0,5DBEFajBEaHgbbwe7oN0KP,42,0.246,0.343,10,-15.643,1,0.0303,0.796,0.483,0.143,0.374,170.276,450107,3
MacArthur Park,Waylon Jennings & The Kimberlys,9,5shydVrrErCb4ehi8qLq3X,10,0.295,0.25,0,-12.015,0,0.0286,0.847,0.00254,0.131,0.229,85.994,309373,4
MacArthur Park (Part II),Four Tops,3,6b6IMqP565TbtFFZg9iFf3,74,0.667,0.599,0,-8.894,1,0.0291,0.245,0.0,0.107,0.971,127.935,160280,4
Macarena,Los Del Mar,7,0trlOlkudbHOl211uYkM6W,40,0.874,0.539,1,-13.299,1,0.095,0.229,1.85e-05,0.105,0.932,103.2,232293,4
Macarena,Los Del Rio,2,4oaj36KzXRgDg4McgcTsZK,59,0.927,0.721,8,-12.561,1,0.0908,0.422,4.36e-05,0.0422,0.965,103.018,249382,4
Macarena (Bayside Boys Mix),Los Del Rio,0,2GhA8OAODRkEMUq8RYgCeF,0,0.837,0.514,1,-14.883,1,0.116,0.0539,0.000112,0.0999,0.676,104.076,223893,4
Macarena Christmas,Los Del Rio,5,5gC7cwZNKqaNLlvHlLjjqE,27,0.701,0.559,1,-9.577,1,0.0483,0.00312,0.0029,0.392,0.488,103.222,253267,4
Machine Gun,Commodores,2,3mQTPYezPCB9uUM3WpkIff,54,0.741,0.97,5,-6.364,1,0.0341,0.00882,0.836,0.295,0.778,113.103,159467,4
Machinery,Sheena Easton,5,5TURlRLHauRBJlCxKLPgOc,17,0.753,0.73,0,-10.512,1,0.0577,0.487,0.00495,0.0773,0.949,158.228,178120,4
Machines,John Livigni,8,1yZj1ACstOv0jRgFuKolxI,38,0.555,0.832,7,-5.095,1,0.034,0.254,0.0122,0.679,0.733,97.475,138616,4
Macho Man,Village People,2,22kv2NoeaD7qhTgShfZjIv,50,0.745,0.593,5,-12.33,1,0.0439,0.0523,0.0,0.582,0.888,132.897,314800,4
Mack The Knife,Bobby Darin,0,3E5ndyOfO6vFDEIE42HA8o,61,0.549,0.529,3,-12.291,0,0.108,0.76,0.0,0.206,0.464,82.755,184333,4
Mack The Knife,Ella Fitzgerald,2,7549epm7P9NV1zTMfKBI8m,36,0.568,0.628,8,-10.244,1,0.106,0.697,0.0,0.488,0.551,140.897,313707,4
Mad,Ne-Yo,1,6Hn9Uc1mMNfqChXU3txNke,69,0.727,0.649,0,-5.356,1,0.0338,0.661,0.0,0.111,0.669,129.992,254533,4
Mad About You,Belinda Carlisle,0,1SWfuzL0VJx1oYnEtqueSr,51,0.426,0.578,9,-11.514,1,0.0379,0.0134,9.08e-05,0.072,0.45,71.706,216560,4
Mad Izm,Channel Live,5,0hvxqftYCZT406ElE03giM,41,0.901,0.655,11,-10.085,0,0.273,0.00743,0.00629,0.173,0.807,96.005,255533,4
Mad Season,matchbox twenty,4,3jZHJO0QAb8sbv71DXOD9J,48,0.278,0.87,10,-5.368,1,0.0547,0.13,0.0,0.286,0.577,171.992,302107,4
"Mad Stalkers,21 Savage", Offset & Metro Boomin,9,6HR1z11h0ROUlWP4Kx8Z7G,62,0.9,0.365,10,-6.395,0,0.236,0.147,0.185,0.179,0.136,135.004,202667,4
Mad Woman,Taylor Swift,4,2QDyYdZyhlP2fp79KZX8Bi,67,0.592,0.699,3,-8.995,1,0.0471,0.655,1.68e-05,0.114,0.506,141.916,237258,4
Mad World,Adam Lambert,1,4n8Syhm2XQOvenU8SnVAhZ,36,0.533,0.83,7,-5.416,1,0.038,0.379,0.0,0.953,0.156,114.126,174373,4
Made For Now,Janet & Daddy Yankee,8,2QIAHX2PwzRmmuKc2Un0dn,0,0.716,0.644,6,-9.125,1,0.0462,0.00058,0.793,0.106,0.508,116.224,205670,4
Made For You,Jake Owen,3,7vF3xkCMvZjAe2nTWY0uQZ,67,0.581,0.441,1,-6.829,1,0.0268,0.77,2.75e-05,0.111,0.337,82.125,238400,4
Made In America,Toby Keith,3,7Lmwj2fe8MpGXypOuLGO2C,59,0.497,0.701,9,-5.996,1,0.0306,0.0507,0.0,0.103,0.376,172.126,193133,4
Made In England,Elton John,5,6VmxhbNRCURgu8d5pEPRb8,45,0.611,0.888,0,-8.463,1,0.0421,0.0356,0.00542,0.409,0.672,138.999,308107,4
Made In The USA,Demi Lovato,7,6SjCa7LhEpPNiCxe3bLln4,56,0.576,0.86,8,-3.913,1,0.0394,0.000875,0.0,0.316,0.594,87.461,196093,4
Made Me,Snootie Wild Featuring K Camp,9,44DNRbTlkVXL80mZa2XwZl,42,0.856,0.719,10,-6.519,0,0.0746,0.0389,9.03e-06,0.0935,0.37,146.032,194747,4
Made To Love You,Gary Wright,7,0VKllTnl6NOjxm3e6A6JxS,20,0.519,0.452,0,-12.985,1,0.0318,0.339,0.000172,0.302,0.357,122.744,223800,4
Made Up My Mind,SaFire,8,14evcB9pIStazKsge52O8o,15,0.698,0.804,3,-10.383,0,0.0646,0.173,0.00582,0.649,0.745,118.708,287800,4
Made You Look,Nas,3,3qRPc4QpHGNwKFAzCdqwxA,61,0.658,0.936,5,-5.105,0,0.3,0.172,0.0,0.321,0.711,95.439,203000,4
Mademoiselle,Styx,3,0zxaFukZdJNS413BD6mjG3,31,0.419,0.532,8,-12.906,1,0.0369,0.172,0.0133,0.414,0.63,120.628,240600,4
