song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
B Girls,Young And Restless,5,0rWUHulFlScxQsCq7kWKde,21,0.615,0.497,7,-11.913,1,0.439,0.016,0.0,0.312,0.769,193.762,242107,3
Cherry Cherry from Hot August Night,Neil Diamond,3,18ocy9Be9SxWEEnOLGDfkS,14,0.341,0.948,9,-5.081,1,0.136,0.101,0.00148,0.874,0.632,171.578,443320,4
Having A Party Medley,The Ovations (Featuring Louis Williams),5,1rX66766RcHidu9TXbqiW2,15,0.558,0.632,9,-9.629,0,0.0453,0.0336,1.6e-06,0.504,0.724,105.362,183227,3
Joy Pt. I,Isaac Hayes,2,0eotn4LzoGSsriuSipGAQd,15,0.457,0.65,1,-13.088,1,0.165,0.0179,5.15e-05,0.0881,0.804,167.279,276800,4
Roots Medley,Quincy Jones,5,62YP3NEB4FVPJ90XcgJQKS,60,0.543,0.241,0,-17.245,1,0.0404,0.733,0.0,0.0944,0.326,71.878,273333,4
Yep!,Duane Eddy His Twangy Guitar And The Rebels,2,6B8I1qFm81w2grBX30btLj,37,0.468,0.541,10,-9.236,0,0.0333,0.00803,0.828,0.103,0.724,103.608,146920,3
(Meet) The Flintstones (From The Flintstones),The B.C. 52's,3,63w8DL2hp4iXiAngtMVtta,0,0.749,0.534,6,-10.803,1,0.0353,0.0136,0.814,0.055,0.863,139.879,142000,4
(See You At The) Go-Go,Dobie Gray,6,6fgXQjq6DcXsgnUt6qSsrb,9,0.472,0.803,1,-6.987,1,0.0518,0.000245,0.0429,0.0839,0.773,114.589,176040,4
(Theme From) Goodbye Again,Ferrante & Teicher,8,1CHDQPobVEBX2vsvhAxNBM,11,0.357,0.373,2,-9.624,0,0.0289,0.846,0.722,0.134,0.206,94.216,194267,4
(Theme from) The Dark At The Top Of The Stairs,Ernie Freeman,6,7IIszFkXxsqw0CLrmF6TwV,15,0.615,0.53,3,-10.942,1,0.0286,0.665,0.954,0.0867,0.865,159.133,137280,4
