song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Gotta Find You,Joe Jonas,2,2oOCYaGkOpOB5HPo15cEGl,55,0.326,0.743,11,-5.139,1,0.0352,0.0491,0.0,0.0874,0.459,80.475,241867,4
Gotta Get Back To You,Tommy James And The Shondells,4,18rfUVDkibMedZIFNjE8IE,23,0.658,0.747,4,-10.122,1,0.181,0.0193,9.14e-06,0.0621,0.754,148.28,186760,4
Gotta Get Mine,M.C. Breed,9,5oqSr3rehtGgZyDh0LCSA7,54,0.855,0.52,7,-12.07,1,0.268,0.184,0.0,0.114,0.402,92.451,264760,4
Gotta Get Thru This,Daniel Bedingfield,0,747tpec1a0Hfqvj2za1pBs,51,0.837,0.765,7,-5.007,0,0.0631,0.0852,7.08e-05,0.1,0.912,133.57,161200,4
Gotta Get To Know You,Bobby Bland,9,0S0QNeHAIWuwh7IEbzbxso,1,0.558,0.563,7,-8.306,1,0.0325,0.343,2.07e-06,0.18,0.342,110.5,151200,4
Gotta Get You Home Tonight,Eugene Wilde,8,35Z9SYT8AjvgvUag0H4iQt,46,0.623,0.633,0,-6.768,1,0.0563,0.277,0.0,0.0384,0.575,93.116,314104,4
Gotta Getcha,Jermaine Dupri,5,5gOYXiA88QUy9DdWR4oNni,36,0.762,0.324,4,-7.447,0,0.329,0.0663,2.33e-06,0.095,0.482,209.819,170933,4
Gotta Give A Little Love (Ten Years Later),Timmy Thomas,7,1S4vILROGmgYIbk9hyPKLy,52,0.696,0.534,0,-16.453,1,0.032,0.0271,0.000105,0.274,0.732,101.498,219400,4
Gotta Go,Trey Songz,6,7vonsjkLPX9rpi8tVb8lhV,0,0.675,0.635,5,-5.356,0,0.0631,0.161,0.0,0.48,0.562,82.211,247053,4
Gotta Go My Own Way,Zac Efron & Vanessa Anne Hudgens,3,5rWIO1uP0GwAoU45RTBJ2F,66,0.555,0.692,9,-4.767,1,0.0277,0.0864,3.25e-05,0.232,0.313,88.995,222360,4
Gotta Go Solo,Patti LaBelle Featuring Ron Isley,8,5HrVgmO1govSOrPUehW1VV,63,0.62,0.402,5,-12.964,1,0.0264,0.337,6.13e-05,0.312,0.483,92.093,290840,4
Gotta Have It,Jay Z Kanye West,6,5Pt83OUaK3K9C2if4C5JOk,72,0.74,0.574,4,-6.938,1,0.245,0.411,0.0,0.262,0.33,149.762,140747,4
Gotta Have More Love,Climax Blues Band,4,5ZNUXbnAqjPAURrWaR7xmL,18,0.473,0.736,4,-8.038,0,0.0282,0.159,9.85e-06,0.151,0.592,101.122,210826,4
Gotta Have Rain,Eydie Gorme,6,1sYhm4ybjVUX09GDwIwXfS,1,0.585,0.312,2,-9.998,1,0.0281,0.537,0.0,0.149,0.674,114.06,165293,4
Gotta Have Your Love,The Sapphires,7,4BkHHw26fIlHEdcUqeCkgv,31,0.545,0.476,8,-11.185,1,0.0367,0.00421,1.27e-05,0.212,0.449,136.452,136227,4
Gotta Hold On To This Feeling,Jr. Walker & The All Stars,2,1rpSV3oxcWfykhF4JyewA7,40,0.61,0.53,1,-12.115,1,0.0305,0.223,9.57e-05,0.0304,0.867,113.326,217040,4
Gotta Lotta,2 Chainz Featuring Lil Wayne,9,1gpSrGUfU3F9TOzPlEyLxH,48,0.512,0.599,7,-7.29,0,0.0831,0.00278,0.0,0.0803,0.146,109.345,214720,5
Gotta Lotta Love,Steve Alaimo,7,2BxNmiURRvrvQutWGrUizS,38,0.766,0.978,9,-2.083,1,0.0732,0.00519,0.0207,0.375,0.202,126.02,227143,4
Gotta Make It,Trey Songz Featuring Twista,8,4xONUhRpKk1UIBsCSdviQo,44,0.753,0.881,7,-5.063,1,0.0688,0.0909,0.0,0.173,0.808,140.007,243280,4
Gotta Man,Eve,2,5GDzpCJAhKjfzMEiXpYdhl,38,0.8,0.867,5,-4.001,0,0.133,0.165,0.000352,0.114,0.926,90.53,264733,4
Gotta New Girl,Bobby Day,8,4oCdkIKZp1Y8gOWHhNMn3n,4,0.58,0.641,4,-8.842,0,0.0806,0.817,4.96e-05,0.511,0.791,83.772,140013,4
Gotta See Jane,R. Dean Taylor,6,4tWMKvFGcpPpQyjt2wId1q,10,0.461,0.658,2,-5.039,1,0.0274,0.0284,0.000204,0.391,0.625,89.673,187373,4
Gotta Serve Somebody,Bob Dylan,2,760420tYNmNjFgi8bWvbop,43,0.81,0.526,2,-9.627,1,0.0991,0.431,0.0,0.0841,0.811,95.23,324800,4
Gotta Tell You,Samantha Mumba,0,1rj0XawWJNisX7SGYexowJ,57,0.739,0.75,0,-4.513,0,0.0278,0.205,0.0,0.157,0.758,109.983,200160,4
Gotta Travel On,Timi Yuro,6,6mqfq8EdYoV07TXM2rgPgb,44,0.493,0.244,5,-11.487,1,0.0277,0.707,0.000462,0.121,0.222,87.044,148467,3
