song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Salsa pa tA,Perrocker,10,0TgbqQpWj06HsIREGbJoOi,43,0.757,0.888,2,-2.989,0,0.128,0.21,0.0,0.367,0.858,108.564,298307,4
Own Me,The Frequency,10,2tiG6VME2Enk8hafwGWsGO,0,0.677,0.679,11,-10.939,0,0.0903,0.265,0.763,0.0735,0.889,76.845,284680,4
Kick Push II Album Version,Lupe Fiasco,10,6nz35DNIzbtj5ztpDEcW1j,61,0.652,0.809,5,-5.276,1,0.17,0.164,0.0,0.175,0.512,94.786,254466,4
Aa S'est PassAc Un Dimanche,Maurice Chevalier,10,62G4omQp2adTMrneRHZ3fo,20,0.509,0.311,9,-14.016,1,0.0648,0.992,4.48e-05,0.251,0.673,114.912,175333,3
You Can't Hurry Love  LP Version,Phil Collins,10,4YwbSZaYeYja8Umyt222Qf,77,0.62,0.936,7,-4.593,1,0.0308,0.0261,0.0,0.0679,0.763,97.527,175747,4
In His Name,White Heart,10,2re8LWnbMbE9BsUNEI3ggi,4,0.435,0.159,0,-14.472,1,0.0318,0.652,7.56e-05,0.144,0.166,123.493,260467,4
Epaule tattoo Live 1989,Atienne Daho,10,5gmy54Ei21anPIgEDEZa6B,12,0.581,0.872,0,-9.836,1,0.0335,0.00785,0.111,0.976,0.489,132.854,360640,4
Samaritanas Del Amor,Jose Luis Perales,10,6kqMoppE1hoFBa7FTplnRj,36,0.408,0.649,9,-5.677,0,0.028,0.493,1.29e-06,0.118,0.4,94.535,200693,4
Two Wars,This Or The Apocalypse,10,7x9RLT3AFgoDUgDrftiEWO,6,0.119,0.985,9,-4.095,0,0.132,4.36e-06,0.405,0.372,0.0395,165.033,293667,3
String 'Em Up,Stockhausen Waterman,10,75HeTdrKLk9feLdrK3I7r7,0,0.528,0.894,5,-8.014,1,0.0334,0.0253,0.532,0.35,0.814,119.954,181850,4
Lonley,Elva Hsiao,10,0fQla3BOmDbwE7e6I78LbZ,48,0.511,0.511,4,-6.787,1,0.0366,0.76,0.0,0.104,0.239,127.826,311813,4
Be With You,BeyoncAc,10,1qgNiHh7QoSgzoFZEPwPNm,45,0.711,0.454,0,-6.485,0,0.0904,0.125,2.15e-06,0.071,0.782,74.928,260200,4
The Traffic Jam,Stephen Marley  Damian Marley,10,7AWy7RVEKP34N3VCMdokSU,43,0.799,0.634,1,-7.136,0,0.371,0.448,0.0,0.0706,0.723,94.884,220613,4
Telecommunication,Statues,10,3HLYjbIQDqbWw6iPpv4wey,0,0.778,0.482,9,-8.348,1,0.0738,0.000306,0.844,0.0788,0.702,77.99,130360,4
Dangerously In Love Medley,BeyoncAc,10,0KFuXEdOp5QfIfxHR6TJSm,56,0.609,0.407,6,-8.026,1,0.0808,0.345,0.0,0.19,0.459,99.982,293133,4
SOS,Spliff,10,0zYvYU5M9joz5C52DKUa2R,0,0.663,0.789,5,-8.052,0,0.0588,0.451,0.89,0.146,0.391,61.006,238000,4
Whirlpool LP Version,Ray Barretto,10,5jK21S6FXKQqjlK4vTBiMd,53,0.543,0.5,2,-10.092,1,0.163,0.815,8.55e-05,0.0977,0.618,87.252,160115,4
Together We Stand Album Version,The Winans,10,26it4jhlF7bDHsm8ggD6jM,18,0.595,0.494,8,-8.582,1,0.0289,0.216,0.0,0.104,0.339,135.842,300600,4
Christmas All The Time Acoustic,Tom Cochrane,10,4EII3SMLJWktnW01spUJzx,4,0.336,0.344,7,-11.441,1,0.0361,0.787,1.08e-06,0.101,0.256,78.039,204253,4
You Live You Die,Devanic,10,1XqeFtYR8jiY52QS2maQ8A,0,0.6,0.984,6,-5.265,1,0.113,0.000158,0.00326,0.0945,0.179,112.467,210880,4
Forget Me Knots Bailey Remix,Roni Size,10,18rr7RGidhR4DVpWNsQb5I,1,0.58,0.988,10,-6.058,0,0.0558,0.000654,0.846,0.232,0.542,174.769,397037,4
Down In The Hole,James Taylor,10,015PThyoU4QD0siLoLpRmr,20,0.745,0.314,2,-13.312,1,0.0344,0.197,4.06e-05,0.0784,0.184,100.045,315160,4
House Of Wolves Album Version,My Chemical Romance,10,7j2Bmzpnf6RwEWEQ2sv8Ho,63,0.445,0.977,0,-2.674,1,0.0995,0.000347,0.0235,0.126,0.239,105.825,184000,4
Witchcraft,Beherit,10,2h2IuJvspjW2UIDoFyPVAD,52,0.664,0.634,11,-8.615,1,0.451,0.116,0.0,0.186,0.109,86.6,138266,4
ABCD Medley,Laurie Berkner,10,7rGpMVDdPWoNEo8w74MVcO,47,0.503,0.255,7,-9.718,1,0.03,0.947,0.000316,0.271,0.491,129.319,185333,4
Walk Away From Love,Willie Clayton,10,6Wiqv0jLWkUnQqRHa2QR7V,11,0.683,0.718,10,-3.23,1,0.0424,0.243,0.0,0.0595,0.896,105.878,256166,4
Hawaiian Chimes,Leonard Kwan,10,1bDQY7asH4uLK5XeKQs1GE,19,0.591,0.31,5,-15.65,1,0.0513,0.84,0.931,0.144,0.551,108.998,170307,4
Player No More,Singing Melody,10,2hj2FuDnKx2yJOq9F0pNEH,0,0.666,0.44,9,-13.259,1,0.151,0.362,0.0,0.392,0.567,81.14,180000,4
Inferior Late Night Version,Zuma,10,2GqJ23nZw5LiU0oyLLQDJP,0,0.727,0.65,7,-9.07,1,0.0517,0.00457,0.249,0.107,0.544,119.99,268408,4
This Time I'll Be Sweeter,Maysa,10,3Q7w8FyvaWjgZdx1PUsp15,11,0.376,0.292,11,-7.334,1,0.029,0.846,0.0,0.163,0.0964,131.775,230307,3
Xoanina,Susana Seivane,10,4slEHaLB1OGLTby1N9KTNq,1,0.411,0.548,0,-7.528,1,0.0313,0.0344,0.798,0.133,0.232,114.995,181800,3
Milkman Keep Those Bottles Quiet,The King Sisters,10,2oIohk2OuLiFhGwrcm6l87,30,0.793,0.839,7,-5.607,1,0.12,0.0208,0.0573,0.0419,0.748,112.001,266267,4
Don't Stop The Music Streetlight Album Version,DeGarmo  Key,10,1lIndcft5U0PEWU6kHmGSN,7,0.54,0.868,11,-12.124,0,0.0432,0.251,0.00231,0.285,0.797,161.947,219990,4
Phillippe,James Newton Howard,10,5X6b1ySSqzJm4qLw0fqs5n,54,0.187,0.0315,4,-25.473,0,0.0382,0.855,0.819,0.0861,0.0533,141.74,126907,4
Mon dieu,JosAclito,10,7e0ALYTi1Wc3MTaJOSOkrF,40,0.478,0.221,4,-21.289,1,0.0346,0.987,0.903,0.0938,0.44,145.291,100718,4
Follow The Light Radio Edit,Sub Focus,10,4PaSdnJpt8U8GYZyHjuVGl,10,0.401,0.865,7,-7.75,1,0.0548,0.00676,0.337,0.0964,0.0575,173.968,217253,4
Just Say Yes,Dickies,10,7uocydOuHXK9Ef65yKXbgk,7,0.341,0.967,2,-7.524,1,0.0504,0.00163,0.000626,0.062,0.475,186.136,135507,4
Shattered Life,Seventh Day Slumber,10,2CQwzG5nbS7ys8CHSlavVg,22,0.406,0.895,2,-5.282,0,0.0563,0.000429,3.25e-05,0.12,0.278,150.326,209693,4
Man No Sober LP Version,Steel Pulse,10,2dhjcpYf0PW1tG54wAHXTU,34,0.818,0.613,11,-6.727,0,0.0629,0.0978,0.000361,0.0762,0.97,153.391,268667,4
If A Woman Answers,Leroy Van Dyke,10,530e9g4PZqzR54nrDveszm,29,0.574,0.448,0,-11.339,1,0.0289,0.259,0.0,0.697,0.964,143.043,135105,4
Cancion De Amor Eterno,Carlos Vives,10,2rFdwe0FPtnVWb9WiCs36T,5,0.496,0.209,9,-17.058,0,0.0375,0.901,0.00288,0.106,0.187,132.615,112893,4
Akhm Nakon,Saman,10,16tjtgV8RMM42zCSvEZsOc,14,0.718,0.586,1,-12.688,1,0.0364,0.114,0.000379,0.0711,0.896,174.191,341080,3
Chim Chim Cheree,Charlie Byrd,10,4s1YIHZQVZHztUJJAdY57J,48,0.6,0.371,9,-14.744,0,0.0424,0.756,0.735,0.154,0.395,82.552,166853,4
Sensazioni ab  c,Gruppo Jazz Marca,10,5CuNg4aPkJ7UXyopRTO8je,21,0.71,0.156,10,-18.582,0,0.0559,0.662,0.938,0.108,0.208,75.999,231624,4
Fucked,Less Than Jake,10,2SQRh3hcbRKY9nADg9kZma,8,0.32,0.781,9,-13.175,1,0.15,0.000827,3.36e-06,0.141,0.575,98.386,80507,4
Face,Dave Rave Mark McCarron,10,5zLz74sX3R2DTNGHtRl1x1,0,0.325,0.0284,0,-18.622,1,0.0466,0.891,0.253,0.124,0.0779,187.733,90907,4
Mama's Boy,Suzi Quatro,10,0KpDB8QZoJFrhHCLkMcL8O,29,0.397,0.978,4,-6.023,1,0.0909,0.00106,0.378,0.0619,0.756,168.681,215867,4
Amber Changing,Rise Against,10,3SzAghJfbmcEIMmLRJ2Wzd,31,0.315,0.968,10,-3.554,0,0.139,0.000177,9.38e-05,0.129,0.518,105.692,176147,3
Shut Up,Pretty Boy Floyd,10,1VOwHRtpnTeH0nv27lPdCP,6,0.517,0.847,2,-9.572,0,0.0386,0.00047,0.423,0.253,0.704,132.042,236053,4
Aziatic Outro,AZ,10,0D7Dib2glmMcxbD2DDFtVy,10,0.573,0.541,2,-7.249,1,0.194,0.00177,0.0355,0.0636,0.687,174.014,57893,4
Perk trip  sleeping in tubes,Jeanne Robertson,10,2uER7uxinTvSaOEPWbeobe,8,0.638,0.672,8,-11.276,1,0.932,0.807,0.0,0.955,0.495,114.42,486427,4
Midnight Swim,Javier Navarrete,10,0JBKn0z609AeQK1FC5Xxhv,23,0.471,0.462,4,-13.84,1,0.045,0.253,0.888,0.091,0.127,109.987,90000,3
mixture of noize part two: walter sobchak  live extract,Aphasia,10,4Mve2PSQqMtVn5DemVoBYr,48,0.309,0.481,6,-7.994,1,0.0432,0.769,7.37e-06,0.235,0.36,66.793,270933,4
sample processing failed part one: why don't you fuckin' remember anything ,Aphasia,10,4Mve2PSQqMtVn5DemVoBYr,48,0.309,0.481,6,-7.994,1,0.0432,0.769,7.37e-06,0.235,0.36,66.793,270933,4
