song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
The Organ Grinder's Swing,Jimmy Smith With Kenny Burrell And Grady Tate,9,21wH8Pxh2KQkUEeJZcpyEX,37,0.577,0.385,5,-12.819,1,0.0687,0.802,0.0791,0.109,0.604,82.223,136933,4
The Other Girl,Kelsea Ballerini x Halsey,9,3CS5zwqrjggxlRD0QGJAva,58,0.583,0.769,8,-4.859,0,0.159,0.419,0.0,0.0988,0.785,179.869,201344,4
The Other Guy,Luke Combs,6,0jcZ1uIHmvh6Is9T6hXOUk,62,0.567,0.726,6,-4.705,1,0.0309,0.216,0.0,0.12,0.319,141.92,190720,4
The Other Guy,Little River Band,1,7vbizu9RqAH0BSBKvA2e9s,52,0.799,0.578,5,-8.142,1,0.042,0.267,0.0,0.0703,0.854,108.914,170322,4
The Other Man's Grass Is Always Greener,Petula Clark,3,1oqpdSW9YqEvZ4LRkQsXNq,19,0.521,0.565,10,-8.849,0,0.0306,0.513,0.0,0.126,0.472,124.678,172907,4
The Other Side,Jason Derulo,1,5FljCWR0cys07PQ9277GTz,60,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,226987,4
The Other Side,SZA X Justin Timberlake,6,463PQggkmk5tTw8ug0ahOX,63,0.76,0.607,7,-6.274,1,0.0964,0.00277,0.0,0.132,0.709,105.979,188187,4
The Other Side,Aerosmith,2,2fcRBvP5G8mlJiTPXnfmE2,45,0.56,0.973,2,-4.345,1,0.0466,0.0613,0.00161,0.394,0.829,126.854,244200,4
The Other Side Of Life,The Moody Blues,5,2mDgchJUTZVwkDEvFsmIso,34,0.665,0.334,4,-16.019,0,0.0313,0.154,0.000208,0.108,0.657,138.957,410333,3
The Other Side Of Me,Hannah Montana,8,0Q2y7Amx3vHz5Jqa7TFEYE,41,0.629,0.889,6,-3.644,0,0.0692,0.0591,0.0,0.473,0.683,114.058,185893,4
The Other Side Of The Door,Taylor Swift,2,1cSFlSBdpT4F5vb1frQ231,66,0.432,0.873,4,-4.367,1,0.0577,0.0279,0.0,0.167,0.629,163.936,238444,4
"The Other Side Of This Life,Peter", Paul & Mary,9,6ZSTinOwx5dKFYc6iYyGDn,63,0.414,0.167,9,-16.519,1,0.0484,0.804,0.0,0.117,0.384,133.45,207240,4
The Other Woman,Ray Parker Jr.,0,7ubq5fqmcPhfg1Q8s3HbbA,35,0.909,0.544,9,-11.692,1,0.0529,0.139,0.00614,0.457,0.962,125.918,247960,4
The Other Woman,Vicki Lawrence,8,1TrMZgVg8ZL8xyDLYfmgyc,2,0.569,0.38,5,-11.615,1,0.034,0.508,0.0,0.1,0.577,127.827,195082,4
The Outsider,A Perfect Circle,7,6CqYhhUPJORx1vvdTNc8jv,64,0.328,0.843,6,-6.644,1,0.0887,0.000111,0.801,0.0496,0.422,113.329,246000,4
The Outsiders,Eric Church,5,1VN6TvmHTIWvLzBAOmre6P,48,0.409,0.8,7,-5.216,1,0.0746,0.272,5.29e-05,0.092,0.321,159.943,252893,4
The Pain Gets A Little Deeper,Darrow Fletcher,8,4aQxwxGAWjnQ8c53IqX0Sk,17,0.726,0.566,4,-8.539,0,0.0868,0.343,0.0,0.239,0.935,139.096,144867,4
The Part Of Me That Needs You Most,Jay Black,9,4kGxhaOpMZoZOGYcVxWw72,0,0.648,0.678,3,-6.556,1,0.04,0.198,2.05e-05,0.209,0.71,99.253,229390,4
The Party Continues,JD Featuring Da Brat,2,1SUJUgd0Vln9fWgJshnVao,22,0.811,0.718,7,-9.163,1,0.0637,0.0896,1.47e-06,0.345,0.768,136.043,253440,4
The Party's Just Begun,The Cheetah Girls,8,5Au8ObNQvrwFVEgGqQQL6D,50,0.751,0.845,1,-4.444,1,0.134,0.102,0.0,0.0497,0.927,103.995,189693,4
The Party's Over (Hopelessly In Love),Journey,3,2GzFrEj343FZaz1Ae3dDpq,44,0.625,0.876,7,-8.091,1,0.0328,0.0338,8.72e-06,0.486,0.71,112.461,222333,4
The Payback - Part I,James Brown,2,5RQ9egZRME6X5viD8Hkph9,3,0.894,0.934,8,-5.99,1,0.203,0.37,0.000149,0.0614,0.703,98.686,238987,4
The Peacemaker,Albert Hammond,7,7kccHecmTjPsUpLz9WsWjF,34,0.665,0.473,8,-12.15,1,0.051,0.272,0.0,0.0648,0.692,84.856,162533,4
The People In Me,The Music Machine,6,54AA6STW67N4g9bimijomc,29,0.592,0.776,8,-8.755,1,0.0335,0.0125,0.00443,0.0281,0.921,135.628,180627,4
"The People Tree,Sammy Davis", Jr. with The Mike Curb Congregation,9,7wbPDz6XQa1zyRWBhSpEK9,33,0.75,0.945,1,-4.711,1,0.173,0.131,1.04e-06,0.937,0.837,92.011,254187,4
The Peppermint Twist,Danny Peppermint and the Jumping Jacks,5,4vFuebQvxexME3dTs99ifv,35,0.427,0.642,0,-12.143,1,0.116,0.295,0.0,0.847,0.774,197.836,122253,4
The Philly Freeze,Alvin Cash & The Registers,4,264kU95bSEp3GYcUUPUcpn,0,0.807,0.716,7,-4.938,1,0.0395,0.0925,0.155,0.0803,0.913,113.566,152875,4
