song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
I'll Know Her When I See Her,Cooper Brothers Band,7,1bUDRbmyD3Z26hfphx9O3V,16,0.734,0.727,1,-8.465,0,0.038,0.182,0.000346,0.0369,0.964,128.911,221480,4
I'll Love You Forever,The Holidays,6,7GbtXUN7zUYROz1zV1hMEy,9,0.537,0.752,5,-2.723,1,0.0407,0.479,0.0,0.349,0.749,102.879,139093,4
I'll Make All Your Dreams Come True,Ronnie Dove,2,5cQJMxRQuYI9tVMKzmoBhu,7,0.485,0.421,4,-10.408,1,0.0336,0.829,2.1e-06,0.121,0.353,122.665,160360,3
I'll Make Him Love Me,Barbara Lewis,7,0MbawDKcfL98znAym9cFVj,7,0.445,0.442,0,-14.052,1,0.0399,0.711,0.0,0.733,0.726,128.784,139813,4
I'll Make It All Up To You,Jerry Lee Lewis And His Pumping Piano,8,6wO13Xb3EdHUNixFOEJ0KV,56,0.377,0.626,0,-9.662,1,0.033,0.832,6.46e-05,0.188,0.678,161.468,172400,4
I'll Make It Alright,The Valentinos (The Lovers),9,29MgWulWpYDgxG44AN44Vy,12,0.54,0.761,9,-6.795,1,0.0516,0.562,0.0,0.508,0.961,134.757,134053,4
I'll Make Love To You,Boyz II Men,0,61sQYdFNS6sEBYCyr1q5gn,62,0.567,0.501,2,-8.038,1,0.0241,0.0995,0.0,0.0986,0.2,142.589,236773,3
I'll Make You Mine,Bobby Vee With The Eligibles,5,4Zz6yXp1hSywXh7oLVnFBq,18,0.335,0.513,7,-10.052,1,0.033,0.237,0.00429,0.139,0.702,99.903,130160,4
I'll Make You Music,Beverly Bremers,6,3FODe1S9OlL5Y9y9koJA7I,22,0.468,0.398,4,-13.712,0,0.0309,0.596,3.64e-06,0.265,0.64,116.182,203051,3
I'll Meet You Halfway,The Partridge Family Starring Shirley Jones Featuring David Cassidy,0,6k7e2cjr10EbQW5QnblOtY,27,0.521,0.377,0,-13.004,1,0.033,0.311,0.0,0.233,0.599,111.288,227733,4
I'll Name The Dogs,Blake Shelton,5,609qKv3KPAbdtp0LQH2buA,60,0.348,0.87,4,-5.86,1,0.137,0.171,4.4e-06,0.202,0.763,83.392,183640,4
I'll Never Be Free,Kay Starr,9,0KnD456yC5JuweN932Ems3,14,0.697,0.182,7,-12.586,1,0.0357,0.78,0.0,0.126,0.474,82.184,158000,3
I'll Never Break Your Heart,Backstreet Boys,3,4lq4yY0y3XqDQZsx03ITaH,51,0.519,0.589,7,-6.005,0,0.029,0.0885,0.0,0.153,0.341,161.992,287507,3
I'll Never Dance Again,Bobby Rydell,1,7dcdGkGvUReKapLLhwBc3q,29,0.586,0.431,0,-5.675,1,0.0271,0.729,0.0,0.263,0.581,104.757,149360,4
I'll Never Do You Wrong,Joe Tex,5,6hG59WXc951utGHcrbhr4V,36,0.725,0.486,6,-9.154,0,0.0281,0.273,0.0,0.0997,0.744,78.585,188920,4
I'll Never Fall In Love Again,Dionne Warwick,0,1MHgV79MSYE6ymNlGa3bRY,61,0.676,0.339,1,-13.805,1,0.0509,0.717,9.77e-06,0.109,0.756,136.882,174840,4
I'll Never Fall In Love Again,Burt Bacharach,9,5aYR2yKYdcWxX7gAO2CYps,48,0.637,0.46,5,-9.063,1,0.0344,0.512,0.00278,0.143,0.446,125.836,200000,4
I'll Never Fall In Love Again,Tom Jones,0,70wRitifPn1bC1FGjOrFwN,52,0.321,0.331,4,-13.081,1,0.0293,0.736,1.58e-06,0.0854,0.313,147.532,257440,3
I'll Never Fall In Love Again,Johnnie Ray,7,5hT1JA9udPZ3RlaR3ZUhuo,32,0.467,0.676,2,-9.468,1,0.04,0.751,0.307,0.146,0.755,101.252,163724,4
I'll Never Find Another You,Sonny James,9,5S9LsNRLqqZFiDSBMskY72,38,0.458,0.277,0,-14.122,1,0.0288,0.541,1.93e-05,0.143,0.612,73.789,145960,4
I'll Never Find Another You,The Seekers,0,6sm028EoGuUbVnzC6pDaNx,15,0.547,0.786,10,-8.188,1,0.195,0.552,0.0,0.485,0.577,126.977,214547,4
I'll Never Get Over You (Getting Over Me),Expose,0,5jPgOjFotU05FAgA8Y9IFL,53,0.323,0.311,8,-12.671,1,0.0312,0.643,0.0,0.349,0.146,166.943,230933,4
I'll Never Let You Go,Steelheart,2,43v1rIzI5SvzVvXsvI8F9j,50,0.35,0.651,1,-9.829,1,0.042,0.0119,0.156,0.0874,0.31,143.959,306560,4
I'll Never Love Again,Lady Gaga,3,4A7EkKijzA4ryEoCRWJzdG,70,0.451,0.34,7,-7.466,1,0.031,0.763,2.49e-06,0.135,0.221,110.502,281067,4
I'll Never Love This Way Again,Dionne Warwick,0,4V3AGIIQeJoBUPaTCLiscB,64,0.35,0.371,11,-10.538,0,0.0319,0.219,0.0,0.151,0.21,131.603,211920,4
I'll Never Smile Again,The Platters,2,3q5sp47cS6OAebFsystUB7,44,0.184,0.176,5,-13.69,1,0.0338,0.972,0.022,0.366,0.201,70.27,174893,4
I'll Never Stop Loving You,J'Son,6,2nYokjkthnAMYe5GpH7Rqb,17,0.529,0.476,4,-11.379,0,0.0723,0.495,4.92e-05,0.46,0.105,97.671,325057,3
I'll Never Stop Wanting You,Brian Hyland,8,0DxASYDMwP2M84aD0G20nT,1,0.297,0.148,11,-20.014,0,0.0365,0.916,0.00368,0.0839,0.263,148.91,157640,3
I'll Play For You,Seals & Crofts,1,7MuygdIATbqaKMGqtUzKhg,40,0.532,0.402,7,-12.313,1,0.027,0.585,0.0,0.0788,0.329,91.858,244971,4
I'll Play The Fool,Dr. Buzzard's Original Savannah Band,7,1bSE0n12PsKE9l6I6wGevd,23,0.592,0.563,8,-15.245,1,0.0523,0.0108,0.0,0.0571,0.86,106.029,288400,4
I'll Remember (In The Still Of The Night),Santo & Johnny,5,1u1PzGnsWKjAwSZ9Rg1kjD,51,0.444,0.412,0,-11.569,1,0.0465,0.895,0.64,0.145,0.351,184.012,151092,3
I'll Remember Carol,Tommy Boyce,7,4gaGX5o4pe27Z6Z12R8x43,2,0.434,0.78,0,-7.826,1,0.163,0.65,0.0,0.0682,0.644,171.94,147653,4
I'll Remember Tonight,Pat Boone,3,7joT0lpeu6beSA9zgYcUFd,2,0.251,0.28,5,-17.191,1,0.0377,0.987,0.96,0.262,0.637,135.73,131732,1
I'll Remember You,Atlantic Starr,5,2lFQ6W1WdRFtDJhvWGW3p6,41,0.562,0.481,0,-8.753,1,0.034,0.583,1.1e-06,0.123,0.23,139.743,261067,4
I'll Sail My Ship Alone,Jerry Lee Lewis And His Pumping Piano,9,64VP3skE86iTvdOlbzuIcO,69,0.533,0.729,7,-7.227,0,0.0714,0.563,0.0,0.159,0.884,78.67,111536,4
I'll Save The Last Dance For You,Damita Jo,2,0sBJrZ8Vf2QZmr4owALLcZ,42,0.479,0.53,10,-11.736,1,0.0465,0.856,0.0,0.271,0.788,78.416,135267,4
I'll Say Forever My Love,Jimmy Ruffin,7,00U45bMLJ8QM1kwT9i6cIL,33,0.554,0.621,0,-6.879,1,0.0253,0.00672,0.0,0.387,0.664,103.927,181040,4
I'll Search My Heart,Johnny Mathis,8,7Gk1QKi2BAZCnrYlrYEDjC,2,0.247,0.426,6,-9.31,1,0.0335,0.872,9.03e-06,0.148,0.163,76.272,185080,4
I'll See Him Through,Tammy Wynette,9,6bZPMgJkTV6i5Mc4PZKKWJ,15,0.584,0.185,5,-14.665,1,0.0294,0.813,0.00013,0.129,0.421,98.674,172600,4
I'll See You In My Dreams,Giant,1,5Pr7EYxfxsduely39MZBvF,43,0.412,0.493,2,-12.025,1,0.033,0.0561,0.000441,0.044,0.116,132.779,286707,4
I'll See You In My Dreams,Pat Boone,3,1eqGYJJr2z2GXK1i0hD3BC,57,0.571,0.196,3,-13.216,1,0.0278,0.811,0.0,0.142,0.555,88.728,134560,4
I'll Show You,Justin Bieber,1,0SNIAtRCPVVLoGEPcuHSIc,63,0.361,0.608,9,-6.757,0,0.098,0.05,7.96e-05,0.183,0.0789,191.812,199947,4
I'll Sleep When I'm Dead,Bon Jovi,9,0UXYMyhcOg1iOaIQ2EKVHE,48,0.645,0.967,5,-2.818,1,0.0364,0.0173,0.00246,0.0817,0.862,124.292,283133,4
I'll Stand By You,Carrie Underwood,0,2qAcnCP9xtJdAZ3oXc0hNv,15,0.715,0.148,4,-13.954,0,0.0373,0.472,0.211,0.123,0.403,123.992,229893,4
