song,artist,class
When You're Gone,Avril Lavigne,2
When You're Gone,Brenda & The Tabulations,5
When You're Gone/Free To Decide,The Cranberries,2
"When You're Hot, You're Hot",Jerry Reed,0
When You're In Love With A Beautiful Woman,Dr. Hook,0
When You're Mad,Ne-Yo,1
When You're Young,3 Doors Down,8
When You're Young And In Love,Ralph Carter,9
When You're Young And In Love,The Marvelettes,2
When You're Young And In Love,Ruby And The Romantics,4
When You're Young And In Love,The Choice Four,9
When Your Heart Is Weak,Cock Robin,3
When Your Heart Stops Beating,(+44),8
Whenever A Teenager Cries,Reparata And The Delrons,5
Whenever He Holds You,Bobby Goldsboro,3
Whenever I'm Away From You,John Travolta,3
Whenever She Holds You,Patty Duke,6
Whenever You Come Around,Vince Gill,7
Whenever You're Near Me,Ace Of Base,7
"Whenever, Wherever",Shakira,0
Where,The Platters,4
Where Am I Going?,Barbra Streisand,9
Where Are All My Friends,Harold Melvin And The Blue Notes,7
Where Are U Now,Skrillex & Diplo With Justin Bieber,0
Where Are We Going,Bobby Bloom,8
Where Are We Runnin'?,Lenny Kravitz,6
Where Are You,Frankie Avalon,3
Where Are You,Dinah Washington,3
Where Are You Christmas?,Faith Hill,6
Where Are You Going,Dave Matthews Band,3
Where Are You Going,Jerry Butler,9
Where Are You Going To My Love,The Brotherhood Of Man,6
Where Are You Now?,Jimmy Harnen With Synch,0
Where Did All The Good Times Go,Dennis Yost And The Classics IV,6
Where Did I Go Wrong,Dee Dee Sharp,8
Where Did Our Love Go,Donnie Elbert,1
Where Did Our Love Go,The Supremes,0
Where Did Our Love Go,The J. Geils Band,6
Where Did The Good Times Go,Dick and DeeDee,9
"Where Did They Go, Lord/Rags To Riches",Elvis Presley,3
Where Did We Go Wrong,Frankie Valli & Chris Forde,8
Where Did Your Heart Go?,Wham!,4
Where Do Broken Hearts Go,One Direction,8
Where Do Broken Hearts Go,Whitney Houston,0
Where Do I Go,Carla Thomas,8
Where Do I Go/Be-In/Hare Krishna,The Happenings,6
Where Do The Children Go,Hooters,3
Where Do U Want Me To Put It,Solo,4
Where Do We Go From Here,Deborah Cox,4
Where Do We Go From Here,Filter,9
Where Do You Come From,Elvis Presley With The Jordanaires,9
Where Do You Go,No Mercy,0
Where Do You Go,Cher,2
Where Do You Go To (My Lovely),Peter Sarstedt,6
Where Does Love Go,Freddie Scott,8
Where Does My Heart Beat Now,Celine Dion,0
Where Does That Leave Love,George LaMond,5
Where Does The Lovin' Go,David Gates,4
Where Ever You Are,Terry Ellis,5
Where Evil Grows,The Poppy Family,4
Where Have All Our Heroes Gone,Bill Anderson,9
Where Have All The Cowboys Gone?,Paula Cole,0
Where Have All The Flowers Gone,Johnny Rivers,2
Where Have All The Flowers Gone,The Kingston Trio,2
Where Have They Gone,Jimmy Beaumont And The Skyliners,9
Where Have You Been,Rihanna,0
Where Have You Been (All My Life),Arthur Alexander,5
Where Have You Been All My Life,Fotomaker,8
Where I Come From,Montgomery Gentry,7
Where I Come From,Alan Jackson,3
Where I Fell In Love,The Capris,7
Where I Wanna Be,Donell Jones,2
Where I Wanna Be,Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,9
Where I Wanna Be Boy,Missjones,7
Where I'm From,Jason Michael Carroll,6
Where Is My Mind,The Vanilla Fudge,7
Where Is The Love,Roberta Flack & Donny Hathaway,0
Where Is The Love,Betty Wright,9
Where Is The Love?,The Black Eyed Peas,0
Where Is The Party,Helena Ferguson,8
Where It's At,Beck,6
"Where It's At (Yep, Yep)",Dustin Lynch,4
Where Love Has Gone,Jack Jones,6
Where My Girls At?,702,0
Where Or When,The Lettermen,9
Where Or When,Dion & The Belmonts,0
Where Peaceful Waters Flow,Gladys Knight And The Pips,2
Where The Blacktop Ends,Keith Urban,3
Where The Blue Of The Night,Tommy Mara,7
Where The Boys Are,Connie Francis,0
Where The Green Grass Grows,Tim McGraw,7
Where The Hood At?,DMX,6
Where The Party At,Jagged Edge With Nelly,0
Where The Stars And Stripes And The Eagle Fly,Aaron Tippin,1
Where The Streets Have No Name,U2,1
Where The Streets Have No Name,Pet Shop Boys,7
Where The Sun Has Never Shone,Jonathan King,9
Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj,1
Where There's A Will There's A Way,Delaney & Bonnie,9
Where Were You (On Our Wedding Day)?,Lloyd Price,2
Where Were You (When The World Stopped Turning),Alan Jackson,2
Where Were You When I Needed You,Jerry Vale,9
Where Were You When I Needed You,The Grass Roots,2
Where Were You When I Was Falling In Love,Lobo,2
Where Will The Words Come From,Gary Lewis And The Playboys,2
Where Will Your Heart Take You,Buckeye,6
Where Would You Be,Martina McBride,4
Where Ya At,Future Featuring Drake,2
Where You Are,Jessica Simpson Featuring Nick Lachey,6
Where You At,Jennifer Hudson,6
Where You Belong,The Weeknd,9
Where You Goin' Now,Damn Yankees,1
Where You Lead,Barbra Streisand,3
Where'd You Go,Fort Minor Featuring Holly Brook,0
Where's The Playground Susie,Glen Campbell,2
Where's Your Angel?,Lani Hall,8
Wherever I Go,OneRepublic,5
Wherever I Lay My Hat (That's My Home),Paul Young,6
Wherever I May Roam,Metallica,8
Wherever Would I Be,Cheap Trick,4
Wherever You Are,Jack Ingram,6
Wherever You Go,Voices Of Theory,3
Wherever You Will Go,The Calling,0
Which Way You Goin' Billy?,The Poppy Family (Featuring Susan Jacks),0
While I'm Alone,Maze Featuring Frankie Beverly,8
While You Loved Me,Rascal Flatts,5
While You See A Chance,Steve Winwood,0
While You're Out Looking For Sugar?,The Honey Cone,6
Whine Up,Kat DeLuna Featuring Elephant Man,2
Whip,2 Chainz Featuring Travis Scott,7
Whip Appeal,Babyface,0
Whip It,Devo,1
Whip It On Me,Jessie Hill,9
Whip My Hair,WILLOW,1
Whipped,Jon Secada,6
Whipped Cream,Herb Alpert's Tijuana Brass,6
Whirly Girl,Oxo,2
Whiskey,Jana Kramer,9
Whiskey And Rain,Michael Ray,6
Whiskey Girl,Toby Keith,3
Whiskey Glasses,Morgan Wallen,1
Whiskey In My Water,Tyler Farr,5
Whiskey Lullaby,Brad Paisley Featuring Alison Krauss,4
Whiskey'd My Way,Morgan Wallen,8
Whisper,Chase Rice,9
Whisper In The Dark,Dionne Warwick,7
Whisper To A Scream (Birds Fly),Icicle Works,3
Whispering,Nino Tempo & April Stevens,1
Whispering/Cherchez La Femme/Se Si Bon,Dr. Buzzard's Original Savannah Band,2
Whispers,Corina,5
Whispers (Gettin' Louder),Jackie Wilson,1
Whispers In The Dark,Mumford & Sons,8
Whistle,Flo Rida,0
Whistle While You Twurk,Ying Yang Twins,7
White & Nerdy,Weird Al Yankovic,0
White Bird,David Laflamme,8
"White Bucks And Saddle Shoes,Bobby Pedrick", Jr.,7
White Christmas,Bing Crosby,1
White Christmas,The Drifters Featuring Clyde McPhatter And Bill Pinkney,8
White Flag,Dido,1
White Horse,Taylor Swift,1
White Horse,Laid Back,2
White Hot,Red Rider,4
White Houses,Vanessa Carlton,8
White Houses,Eric Burdon & The Animals,6
White Iverson,Post Malone,1
White Liar,Miranda Lambert,3
White Lies,Grin,7
"White Lies, Blue Eyes",Bullet,2
White Lightning,George Jones,7
White Men Can't Jump,Riff,8
White On White,Danny Williams,0
White Rabbit,Jefferson Airplane,0
White Room,Cream,0
"White Sand,Migos Featuring Travis Scott", Ty Dolla $ign & Big Sean,6
White Silver Sands,Bill Black's Combo,0
White Tee's,Dem Franchize Boyz,7
White Teeth,YoungBoy Never Broke Again,7
White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,1
White Wedding,Billy Idol,3
"Whiter Shade Of Pale,Hagar, Schon, Aaronson", Shrieve,9
Whiter Shade Of Pale,R.B. Greaves,8
Who Am I,Beenie Man,3
Who Am I,Petula Clark,2
Who Are They To Say,The DeCastro Sisters,9
Who Are You,The Who,1
Who Are You,B.B. King,7
Who Are You When I'm Not Looking,Blake Shelton,4
Who Booty,Jonn Hart Featuring IamSU!,6
Who Can I Count On,Patsy Cline,9
Who Can I Run To,Xscape,0
Who Can I Turn To,Dionne Warwick,6
Who Can I Turn To (When Nobody Needs Me),Tony Bennett,3
Who Can It Be Now?,Men At Work,0
Who Cares,Fats Domino,6
Who Cares,Don Gibson,4
Who Dat,J. Cole,9
Who Dat,JT Money Featuring Sole,0
"Who Dat Boy,Tyler", The Creator,8
Who Dat Girl,Flo Rida Featuring Akon,2
Who Did You Think I Was,John Mayer Trio,9
Who Do U Love,Deborah Cox,1
Who Do Ya Love,KC And The Sunshine Band,6
Who Do You Give Your Love To?,Michael Morales,1
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,5
Who Do You Love,Quicksilver Messenger Service,9
Who Do You Love,The Sapphires,2
Who Do You Love,The Woolies,9
Who Do You Love?,YG Featuring Drake,5
Who Do You Think You Are,Bo Donaldson And The Heywoods,1
Who Do You Think You Are,The Shindogs,9
Who Do You Think You're Foolin',Donna Summer,3
Who Else But You,Frankie Avalon,8
Who Found Who,Jellybean Featuring Elisa Fiorillo,1
Who Gets The Guy,Dionne Warwick,5
Who Gon Stop Me,Jay Z Kanye West,4
Who Got The Props,Black Moon,8
Who I Am,Danielle Bradbery,7
Who I Am,Nick Jonas & The Administration,7
Who I Am,Jessica Andrews,2
Who I Am Hates Who I've Been,Relient K,5
Who I Am With You,Chris Young,4
Who I Want,Lil Baby & Lil Durk,4
Who Is Gonna Love Me?,Dionne Warwick,3
Who Is He And What Is He To You,Creative Source,6
Who Is It,Michael Jackson,1
Who Is She 2 U,Brandy,8
Who Knew,P!nk,0
Who Let The Dogs Out,Baha Men,3
Who Listens To The Radio,The Sports,4
Who Loves You,The 4 Seasons,0
Who Loves You Better - Part 1,The Isley Brothers,4
Who Needs Love,Trippie Redd,5
Who Needs Pictures,Brad Paisley,6
Who Needs Ya,Steppenwolf,5
"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann,0
Who Said,Hannah Montana,8
Who Said I Would,Phil Collins,7
Who Says,Selena Gomez & The Scene,2
Who Says,John Mayer,1
Who Says,Device,7
Who Says You Can't Go Home,Bon Jovi,2
Who Shot J.R.?,Gary Burbank With Band McNally,6
Who Shot Sam,George Jones,9
Who Stole The Keeshka?,The Matys Bros.,5
Who The F*** Is That?,Dolla Featuring T-Pain & Tay Dizm,8
"Who Want Smoke??,Nardo Wick Featuring G Herbo", Lil Durk & 21 Savage,1
Who Was It?,Hurricane Smith,4
Who We Be,DMX,5
Who Wears These Shoes?,Elton John,1
Who Were You Thinkin' Of,The Doolittle Band,4
Who Will Answer?,Ed Ames,1
Who Will Save Your Soul,Jewel,1
Who Will The Next Fool Be,Bobby Bland,7
Who Will You Run To,Heart,0
Who Wouldn't Wanna Be Me,Keith Urban,2
Who You Are,Pearl Jam,3
Who You Love,John Mayer Featuring Katy Perry,4
Who You'd Be Today,Kenny Chesney,3
Who'd She Coo?,Ohio Players,1
Who'll Be The Fool Tonight,Larsen-Feiten Band,2
Who'll Be The Next In Line,The Kinks,3
Who's Afraid Of Virginia Woolf? (Part I),Jimmy Smith,7
Who's Been Sleeping In My Bed?,Linda Scott,9
Who's Behind The Door?,Zebra,6
Who's Cheating Who?,Little Milton,4
Who's Crying Now,Journey,0
Who's Gonna Ride Your Wild Horses,U2,3
Who's Gonna Take The Blame,Smokey Robinson & The Miracles,4
Who's Got Your Love,Nyasia,9
Who's Holding Donna Now,Debarge,0
Who's In The Strawberry Patch With Sally,Tony Orlando & Dawn,2
Who's In Your Head,Jonas Brothers,9
Who's Lovin' You,Brenda & The Tabulations,6
Who's Making Love,Blues Brothers,3
Who's Making Love,Johnnie Taylor,0
Who's Making Love,Young-Holt Unlimited,5
Who's Sorry Now,Marie Osmond,3
Who's That Chick?,David Guetta Featuring Rihanna,5
Who's That Girl,Eurythmics,2
Who's That Girl,Madonna,0
Who's That Girl?,Eve,4
Who's That Knocking,The Genies,7
Who's Your Baby?,The Archies,3
Who's Your Daddy?,Toby Keith,2
Who's Zoomin' Who,Aretha Franklin,0
Who? What!,Travis Scott,4
Whoa Now,B Rich,9
Whoa!,Black Rob,4
Whodunit,Tavares,2
"Whoever Finds This, I Love You",Mac Davis,5
Whole Lot Of Shakin' Going On,Conway Twitty,5
Whole Lot Of Shakin' In My Heart (Since I Met You),The Miracles,4
Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,3
Whole Lotta Love,The Wonder Band,8
Whole Lotta Love,King Curtis & The Kingpins,6
Whole Lotta Love,C.C.S.,5
Whole Lotta Love,Led Zeppelin,0
Whole Lotta Loving,Fats Domino,0
Whole Lotta Money,BIA Featuring Nicki Minaj,1
Whole Lotta Shakin' Goin' On,Chubby Checker,4
Whole Lotta Woman,Arthur Conley,7
Wholesale Love,Buddy Miles,7
Wholy Holy,Aretha Franklin With James Cleveland & The Southern California Community Choir,8
Whoomp! (There It Is),Tag Team,0
"Whoomp! (There It Went),Tag Team, Mickey, Minnie", And Goofy,9
Whoopty,CJ,0
"Whoot, There It Is",95 South,1
Whose Heart Are You Breaking Tonight,Connie Francis,4
Whutcha Want?,Nine,4
Why,Michelle Chamuel,9
Why,Annie Lennox,3
Why,Jason Aldean,4
Why,Carly Simon,7
Why,The Beatles With Tony Sheridan,8
Why,Frankie Avalon,0
Why (Am I Treated So Bad),The Sweet Inspirations,5
Why (Am I Treated So Bad),Bobby Powell,9
Why (Doncha Be My Girl),The Chartbusters,9
Why Can't I Be You?,The Cure,5
Why Can't I Have You,The Cars,3
Why Can't I?,Liz Phair,3
Why Can't This Be Love,Van Halen,0
Why Can't This Night Go On Forever,Journey,5
Why Can't We Be Friends?,War,0
Why Can't We Be Lovers,Holland-Dozier,5
Why Can't We Live Together,Timmy Thomas,0
Why Can't You Bring Me Home,Jay & The Americans,6
Why Can't You Come Home,Ex-Girlfriend,7
Why Did I Choose You,Barbra Streisand,7
Why Did You Leave Me?,Vince Edwards,6
Why Do Fools Fall In Love,Diana Ross,0
Why Do Fools Fall In Love,The Happenings,4
