song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Red High Heels,Kellie Pickler,6,7dFSHwa7BNZvWlOuYsvFpy,53,0.626,0.842,5,-3.74,1,0.0337,0.13,0.0,0.0734,0.54,115.72,222853,4
Red Hot,Herb Alpert,7,58IjwyQSJWSKkqHATwDV3a,35,0.759,0.764,7,-12.135,1,0.0532,0.0909,0.836,0.113,0.65,109.352,286105,4
Red Hot,Robert Gordon With Link Wray,8,2V4OJKEVSrkmdKK33XZ87U,31,0.474,0.884,0,-8.608,1,0.0405,0.437,0.00046,0.338,0.959,189.534,141000,4
Red Hot,Sam The Sham and the Pharaohs,8,0u7r7foHL8jHueIRPWWaJW,17,0.547,0.592,0,-10.788,1,0.0359,0.563,0.0111,0.145,0.969,161.483,137987,3
Red Light,David Nail,5,66EhdSD4MPXk5ZXljDJWI6,50,0.387,0.804,9,-2.601,1,0.0372,0.0917,1.98e-05,0.171,0.428,163.853,246333,3
Red Light,Linda Clifford,4,44LZ8tzYJ8RiWvqAwibyO0,29,0.889,0.645,8,-10.856,1,0.0464,0.03,0.102,0.0483,0.933,119.79,370867,4
Red Light Green Light,DaBaby,4,1YDebgap5OFwXEBG18NJvy,67,0.933,0.656,2,-5.85,1,0.322,0.129,0.0,0.161,0.934,119.987,159083,4
Red Light Special,TLC,0,6dW75XbJ1WAMljOXWjTK46,55,0.52,0.449,5,-8.957,0,0.0331,0.205,0.000687,0.191,0.364,189.243,303960,3
Red Lights,Tiesto,5,5L2l7mI8J1USMzhsmdjat9,66,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13e-06,0.121,0.548,124.989,262200,4
Red Nation,Game Featuring Lil Wayne,6,2sYUGgzQfHQ6lOWzbrny8Z,63,0.405,0.889,2,-3.303,1,0.317,0.0922,0.0,0.446,0.338,82.918,229480,4
Red Nose,Sage The Gemini,5,1KIQ0RscHwxXPJUvhuO5Bl,63,0.681,0.473,11,-5.733,0,0.449,0.414,0.0,0.0794,0.766,194.826,193200,4
Red Opps,21 Savage,7,3cqZH3cqvfbV8wVbvHyPbG,64,0.703,0.709,9,-6.452,1,0.402,0.00908,0.0,0.127,0.569,140.998,163340,4
Red Pepper I,Roosevelt Fountain And Pens Of Rhythm,7,02aik4tdY4oRoWVKxvMUjP,36,0.749,0.462,2,-11.011,1,0.0449,0.741,0.799,0.0833,0.542,82.019,174581,4
Red Rag Top,Tim McGraw,3,0zpq24yiqGUY3kPcaEnU1o,0,0.484,0.463,7,-11.98,1,0.0279,0.0677,0.598,0.246,0.247,77.009,244051,4
Red Red Wine,UB40,0,4uOKFydzAejjSFqYbv1XPt,73,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,183733,4
Red Red Wine,Vic Dana,7,42jUTlnF86c7I1rU64qCai,15,0.41,0.5,9,-10.876,1,0.026,0.397,0.0165,0.169,0.506,82.784,191160,4
Red Red Wine,Neil Diamond,6,7I8l8u3PTg5VFCIN0DQF2o,43,0.539,0.413,9,-6.699,1,0.0244,0.516,0.0,0.124,0.368,88.372,159480,4
Red River Rock,Johnny And The Hurricanes,0,643QHUvRNchbEDfcDvMILB,41,0.339,0.935,11,-4.802,1,0.103,0.662,0.000749,0.182,0.783,151.348,138240,4
