song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Tell It Like It Is,Heart,0,2F1tiSvwwzEpMyEEfVGyaA,31,0.306,0.422,0,-13.578,1,0.0345,0.0387,1.1e-06,0.0809,0.671,201.042,269707,3
Tell It Like It Is,Aaron Neville,0,66BjgQodHebiX5QGpBAjyQ,58,0.542,0.461,2,-7.071,0,0.0286,0.465,0.0,0.177,0.629,94.214,164560,3
Tell It Like It Is,Andy Williams,7,7MYHtpI1ebzt1lkAxgNDEZ,0,0.522,0.44,6,-13.258,0,0.035,0.434,0.0,0.218,0.295,97.475,159760,3
"Tell It On The Mountain,Peter", Paul & Mary,3,3hqsBLMAqJqrhr434Z7WlA,56,0.507,0.088,9,-23.309,1,0.0343,0.51,0.0,0.0984,0.398,144.226,206867,4
Tell It To My Heart(Dub),Taylor Dayne,0,28fHjGEDS9P4uLah3tN77i,21,0.701,0.987,1,-6.718,1,0.0757,0.00706,0.0559,0.33,0.935,119.104,346813,4
Tell It To The Rain,The 4 Seasons Featuring the Sound of Frankie Valli,0,7K09lHx812oLYFMHSVEbp0,29,0.53,0.537,0,-11.831,1,0.0485,0.556,0.0,0.102,0.66,137.363,156933,4
Tell Laura I Love Her,Ray Peterson,0,7DKNcWFgJiy4CZ377CZc1f,46,0.508,0.475,10,-8.436,1,0.032,0.758,0.0,0.132,0.235,102.38,177547,4
Tell Mama,Etta James,2,6eFgjBTF91pOZTQ8t7xBHv,53,0.676,0.784,5,-6.599,1,0.0334,0.212,0.00288,0.258,0.937,119.812,144000,4
Tell Mama,Savoy Brown,8,53g0wWZkXPiQPjqVuZ5TFS,38,0.527,0.687,2,-9.764,1,0.0541,0.0341,0.000633,0.07,0.672,133.465,323733,4
Tell Me,Diddy Featuring Christina Aguilera,4,74gvniLF1iKuAuDZiH6Enh,0,0.757,0.831,8,-8.562,0,0.113,0.00385,0.724,0.0997,0.59,99.003,250413,4
Tell Me,Groove Theory,0,2lp8xjq0WTm3HZKHuDEweg,65,0.8,0.362,6,-10.849,0,0.0634,0.035,3.99e-06,0.0667,0.888,93.059,236067,4
Tell Me,Bobby Valentino,5,6kLZ1DzSxBkNVvdQm6CX0N,56,0.652,0.798,4,-5.303,0,0.0512,0.44,0.00233,0.298,0.531,95.038,260067,4
Tell Me,White Lion,5,4g2TNvnLKj3UPeuoJEZ1gM,39,0.481,0.73,11,-9.863,0,0.0416,0.0128,6.6e-05,0.624,0.647,140.102,268973,4
Tell Me,Dick and DeeDee,2,7BlWK6ZJN4oYqlUKZBz4q0,26,0.44,0.408,7,-9.774,1,0.0271,0.729,2.48e-06,0.0881,0.479,102.095,135907,3
Tell Me 'Bout It,Joss Stone,8,7GmELLCacoDxgw74xfeUE4,44,0.864,0.927,10,-4.285,0,0.11,0.00333,6.93e-05,0.821,0.686,109.303,169187,4
Tell Me (I'll Be Around),Shades,4,01IzDVgpzSupNyXvs2sZrI,1,0.616,0.356,3,-14.119,1,0.219,0.744,2.93e-05,0.136,0.357,122.272,174677,4
Tell Me (What's Goin' On),Smilez & Southstar,2,7cKKQIQt7no6VkHmcSwguE,3,0.7,0.796,6,-10.411,0,0.0311,0.0544,0.00593,0.424,0.669,88.102,283098,4
Tell Me (You're Coming Back),The Rolling Stones,2,5n4jYHakT92Ia0005tNYPn,0,0.673,0.78,11,-4.702,1,0.0363,0.00588,0.42,0.153,0.323,122.04,236756,4
Tell Me A Lie,Sami Jo,2,5V7LXmfS1D0uQPpHd5Yw5U,20,0.496,0.275,10,-14.63,1,0.0379,0.813,3.38e-05,0.481,0.618,72.76,202762,4
Tell Me Baby,Red Hot Chili Peppers,4,0itNMuBHye9fu392b4e9oa,66,0.695,0.993,0,-3.114,1,0.0612,0.00177,0.00246,0.0814,0.281,107.951,247667,4
Tell Me Baby,Garnet Mimms,6,4U3NxdMXeHIGph2gjDyQqK,35,0.627,0.62,10,-11.207,0,0.201,0.197,0.0,0.228,0.678,98.164,164040,4
Tell Me I'm Not Dreaming,Robert Palmer,5,6dTRI60A0KGIH53ski2Waj,10,0.577,0.703,5,-10.975,1,0.0498,0.286,8.98e-05,0.122,0.783,115.003,227200,4
Tell Me If You Still Care,The S.O.S. Band,6,1xh5jg54ropY4YZAvut9OQ,37,0.691,0.441,1,-10.307,1,0.0409,0.426,0.000153,0.113,0.435,81.0,298610,4
Tell Me It's Real,K-Ci & JoJo,0,3fQtdmVB0cAe4Hs9e5bVQb,56,0.696,0.521,3,-6.635,1,0.0343,0.189,0.0,0.117,0.552,134.28,278600,4
Tell Me Mamma,Christine Quaite,8,3sFn8q2wtYAAg4fLd1GG2x,3,0.264,0.242,3,-12.679,0,0.0338,0.919,1.65e-06,0.141,0.362,142.861,159658,4
Tell Me Something,Indecent Obsession,3,34rPKLA2XVnaIYL3DYGrZH,12,0.599,0.916,3,-10.978,1,0.0413,0.0456,0.0556,0.107,0.9,120.696,260333,4
Tell Me Something Bad About Tulsa,George Strait,6,24G9unJcgg98i678VyoXXI,24,0.6,0.423,2,-8.193,1,0.0264,0.579,0.00213,0.121,0.278,129.581,196973,4
Tell Me Something Good,Glee Cast,8,55ZZ2ruj3bJNgQVSTB3MTE,29,0.693,0.759,9,-4.544,1,0.0566,0.364,0.0,0.207,0.881,81.031,194867,4
Tell Me Something Good,Rufus Featuring Chaka Khan,0,1OO2Fp9PsnaayiekeXuGJX,54,0.657,0.546,1,-9.738,1,0.269,0.616,0.0,0.226,0.757,73.131,278000,4
Tell Me Something I Don't Know,Selena Gomez,5,1UXBbmjIrxjckrbv5EfSVT,59,0.611,0.936,7,-3.697,0,0.11,0.0309,0.0,0.12,0.697,144.901,201427,4
"Tell Me That I'm Wrong,Blood", Sweat & Tears,8,5CHRBQcPsSmPRAqfMy4pAL,7,0.522,0.799,5,-9.656,1,0.116,0.0437,2.75e-06,0.375,0.444,129.376,148147,4
Tell Me That You Love Me,Fats Domino,5,5qliF3aPblospVoSMI1o1U,5,0.455,0.815,10,-9.296,1,0.0461,0.244,0.0,0.0582,0.971,97.872,123600,4
Tell Me The Truth,Nancy Wilson,7,4vwWoQ2CtxgVTjQqmtsSSW,6,0.336,0.0531,1,-22.339,1,0.0632,0.951,0.0146,0.186,0.24,182.472,153800,3
Tell Me This Is A Dream,The Delfonics,8,5iJ3TFsnziFusTvu8hM9pL,35,0.51,0.376,2,-13.739,1,0.0322,0.696,2.26e-06,0.116,0.541,133.438,213413,4
Tell Me To My Face,Keith,3,4yt90IbMhzW8ed7pV90rJ8,3,0.363,0.593,7,-8.661,1,0.0376,0.0637,0.0,0.146,0.839,203.772,172880,4
Tell Me Tomorrow - Part I,Smokey Robinson,3,2gliw3L0oa4w8LqaHploje,61,0.498,0.63,6,-5.808,0,0.0276,0.416,0.0,0.238,0.822,169.115,352920,4
Tell Me U Luv Me,Juice WRLD & Trippie Redd,3,5JAYDuLRkODlVt6dgoalKk,67,0.66,0.76,2,-5.726,1,0.0787,0.291,0.0,0.632,0.394,127.984,180129,4
Tell Me What You Dream,Restless Heart Featuring Warren Hill,4,4cJ0W1lbIX9kKdTolml12O,29,0.666,0.464,0,-10.131,0,0.0257,0.117,0.00182,0.328,0.439,94.151,284173,4
Tell Me What You Want Me To Do,Tevin Campbell,0,0IhHkW1fnUSMEcLSHmKhrJ,49,0.609,0.551,6,-7.93,1,0.0291,0.0233,0.0,0.234,0.512,127.956,256040,4
Tell Me What's It Gonna Be,Brian McKnight Featuring Jermaine Dupri,9,0TZAlVhwelJjKxlYIVUwv9,33,0.635,0.445,11,-8.06,1,0.0273,0.453,1.8e-06,0.168,0.378,134.049,197867,4
Tell Me When,The Human League,3,3Rmj5bpH6nSI9pNEWP3wBQ,35,0.688,0.888,8,-5.841,1,0.0305,0.00582,9.23e-05,0.0565,0.728,120.021,291027,4
Tell Me When To Go,E-40 Featuring Keak Da Sneak,3,7eJ5kRpMNPAk7ccCDKywjH,56,0.857,0.751,1,-7.086,1,0.323,0.00642,0.000257,0.104,0.293,106.888,237667,4
Tell Me Where It Hurts,Kathy Troccoli,8,5mToyWoRfFU64nKZIpYrGO,45,0.652,0.603,7,-6.903,1,0.0247,0.293,0.0,0.0816,0.353,90.997,240240,4
Tell Me Why,Wynonna,7,3Vfj2JGXayXgc0c9J4gJ8m,52,0.621,0.802,3,-6.717,1,0.0315,0.00746,0.00279,0.0677,0.81,141.612,230640,4
Tell Me Why,Expose,0,0LuJHeLpbTw1dcXVYgBPyS,16,0.648,0.894,11,-8.889,0,0.0679,0.154,0.0,0.151,0.847,99.334,267027,4
Tell Me Why,Matthews' Southern Comfort,9,52tOzMAWa1MwjJtOQ8ZiwK,26,0.492,0.235,5,-17.572,1,0.0328,0.715,0.0,0.189,0.431,84.079,125307,4
Tell Me Why,Bobby Vinton,1,1rkF1Cy7NlV8D8Uaa1AmeO,24,0.251,0.364,5,-10.011,1,0.0323,0.809,0.0,0.362,0.423,79.838,156667,4
Tell Me Why,Elvis Presley With The Jordanaires,3,0J2BwhULmcrOkRmQxcZQWN,25,0.378,0.101,0,-13.165,1,0.0355,0.91,3.6e-05,0.18,0.374,76.96,127373,4
Tell Me Why,The Belmonts,1,7mogqg1O2pjRnQ85E5phHt,31,0.341,0.572,5,-8.604,1,0.0359,0.762,2.38e-05,0.417,0.761,80.339,164141,4
Tell Me You Love Me,Demi Lovato,5,21RCuMVSlblTmyYm2DnPCR,62,0.54,0.599,6,-5.465,1,0.0452,0.0257,0.0,0.147,0.243,82.029,236987,4
"Tell Someone You Love Them,Dino", Desi & Billy,9,6jIitOrI9c5LsHLHUTQhaY,17,0.656,0.487,0,-10.163,1,0.0309,0.406,0.000452,0.208,0.962,128.105,135253,4
Tell That Girl To Shut Up,Transvision Vamp,8,1ah2bSMILKdJf16rBKKibI,30,0.55,0.679,7,-10.491,1,0.0411,0.00308,1.17e-05,0.0333,0.853,145.882,185200,4
Tell The Truth,Jude Cole,5,62LY77Mh0BH0TDQSNBkxt4,22,0.532,0.609,10,-9.312,1,0.0268,0.145,1.49e-06,0.059,0.426,79.877,327267,4
Tell The Vision,Pop Smoke Featuring Kanye West & Pusha T,4,2UwALqx6yOsXTFt7zRxnts,63,0.662,0.686,7,-8.302,1,0.332,0.251,5.59e-06,0.349,0.678,143.971,215000,4
Tell The Vision,Kanye West,8,4OfnDoi5VOPsXtwnofq6aL,49,0.714,0.417,2,-11.085,0,0.0426,0.209,0.0,0.105,0.213,144.064,104219,3
