song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Crazy Love,Helen Reddy,5,5cmLnVrBnYoFBJlCWv9VH1,20,0.644,0.348,2,-11.165,1,0.0361,0.833,0.0,0.0837,0.56,74.652,195520,4
Crazy Mama,J.J. Cale,2,7FgjfoVQ6Wn1Nm53N5Upn8,57,0.828,0.0786,11,-19.45,1,0.0418,0.7,0.213,0.0769,0.485,96.178,142867,4
Crazy On You,Heart,3,5zH710lFSLtkHbMkslLDjR,66,0.427,0.459,9,-12.442,0,0.0332,0.116,0.000103,0.132,0.383,129.878,293440,4
Crazy Story 2.0,King Von Featuring Lil Durk,8,23TwR29GSeJBfXnXhmDlwR,75,0.729,0.73,11,-5.14,0,0.261,0.00165,4.33e-05,0.118,0.41,156.953,191399,4
Crazy Talk,Chilliwack,9,5NtMsOdQ8hcIdAwDON50kR,21,0.855,0.429,9,-7.479,0,0.0327,0.372,0.000279,0.0829,0.93,102.929,187200,4
Crazy Town,Jason Aldean,5,5eH1ktZDHgegpkYJOY7tme,54,0.43,0.841,6,-2.99,1,0.037,0.13,0.0,0.0517,0.489,180.977,183440,4
Crazy World,Big Trouble,7,06IgljQDwPRuZmkQgcO0jU,0,0.667,0.815,2,-6.706,1,0.0609,0.102,6.19e-05,0.078,0.674,105.391,220467,4
Cream,Prince And The N.P.G.,0,4QnjK45IBBZRVRWTEeZ3T8,47,0.861,0.604,5,-8.44,0,0.0719,0.0974,0.366,0.0467,0.853,115.589,253067,4
Creature,Pop Smoke Featuring Swae Lee,5,3eV2WT9YhfzkxbufnBF8wK,60,0.794,0.717,7,-5.73,1,0.251,0.0511,0.0,0.195,0.372,141.881,202816,4
Creep,TLC,0,1aWV3uY3SIEZVbmv45oFWS,67,0.811,0.458,5,-9.688,0,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94,268533,4
Creep,Radiohead,3,70LcF31zb1H0PyJoS1Sx1r,85,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,238640,4
Creepin',Eric Church,5,2krJlC7MXXpOdPipgc0TaS,54,0.464,0.889,5,-5.042,1,0.0497,0.0389,0.0272,0.31,0.539,87.858,232720,4
Creeque Alley,The Mamas & The Papas,0,2pfEVSZdq5McocgAYWhgLu,51,0.615,0.754,4,-6.104,1,0.0379,0.721,0.0,0.077,0.786,145.299,228680,4
Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,4,15EPc80XuFrb2LmOzGjuRg,76,0.728,0.607,1,-8.417,0,0.132,0.133,0.0,0.0864,0.445,129.938,176702,4
Crew Love,Drake Featuring The Weeknd,7,0V4l4GQhgnWQGtCWpvA7va,71,0.418,0.546,0,-9.057,0,0.238,0.227,0.0,0.229,0.294,160.152,208813,4
Cried Like A Baby,Bobby Sherman,1,2s3AAZ3nRXseiqy3udyHbF,11,0.432,0.551,1,-9.839,1,0.0474,0.666,0.000193,0.56,0.683,153.793,196673,4
Criminal,Britney Spears,5,6T689Jvh5KrSXyaPtUWZtQ,71,0.696,0.734,7,-5.294,1,0.0298,0.0485,0.0,0.183,0.711,107.987,225080,4
Criminal,Natti Natasha x Ozuna,9,08Zs7WozVFhEKiD7yrHwYq,7,0.74,0.779,2,-7.824,0,0.112,0.0126,0.912,0.0718,0.412,159.992,231375,4
Criminal,Fiona Apple,2,6PNvv1dmDbOWrAYwEcuKBX,62,0.595,0.804,7,-7.911,0,0.0326,0.0129,1.97e-05,0.299,0.586,89.846,341533,4
Crimson And Clover,SF Spanish Fly,8,1gkbpFBjsBKnHEFbrwzkjf,23,0.744,0.56,10,-10.408,0,0.0383,0.00265,0.333,0.0817,0.457,95.005,258960,4
Crimson And Clover,Joan Jett & the Blackhearts,0,4do0Z0rHdFUV3RSMxMQsdq,56,0.181,0.772,0,-5.201,1,0.0385,0.0601,0.00045,0.072,0.607,166.741,197493,4
Crimson And Clover,Tommy James And The Shondells,0,1qTfHUVPsZTnrmvwQrAQdW,57,0.405,0.592,11,-12.309,1,0.0698,0.262,0.021,0.166,0.659,82.736,208667,4
Criticize,Alexander O'Neal,6,18ZRmY7kNZQQHpopsSVxwJ,52,0.659,0.759,11,-12.455,0,0.0436,0.0792,1.09e-06,0.0564,0.74,116.943,247400,4
Crocodile Rock,Elton John,0,6WCeFNVAXUtNczb7lqLiZU,72,0.621,0.8,4,-7.284,0,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91,235440,4
Crocodile Teeth,Nicki Minaj & Skillibeng,9,2nxy7TbWDWOBm2bseZJX2A,51,0.635,0.634,1,-8.91,0,0.356,0.195,0.000107,0.198,0.224,107.008,217883,4
Crooked Smile,J. Cole Featuring TLC,2,5gFoAVTN9YlM9uJCrFZtgl,70,0.606,0.784,7,-6.293,1,0.268,0.435,0.0,0.689,0.48,80.985,278573,4
Cross Fire!,The Orlons,1,6lm13mBDuaClSuzT8YOEd5,0,0.5,0.735,8,-9.537,0,0.0467,0.427,0.000857,0.359,0.786,173.694,174840,4
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,2,4wuCQX7JvAZLlrcmH4AeZF,60,0.746,0.787,4,-6.373,1,0.12,0.212,0.0,0.0669,0.607,95.005,206187,4
Cross My Heart,Lee Ritenour,6,6AVRRcLF9kJ57rwO5cCRE3,32,0.855,0.438,11,-12.563,0,0.0359,0.0231,0.000362,0.0537,0.944,120.406,226640,4
Cross My Heart,Eighth Wonder,5,0rimgVBRzz20NDBZNlL0UR,29,0.681,0.892,4,-9.669,0,0.0407,0.0952,0.0348,0.119,0.922,117.805,210627,4
Cross My Heart,Billy Stewart,8,2tX1LD4EFEfk6rsJx5D8K4,41,0.506,0.606,2,-6.919,1,0.0263,0.475,0.000269,0.139,0.481,76.895,181067,4
Cross My Heart,Bobby Vee,9,50bub2xSIii5mka5owOPHH,0,0.597,0.466,0,-9.783,1,0.0419,0.683,0.0,0.234,0.734,141.563,134827,4
Cross Roads,YoungBoy Never Broke Again,7,16oNc3gAxjqO7ifVoEYqCR,55,0.714,0.722,0,-5.685,1,0.0538,0.0735,0.0,0.114,0.439,143.019,168046,4
Cross The Border,Philly's Most Wanted,9,26jvFY5r6AN5kuJmih4GpF,30,0.684,0.839,8,-2.59,1,0.26,0.294,1.11e-06,0.0813,0.786,91.136,255724,4
Crossfire,Johnny And The Hurricanes,2,2vtwtoBpOMHIP0cgj87cWx,22,0.577,0.879,0,-3.928,1,0.0367,0.792,0.894,0.082,0.267,112.57,151707,4
Crossfire Time,Dee Clark,9,57KuV33kfulB4wQOyYXEV6,1,0.591,0.849,0,-7.667,1,0.133,0.238,0.0,0.304,0.613,94.613,114267,4
Crossover,EPMD,4,5JKSty49E9iv1Tj6lfx68n,39,0.614,0.621,6,-10.43,0,0.362,0.0308,0.000316,0.145,0.643,202.813,228760,4
Crossroads,Tracy Chapman,8,4rxamav7i2lJexbuAxcvfe,57,0.787,0.255,0,-14.733,1,0.0399,0.777,0.00959,0.101,0.6,105.97,251493,4
Crossroads,Cream,2,6PUabSMXmPnZna361Wwmf7,57,0.391,0.756,7,-11.317,1,0.0648,0.413,0.0418,0.879,0.839,131.648,258467,4
