song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Salario Garantito Versione Strumentale,99 Posse,10,16QPPDf7V1aFI8lCEgykfW,2,0.721,0.546,10,-14.461,0,0.09,3.26e-05,0.861,0.0787,0.83,82.876,369267,4
SpritlAYten,Ronny Eriksson,10,6pHbXxaR3JJIYxsDnfpVPB,33,0.458,0.355,4,-12.119,1,0.0355,0.283,0.453,0.982,0.148,113.196,366467,4
Soliloquy 2001 Digital Remaster,Gordon MacRae,10,1TYqEXqDoSrugR0HOa0Ky2,33,0.536,0.317,5,-12.011,0,0.267,0.748,3.21e-06,0.184,0.4,160.004,255000,4
Oprah Album Version,Kathleen Madigan,10,5mLANJJGRMBKsdZWUfn6UC,21,0.592,0.806,9,-4.8,1,0.876,0.848,0.0,0.505,0.529,85.642,392425,4
Someday,Mariah Carey,10,6TSM5vkz0WzyZsNAKKYDcw,49,0.684,0.818,1,-8.686,0,0.0405,0.207,2.19e-06,0.0251,0.937,109.864,246107,4
Baby I Need Your Loving,Delroy Wilson,10,5kfXjUcCA3GIDhsiMfQ3hS,11,0.72,0.535,0,-9.771,1,0.23,0.576,0.0291,0.247,0.749,134.338,149013,4
The Moon Was Yellow,Russ Morgan,10,5Ocg4rXISYTpgYuE8zf9k4,4,0.386,0.198,0,-14.156,1,0.0448,0.891,0.0,0.146,0.574,152.953,138840,3
Above The Rainbow,Flora Purim,10,2IZPvD5m6NYIc9OBlM0rMS,2,0.208,0.376,1,-15.034,1,0.037,0.656,0.00301,0.392,0.0874,121.113,208067,4
Grow Proper,I Wayne,10,5HeiuoWofRrWhTZSPwX5iL,15,0.735,0.7,4,-4.991,0,0.317,0.255,0.0,0.0699,0.737,168.897,244333,4
Ai Ji Mei Gui 1000 Da,Sandy Lam,10,5yIoL0La1bMBeI659ZHwcV,45,0.495,0.325,10,-10.939,0,0.0372,0.485,0.0,0.114,0.221,168.136,299827,4
Caroline LP Version,Billy Pilgrim,10,0sBLKpzyILT26EWW6Hb2zq,3,0.508,0.819,2,-7.927,1,0.0357,0.0323,3.34e-05,0.369,0.79,137.316,220267,4
Scrap,Tin Hat Trio,10,73SPzxeTTDuJXIaZBygW8s,9,0.529,0.475,7,-13.761,0,0.0788,0.985,0.9,0.125,0.562,109.099,44533,4
Streets On Fire,Vivian,10,3rN6yjpqmGnlMKQE9chiW9,0,0.427,0.888,3,-5.806,0,0.0642,2.5e-05,2.01e-06,0.104,0.472,162.983,191840,4
Girls All Pause,Kurupt,10,4Z7mzqSik40hPKbOeUHMIB,31,0.953,0.622,11,-7.76,1,0.25,0.0931,0.0,0.29,0.742,103.427,208000,4
Boar Hog Blues,Jazz Gillum,10,7utQUAGxDu8tTRFi9Mrc7j,0,0.79,0.316,9,-11.818,1,0.178,0.908,0.0866,0.0671,0.821,138.687,170945,4
All Through The Night Album,Bowen Robin Huw,10,2CIDqYfIYfl9vx02wIyCG9,60,0.573,0.65,8,-5.934,1,0.0257,0.201,1.58e-06,0.048,0.346,95.1,272840,4
I'm Just Raw prod Dan the Automator Main,Lyrics Born,10,2hhFpD32iXUd4GaCu6T4wn,72,0.823,0.731,3,-4.273,1,0.307,0.42,0.0,0.306,0.876,90.302,195693,4
Talk,Bert Kaempfert And His Orchestra,10,6LU5T9iC2BdPrC1LEU363r,10,0.614,0.259,8,-13.711,1,0.0291,0.756,0.919,0.111,0.55,102.548,162387,4
Beauty Queen 12 Spoon Club Mix,SNAP,10,5MsK2Q0gPnDR1qJOg0rgjY,4,0.876,0.609,0,-9.292,0,0.0513,0.0075,0.0368,0.133,0.404,130.318,404351,4
Spanish Grease,Nestor Torres,10,5T8UL3KqTRxCqGdYF1Mmrx,9,0.951,0.661,2,-5.363,0,0.0399,0.751,0.768,0.201,0.938,123.012,203853,4
Blood Children an Introduction Album Version,Atreyu,10,6RktIyBI0z4oEAiVVivmdJ,24,0.169,0.3,7,-20.297,0,0.0376,0.00988,0.529,0.263,0.136,88.761,74333,3
Hello How Ya Been Goodbye  LP Version,Guitar Slim,10,7GR3gB7oSniB1MqAZnGjnc,30,0.873,0.328,2,-11.153,0,0.0764,0.848,0.0,0.0713,0.687,117.037,163320,4
Why We Thugs edited version,Ice Cube,10,5880eYQmXx3c3oD22IljIt,68,0.683,0.59,1,-5.423,1,0.458,0.326,0.0,0.148,0.653,100.892,224107,4
Knuckle Up,Mykill Miers,10,5lKlX8XyX6wWeOhv3buqXx,0,0.631,0.782,4,-7.5,0,0.33,0.0182,0.0,0.694,0.483,79.203,252933,4
Punchdrunk,BAcla Fleck,10,7uqqqaDU0TjjEQDeZnbber,42,0.86,0.55,2,-5.269,0,0.0739,0.502,0.0,0.269,0.764,91.536,197810,4
Like A Hurricane,Eddy Raven,10,2pAe4UD1r1A9JXoZafJrqr,11,0.652,0.571,0,-11.834,1,0.0354,0.0388,2.84e-05,0.0616,0.669,79.352,215360,4
I Never Did No Hitler,2020,10,17y7KXMaHfV9V8q8BDZuz7,46,0.501,0.55,1,-6.552,1,0.404,0.0438,0.0,0.275,0.339,72.018,183314,3
Albinoni's Adagio In G Minor LP Version,The Doors,10,2AjyreHCD6PKAtRGV2qsK5,52,0.099,0.279,7,-12.939,0,0.0346,0.743,0.903,0.114,0.0464,89.755,266240,1
Isle of St Helena,Mary Black  General Humbert,10,1ptchP9XRNKgTTHiWCx0Qp,0,0.461,0.242,7,-8.438,1,0.0274,0.797,0.0,0.165,0.371,96.726,303933,4
Talk Like POP,Melt Banana,10,7dOif5d6lOa870K6YQIYbB,4,0.619,0.831,10,-3.808,1,0.58,0.253,0.956,0.148,0.528,91.917,51627,5
The First Noel,Carl Doy with NZSO,10,4pVxflK7JBEAzj4pEY8G8e,42,0.54,0.0753,0,-17.012,1,0.0398,0.941,0.0158,0.115,0.337,58.642,150694,3
