song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
As Good As I Once Was,Toby Keith,2,7G6l2FtQyRhQgYgut2I6i8,69,0.68,0.87,5,-4.461,1,0.0393,0.266,0.0,0.109,0.646,119.075,227840,4
As I Am,Justin Bieber Featuring Khalid,4,6F2r4HgpJnvKDmkN6JEN6J,66,0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928,174406,4
As I Lay Me Down,Sophie B. Hawkins,0,6S8ZXzeXsfCj8qi9179McI,56,0.519,0.737,10,-8.7,1,0.0437,0.645,1.77e-06,0.271,0.668,82.999,248893,4
As If,Sara Evans,6,5ZikjYD4kjkwYRhLO8azoD,31,0.568,0.861,4,-4.948,1,0.0482,0.000385,0.0209,0.165,0.532,118.933,210627,4
As If I Didn't Know,Adam Wade,0,1iuqzWFef54rHgXdTDr6Ei,0,0.653,0.208,4,-13.351,1,0.0298,0.485,0.0454,0.487,0.599,106.984,180800,4
As If We Never Said Goodbye,Glee Cast,7,7BmY7k9iiOp7tILNYKBv6A,30,0.332,0.269,3,-9.017,1,0.0346,0.557,1.85e-06,0.287,0.226,112.181,294107,3
As Long As He Takes Care Of Home,Candi Staton,5,27fNasCrjuT7ZpBrZOhSg4,18,0.798,0.583,9,-11.257,1,0.0481,0.28,0.000158,0.0641,0.964,118.157,201000,4
As Long As I Can Dream,Expose,5,2WukpFZIJd3HiF0Aos3eXE,26,0.426,0.547,2,-11.487,1,0.0344,0.404,0.0,0.279,0.489,139.174,290067,4
As Long As I Know He's Mine,The Marvelettes,4,0N76QYbwzg6WLNNjJiDhgX,9,0.423,0.771,6,-4.766,0,0.0734,0.662,0.00792,0.669,0.708,136.182,152320,4
As Long As It Matters,Gin Blossoms,7,4LR75dqM5Y1SUVzxxvnnt1,47,0.395,0.727,7,-7.58,1,0.0294,0.0157,0.000871,0.122,0.649,180.789,271840,4
As Long As She Needs Me,Sammy Davis Jr.,5,0wTfrDYntTLsYJ37t3UxkH,18,0.163,0.235,0,-9.006,1,0.0326,0.444,0.0,0.367,0.24,40.104,184227,4
As Long As You Follow,Fleetwood Mac,4,0TevBnk5pL8DEqKixmcgt9,56,0.6,0.646,5,-6.876,1,0.0228,0.237,0.0,0.466,0.501,102.728,258053,4
As Long As You Love Me,Justin Bieber Featuring Big Sean,0,0pwYLVXVknPSGUQb39cePC,68,0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,139.691,229467,4
As Long As You Love Me (Acoustic),Justin Bieber,9,1kN9UiyOSRVCrSc49ft0lp,53,0.549,0.307,11,-9.171,0,0.0351,0.776,0.0,0.0871,0.428,135.57,221693,4
As Long As You're There,Glee Cast,9,6MNjlV7s3Db9WqzfFlfN7e,37,0.359,0.601,2,-5.525,1,0.0335,0.233,0.0,0.127,0.263,161.618,256080,3
As She's Walking Away,Zac Brown Band Featuring Alan Jackson,3,53gRooLqPTfNPUHZvsWdP9,0,0.557,0.536,8,-10.543,1,0.0266,0.228,0.0382,0.138,0.327,92.003,222032,4
