song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
You Belong With Me,Taylor Swift,0,1qrpoAMXodY6895hGKoUpA,81,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,231124,4
You Belong With Me (Taylor's Version),Taylor Swift,7,1qrpoAMXodY6895hGKoUpA,81,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,231124,4
You Better Dance,The Jets,5,3tMYaJZblakeZZUoDVnHJC,5,0.785,0.871,7,-10.673,1,0.0788,0.113,0.0272,0.135,0.664,108.878,231067,4
You Better Get It,Joe Tex,4,2ITpt5mcvMOI7kIJPqUvbb,3,0.505,0.295,10,-12.414,1,0.0549,0.656,0.0,0.128,0.401,104.129,204533,4
You Better Go,Derek Martin,7,6YAxCn4juTWn5hWl2hzHGw,59,0.842,0.556,8,-6.793,1,0.442,0.159,0.0,0.204,0.306,118.836,196639,4
You Better Move,Lil Uzi Vert,3,6YAxCn4juTWn5hWl2hzHGw,59,0.842,0.556,8,-6.793,1,0.442,0.159,0.0,0.204,0.306,118.836,196639,4
You Better Know It,Jackie Wilson,3,6uwFpsws7Iz5eTJMU9JCfE,15,0.634,0.652,5,-8.684,1,0.216,0.557,0.0,0.257,0.899,80.031,124040,4
You Better Move On,Arthur Alexander,2,2nBtCbdNNZjKML7ELCN3M3,23,0.601,0.453,4,-7.243,1,0.0293,0.603,0.0,0.154,0.458,113.81,163060,4
You Better Run,Pat Benatar,4,5qwdIO55XtliaaSs9ccptC,43,0.605,0.621,9,-10.495,1,0.0532,0.102,0.000744,0.22,0.696,125.701,185027,4
You Better Run,The Young Rascals,1,6zqsyB7uIvWrL1iCJzpNrs,28,0.422,0.494,7,-7.786,0,0.0528,0.000942,7.01e-05,0.174,0.723,116.642,149702,4
You Better Sit Down Kids,Cher,0,09v2waPISsO1PZR36VEzpQ,13,0.593,0.458,3,-11.036,1,0.0954,0.645,0.0,0.32,0.449,114.751,225000,4
You Better Think Twice,Poco,7,0MIaG71FhxBnneednPI8H4,23,0.493,0.831,11,-11.252,1,0.0354,0.00275,0.00673,0.365,0.86,167.629,200240,4
You Better Wait,Steve Perry,2,004ZH9ISUSEwansKKbUdJs,31,0.348,0.924,7,-3.048,1,0.0945,0.236,0.0,0.102,0.0869,114.117,291800,4
You Better You Bet,The Who,1,58RWYT5MGo8e4Y3WAZHh9g,52,0.577,0.762,0,-8.552,1,0.0441,0.5,4.13e-05,0.0753,0.554,161.965,337067,4
You Bring Me Up,K-Ci & JoJo,2,6dubSkmTrXTLqm24ldMX5s,36,0.763,0.692,11,-3.934,0,0.156,0.0654,0.0,0.0863,0.752,90.894,263693,4
You Broke Me First.,Tate McRae,1,45bE4HXI0AwGZXfZtMp8JR,82,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,4
You Broke Up With Me,Walker Hayes,6,5jZF1nvKORdaHNjNNMRbFl,60,0.847,0.699,0,-8.286,1,0.0733,0.525,0.0,0.267,0.874,120.002,196667,4
You Brought The Joy,Freda Payne,5,5R84QoGVQuD4dP8Xyh0rtQ,13,0.814,0.452,11,-12.477,0,0.0305,0.0292,2.99e-05,0.0989,0.738,104.093,284627,4
You Brought The Woman Out Of Me,Hot,7,2HAVQXFt1BsniCv9r2Zzua,1,0.646,0.603,9,-9.089,0,0.0365,0.232,4.9e-06,0.578,0.898,125.573,200711,4
You Brought The Woman Out Of Me,Evie Sands,4,2ZWgfIzgvdmCSpCCPO7vcK,0,0.704,0.693,4,-7.006,0,0.0273,0.0977,0.0107,0.123,0.87,115.774,221733,4
You Came,Kim Wilde,4,5aPEQxOFtsUvXqrfVCokmx,1,0.671,0.964,4,-5.756,1,0.0564,0.169,0.00353,0.0551,0.761,119.027,273773,4
You Can,Madleen Kane,7,1YwjbuXJi7nTwnw4wI4wbU,38,0.508,0.674,9,-9.541,1,0.0281,0.11,0.00936,0.129,0.659,173.954,283371,4
