song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
To Know You Is To Love You,B.B. King,3,4c0Mgs559lG4sPiEC3XcxY,53,0.872,0.384,0,-16.204,1,0.0388,0.418,0.317,0.0687,0.938,102.597,515000,4
To Know You Is To Love You,Peter And Gordon,2,0s7JK7h4rlpAYG0pEJC9Ow,24,0.311,0.775,4,-6.273,1,0.0436,0.514,0.00108,0.306,0.427,96.158,157827,3
To Live And Die In L.A.,Wang Chung,4,484UGDCYPabFJ7JqhmU6RN,41,0.745,0.498,5,-12.887,0,0.0322,0.183,0.16,0.285,0.763,106.993,293693,4
To Love Somebody,Michael Bolton,1,4ye6YRG07XMpZZ9Y9tNTt6,61,0.367,0.353,11,-11.786,1,0.0288,0.335,0.0,0.1,0.282,74.103,247973,4
To Love Somebody,The Sweet Inspirations,7,2MuUExl0s8Vxsl6t8tZLr0,13,0.569,0.349,2,-11.128,1,0.0364,0.862,0.0,0.182,0.497,79.182,163653,4
To Love Somebody,Bee Gees,1,0mbS3VwRbO6HVBMPXnzOGA,69,0.423,0.384,9,-12.503,1,0.0315,0.729,4.11e-06,0.27,0.521,90.43,182000,4
To Make A Big Man Cry,Roy Head,9,2p1ixDAqMAdZaa40a2PdmW,2,0.306,0.341,5,-8.442,1,0.0262,0.0109,0.00478,0.0806,0.437,94.892,180840,4
To Make You Feel My Love,Billy Joel,4,5KWXmAzQ1trLwFn5IpyxjP,46,0.586,0.495,7,-8.34,1,0.0285,0.195,0.0,0.107,0.165,136.998,231200,4
To Share Your Love,Fantastic Four,6,5LME1QLKHnNtrIITsZBT9J,3,0.282,0.464,6,-7.406,1,0.0296,0.271,9e-06,0.0938,0.476,71.74,203760,4
To Show I Love You,Peter And Gordon,9,3UYALm8BNblDexrC4pDAb1,5,0.336,0.792,1,-7.568,0,0.0343,0.429,1.43e-05,0.076,0.904,200.522,146147,4
To Sir With Love,Glee Cast,7,6T5C1e56lt5bpLPGFszX0l,33,0.279,0.525,4,-6.667,1,0.0284,0.225,0.0,0.176,0.432,199.681,161560,4
To Sir With Love,Lulu,0,0gBFr7N2D1GfhkXIIepIGG,48,0.546,0.399,4,-9.378,1,0.027,0.361,3.18e-06,0.0995,0.301,97.142,166693,4
"To Sir, With Love",Herbie Mann,9,45lZpaTqQLYBAoaxwq3UJ1,0,0.492,0.468,9,-10.413,1,0.0318,0.419,0.309,0.401,0.671,111.184,153907,4
To Susan On The West Coast Waiting,Donovan,3,45wRJMOeQlQf8kxg2JwRqU,14,0.635,0.284,0,-14.167,1,0.0529,0.314,0.905,0.206,0.75,109.178,191373,4
