song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
King Of Pain,The Police,0,1V15l05snHYHYVxerjMFGo,61,0.518,0.725,2,-8.854,1,0.0338,0.389,0.000192,0.0671,0.646,124.151,299040,4
King Of Suede,Weird Al Yankovic,6,0uTSpsec5kXkNQQjzt6dIB,23,0.78,0.808,11,-10.056,0,0.0382,0.271,0.0,0.0958,0.569,128.505,255373,4
King Of The Dancehall,Beenie Man,7,2vACumvzzT2ZngO2p7i3Gu,53,0.81,0.829,5,-5.646,0,0.108,0.34,0.0,0.0539,0.851,104.695,217107,4
King Of The Hill,Rick Pinette & Oak,3,2gCegLDNZ2R7trvdKdf1cS,26,0.239,0.693,11,-6.812,1,0.0339,0.0408,0.00019,0.342,0.0946,130.348,215984,4
King Of The Road,Roger Miller,0,3XG7bMVcMWLIn2k9jLAaAt,62,0.67,0.272,11,-13.699,1,0.0704,0.717,0.0,0.178,0.613,117.996,147307,4
King Of The Whole Wide World,Elvis Presley With The Jordanaires,2,72rPPmZ6pLgdYyqwLVGiTH,30,0.581,0.466,4,-11.344,1,0.0496,0.648,0.0,0.256,0.933,167.345,129804,4
King Tut,Steve Martin And The Toot Uncommons,1,0MOwFENfV5Q94mUU3F4Nk5,33,0.67,0.698,9,-13.009,1,0.136,0.361,0.0,0.459,0.935,125.144,130253,4
King Without A Crown,Matisyahu,2,3NkIfsiFHnljGrlXSD2AJ3,56,0.697,0.859,5,-5.306,0,0.19,0.0349,0.0,0.0931,0.696,93.78,222387,4
King Wizard,Kid Cudi,9,4bFOo0IbTRXQBXNWEpGxXX,52,0.723,0.613,8,-7.502,1,0.0812,0.0385,0.0314,0.111,0.378,139.988,256240,4
"King's Dead,Jay Rock, Kendrick Lamar", Future & James Blake,2,7xKm8coICOpNPWDlkDrrXW,3,0.419,0.465,1,-10.897,1,0.136,0.0144,0.882,0.101,0.0395,165.108,213451,4
Kingdom Come,JAY-Z,9,03LlYPDjtLO3rBd1WaJ9aD,43,0.453,0.941,8,-3.393,0,0.329,0.0461,0.0,0.0961,0.677,173.699,263520,4
Kings & Queens,Ava Max,1,7a53HqqArd4b9NF4XAmlbI,81,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,162399,4
Kings And Queens,Thirty Seconds To Mars,8,4sjLcE0GQ6urc4iUXsUPe9,62,0.293,0.817,8,-5.432,1,0.0852,0.0401,3.4e-05,0.13,0.145,165.0,347667,4
Kings And Queens,Aerosmith,6,0HwXmm9QsRiCbyWnwMIwnZ,44,0.343,0.704,5,-6.057,0,0.0304,0.0453,0.00283,0.128,0.371,122.927,295638,4
Kings Never Die,Eminem Featuring Gwen Stefani,7,4uX7M3U4I1nsZ7SFM4XNCn,60,0.771,0.896,4,-5.289,0,0.129,0.0275,0.0,0.204,0.0593,112.505,296133,3
Kings Of The Party,Brownsville Station,3,5bEwvSEv3zzgV6Wb6cpVwu,17,0.509,0.694,2,-11.975,0,0.3,0.262,2.05e-05,0.0707,0.567,175.764,256093,4
