song,artist,class
Say You Love Me,Fleetwood Mac,1
Say You Love Me,The Impressions,5
Say You Really Want Me,Kim Wilde,4
Say You Will,Foreigner,0
Say You Won't Let Go,James Arthur,1
Say You'll Be Mine,Christopher Cross,1
Say You'll Be There,Spice Girls,0
Say You'll Stay,KAI,5
Say You'll Stay Until Tomorrow,Tom Jones,1
Say You're Wrong,Julian Lennon,2
"Say You, Say Me",Lionel Richie,0
"Say, Has Anybody Seen My Sweet Gypsy Rose",Dawn Featuring Tony Orlando,0
Say... If You Feel Alright,Crystal Waters,3
Sayin' Sorry (Don't Make It Right),Denise Lopez,3
Scandal,RCR,9
Scandalous,Mis-Teeq,3
Scar Tissue,Red Hot Chili Peppers,0
Scarborough Fair,Sergio Mendes & Brasil '66,1
Scarborough Fair (/Canticle),Simon & Garfunkel,1
Scared To Be Lonely,Martin Garrix & Dua Lipa,7
Scared To Live,The Weeknd,2
Scarlet Fever,Kenny Rogers,9
Scarlet Ribbons (For Her Hair),The Browns,1
Scarlett O'Hara,Lawrence Welk And His Orchestra,8
Scars,Papa Roach,1
Scars To Your Beautiful,Alessia Cara,0
Scary Kisses,Voice Of The Beehive,7
Scary Monsters And Nice Sprites,Skrillex,6
Scatman (Ski-Ba-Bop-Ba-Dop-Bop),Scatman John,5
Scenario,A Tribe Called Quest,5
Scent Of Attraction,Patra Duet With Aaron Hall,8
Schism,Tool,6
Scholarships,Drake & Future,6
School Boy Crush,AWB,3
School Is In,Gary U.S. Bonds,2
School Is Out,Gary U.S. Bonds,0
School Teacher,Kenny Rogers & The First Edition,9
School's Out,Krokus,6
School's Out,Alice Cooper,0
Scientific Love,Midnight Star,7
Scoop,Lil Nas X Featuring Doja Cat,4
Scorpio,Moneybagg Yo,8
Scorpio,Dennis Coffey & The Detroit Guitar Band,0
Scotch And Soda,The Kingston Trio,8
Scotch On The Rocks,The Band Of The Black Watch,7
Scott Mescudi Vs. The World,Kid Cudi Featuring Cee-Lo,9
Scotty Doesn't Know,Lustra,7
Scratch,The Crusaders,8
Scratchy,Travis Wammack,7
Scream,Usher,0
Scream & Shout,will.i.am & Britney Spears,0
Scream/Childhood,Michael Jackson & Janet Jackson,0
Screaming Night Hog,Steppenwolf,6
Screams Of Passion,The Family,6
Screw Juice,Juice WRLD,4
Se La,Lionel Richie,1
Sea Cruise,Johnny Rivers,8
Sea Cruise,Frankie Ford,1
Sea Of Heartbreak,Don Gibson,2
Sea Of Love,Del Shannon,3
Sea Of Love,The Honeydrippers,0
Sea Of Love,Phil Phillips With The Twilights,0
Seal Our Fate,Gloria Estefan,5
Sealed With A Kiss,Bobby Vinton,1
Sealed With A Kiss,Gary Lewis And The Playboys,1
Sealed With A Kiss,Brian Hyland,0
Searchin',Ace Cannon,8
Searching,Jack Eubanks,8
Searching For A Thrill,Starbuck,5
Searching For My Love,Bobby Moore & The Rhythm Aces,2
Seaside Woman,Suzy And The Red Stripes,5
"Season Of The Witch, Pt. 1",Vanilla Fudge,6
Seasons,Grace Slick,9
Seasons,Charles Fox,7
Seasons Change,Expose,0
Seasons In The Sun,Terry Jacks,0
Seasons Of Gold,Gidea Park featuring Adrian Baker,8
Seasons Of Love,Cast Of Rent,3
Seasons Of The Heart,John Denver,7
Seattle,Perry Como,3
Second Avenue,Garfunkel,3
Second Avenue,Tim Moore,5
Second Chance,Shinedown,0
Second Chance,Thirty Eight Special,0
Second Chance,Tyler Collins,5
Second Fiddle Girl,Barbara Lynn,6
Second Hand Love,Connie Francis,0
Second Hand Rose,Barbra Streisand,3
Second Honeymoon,Johnny Cash,7
Second Nature,Dan Hartman,3
Second Round K.O.,Canibus,2
Secret,Madonna,0
Secret,Heart,6
Secret,Orchestral Manoeuvres In The Dark,6
Secret Agent Man,The Ventures,5
Secret Agent Man,Johnny Rivers,0
Secret Garden,Bruce Springsteen,1
Secret Journey,The Police,4
Secret Love,Freddy Fender,1
Secret Love,Richard Groove Holmes,9
Secret Love,Billy Stewart,2
Secret Lovers,Atlantic Starr,0
Secret Of Love,Elton Anderson With Sid Lawrence Combo,8
Secret Rendezvous,Karyn White,0
Secret Separation,The Fixx,1
Secretary,Betty Wright,6
Secretly,The Lettermen,6
Secretly,Jimmie Rodgers,2
Secreto,Anuel AA & Karol G,6
Secrets,The Weeknd,4
Secrets,Mary Lambert,6
Secrets,OneRepublic,2
Secrets,Mac Davis,7
Secure The Bag,Lil Uzi Vert,7
Security,Etta James,3
Security,Otis Redding,9
Seduced,Leon Redbone,7
See,The Rascals,2
"See Me, Feel Me",The Who,1
See No More,Joe Jonas,9
See Ruby Fall,Johnny Cash,7
See Saw,Aretha Franklin,1
See See Rider,Eric Burdon & The Animals,0
See See Rider,LaVern Baker,3
See The Funny Little Clown,Bobby Goldsboro,0
See The Light,The Flame,9
See The Lights,Simple Minds,3
See What Love Can Do,Eric Clapton,8
See You Again,Wiz Khalifa Featuring Charlie Puth,0
See You Again,Miley Cyrus,0
See You Again,Carrie Underwood,3
See You In My Nightmares,Kanye West Featuring Lil Wayne,2
See You In September,The Happenings,0
See You In September,The Tempos,2
See You Tonight,Scotty McCreery,5
See You When I Git There,Lou Rawls,6
Seein' Red,Dustin Lynch,5
Seein' The Right Love Go Wrong,Jack Jones,4
"Seeing Green,Nicki Minaj", Drake & Lil Wayne,1
Seeing Is Believing,Mike + The Mechanics,6
Seems Like I Gotta Do Wrong,The Whispers,4
Seen It All,Jeezy Featuring Jay Z,8
Seesaw,Don Covay & The Goodtimers,4
Selah,Kanye West,1
Self Care,Mac Miller,3
Self Control,YoungBoy Never Broke Again,4
Self Control,Laura Branigan,0
Self-Made,Bryson Tiller,8
Selfish,PnB Rock,5
Selfish,Future Featuring Rihanna,3
Selfish,Slum Village Featuring Kanye West & John Legend,5
Selfish One,Jackie Ross,1
Selling The Drama,Live,4
Semi-Charmed Life,Third Eye Blind,0
Send A Little Love My Way,Anne Murray,7
Send For Me (If you need some Lovin),Barbara George,9
Send Her My Love,Journey,2
Send In The Clowns,Judy Collins,1
Send It On,Disney's Friends For Change,1
Send Me A Lover,Taylor Dayne,4
Send Me An Angel,Scorpions,4
Send Me An Angel,Real Life,2
Send Me An Angel '89,Real Life,2
Send Me On My Way,Rusted Root,7
Send Me Some Lovin',Sam Cooke,1
Send Me The Pillow You Dream On,Dean Martin,2
Send Me The Pillow You Dream On,Johnny Tillotson,1
Send Me The Pillow You Dream On,The Browns Featuring Jim Edward Brown,5
Send My Baby Back,Freddie Hughes,9
Send My Love (To Your New Lover),Adele,0
Send My Love/Send One Your Love,Born Jamericans,7
Send One Your Love,Stevie Wonder,0
Send The Pain Below,Chevelle,6
Sendin' All My Love,The Jets,8
Sending All My Love,Linear,0
Sending My Love,Zhane,3
Senorita,Shawn Mendes & Camila Cabello,0
Senorita,Justin Timberlake,2
Sensitivity,Ralph Tresvant,0
Sensual Seduction,Snoop Dogg,0
Sentimental,Kenny G,7
Sentimental,Deborah Cox,2
Sentimental Lady,Bob Welch,0
Sentimental Street,Night Ranger,0
Senza Mamma (With No One),Connie Francis,8
Separate Lives,Phil Collins and Marilyn Martin,0
Separate Ways,Elvis Presley,1
Separate Ways,Sarah Vaughan,9
Separate Ways (Worlds Apart),Journey,0
Separated,Avant,2
September,Daughtry,3
"September,Earth", Wind & Fire,0
September In The Rain,Dinah Washington,2
September Morn',Neil Diamond,1
September Song,Jimmy Durante,5
Sequel,Harry Chapin,2
Ser O Parecer,RBD,8
Serenade,Shades,8
Serenata,Sarah Vaughan,8
Serious,Donna Allen,2
Serious Kinda Girl,Christopher Max,7
Sermonette,Della Reese,9
"Serpentine Fire,Earth", Wind & Fire,1
Sesame's Treet,Smart E's,5
Set Adrift On Memory Bliss,P.M. Dawn,0
Set Fire To The Rain,Adele,0
Set It Off,Juvenile,6
Set Me Free,Clubland Featuring Zemya Hamilton,8
Set Me Free,Utopia,2
Set Me Free,The Kinks,2
Set The Fire To The Third Bar,Snow Patrol Featuring Martha Wainwright,5
Set The Night On Fire,Oak,7
Set The Night To Music,Roberta Flack With Maxi Priest,0
Set U Free,Planet Soul,2
Set You Free,3OH!3,8
Set You Free This Time,The Byrds,7
Setting Fires,The Chainsmokers Featuring XYLO,7
Setting Sun,The Chemical Brothers,7
Setting The World On Fire,Kenny Chesney Featuring P!nk,2
Settle Down,No Doubt,3
"Settle Down (Goin' Down That Highway),Peter", Paul & Mary,5
Settle For A Slowdown,Dierks Bentley,4
Settlin',Sugarland,5
Settling Down,Miranda Lambert,4
Seven,Taylor Swift,3
Seven Bridges Road,Eagles,2
Seven Day Fool,Etta James,9
Seven Day Weekend,Gary U.S. Bonds,2
Seven Letters,Ben E. King,4
Seven Lonely Nights,Four Tops,7
Seven Minutes In Heaven,Poni-Tails,8
Seven Nation Army,Melanie Martinez,8
Seven Nation Army,The White Stripes,7
Seven Wonders,Fleetwood Mac,1
Seven Year Ache,Rosanne Cash,2
Seven Years,The Impressions,8
Seventeen,Winger,2
Seventeen,Frankie Ford,7
Seventeen Forever,Metro Station,4
Seventh Son,Johnny Rivers,0
Sex (I'm A...),Berlin,6
Sex Ain't Better Than Love,Trey Songz,7
