song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Party Music,Pat Lundi,7,6nzxcUtxye4HMz8v8iYnlg,41,0.524,0.0762,0,-18.418,1,0.0387,0.902,0.958,0.0961,0.0406,74.025,142732,4
Party On Fifth Ave.,Mac Miller,6,24OMJgeZvpSu92TbAe2WYh,53,0.617,0.823,9,-5.21,1,0.328,0.0635,0.0,0.095,0.663,97.67,173516,4
Party People,Nelly Featuring Fergie,3,61WgPdz6Ik7v0LMOfEgpSv,35,0.64,0.849,1,-3.994,1,0.357,0.354,0.0,0.587,0.666,163.925,238573,4
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,0,0IkKz2J93C94Ei4BvDop7P,69,0.75,0.727,5,-4.21,0,0.142,0.0189,0.0,0.266,0.359,129.993,262173,4
Party To Damascus,Wyclef Jean Featuring Missy Elliott,6,2bO2qT1AU2Cexlr91Urc74,26,0.634,0.914,8,-3.377,1,0.138,0.126,0.0,0.0866,0.582,100.032,243800,4
Party Up (Up In Here),DMX,2,4AIHPdr6x3qNbxTR8ngWdQ,44,0.554,0.941,11,-2.68,1,0.339,0.065,0.0,0.19,0.409,100.801,228400,4
Partyman,Prince,1,1Wn5LO7y9CLW0lHf2hNt8k,47,0.846,0.617,9,-11.6,1,0.0806,0.0521,0.00109,0.797,0.835,117.75,191560,4
Pass Me By,Peggy Lee,9,35vT44zSoPmupJ7SwLse0c,28,0.832,0.489,8,-10.863,1,0.138,0.575,0.000192,0.0931,0.882,120.089,145773,4
Pass Out,Quavo Featuring 21 Savage,6,3edzl4zvKFi0D3iuF6cs2f,50,0.917,0.786,11,-4.921,0,0.208,0.0403,0.0,0.195,0.441,143.038,224903,4
Pass That Dutch,Missy Elliott,2,1MaI6NwdrqnE3mRzOYTpoo,58,0.899,0.645,10,-11.621,0,0.271,0.0435,0.101,0.358,0.348,110.895,217200,4
Pass The Apple Eve,B.J. Thomas,9,5pG9iIFw3W9RqbLHgvitT3,1,0.593,0.425,2,-13.805,1,0.0296,0.45,0.0,0.568,0.911,129.07,144560,4
Pass The Courvoisier Part II,Busta Rhymes Featuring P. Diddy & Pharrell,1,4SnTf4ixVZCfQtxHNhky0T,55,0.697,0.793,6,-4.699,0,0.323,0.0844,0.0,0.0619,0.56,89.767,238600,4
Pass The Dutchie,Musical Youth,0,1BkY0N8ChFk2mdLbAUu8ZK,69,0.805,0.418,7,-14.374,1,0.0979,0.459,0.0,0.288,0.966,149.724,205427,4
Pass The Peas,The JB's,9,62rSpnxXl2lXDevp1z583x,52,0.562,0.31,2,-14.807,1,0.275,0.251,0.000506,0.33,0.684,195.873,191667,4
Passenger Seat,SHeDAISY,6,5nYMRWEHPEhbZ3GbfuBZAV,33,0.461,0.832,9,-3.23,1,0.0402,0.023,3.2e-06,0.0262,0.733,156.206,205160,4
Passin' Me By,The Pharcyde,5,4G3dZN9o3o2X4VKwt4CLts,70,0.759,0.756,4,-8.145,0,0.266,0.0903,2.36e-06,0.265,0.613,87.059,303493,4
Passion,K5,9,3cHxfNznhPp0GRBTm4pcW7,18,0.726,0.667,8,-7.576,1,0.058,0.136,0.858,0.0768,0.584,127.004,246013,4
Passion,Rod Stewart,0,0vZCwj0Mq5uS8GwSIYo6Y7,43,0.692,0.525,9,-12.691,1,0.0373,0.0212,0.0019,0.0944,0.0879,103.679,333200,4
Passionate Kisses,Mary Chapin Carpenter,5,4CzyLocgGmnRxSlHaKvYGB,45,0.625,0.819,2,-6.142,1,0.0361,0.589,0.0,0.201,0.733,139.642,201907,4
Passionfruit,Drake,0,5mCPDVBb16L4XQwDdbRUpz,83,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4
Past Life,Trevor Daniel x Selena Gomez,7,7MN8RYSofZsFROBlEOAzXq,64,0.575,0.543,3,-5.062,1,0.0529,0.102,0.0,0.176,0.283,159.905,186480,4
"Past, Present And Future",The Shangri-Las,5,6ozkTvpSzrRK9vJCMksza3,31,0.349,0.208,8,-15.491,1,0.037,0.799,0.217,0.13,0.176,135.098,160267,3
Pata Pata,Miriam Makeba,1,1BLXxFPDL2BT37nHKD7KrA,57,0.823,0.8,8,-7.198,1,0.0419,0.614,0.0,0.0934,0.969,126.315,180174,4
