song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Billionaire,Glee Cast,2,6d5CfH0P84foEd1fkmp7po,44,0.791,0.721,6,-5.588,0,0.094,0.259,0.0,0.104,0.66,87.032,211440,4
Bills,LunchMoney Lewis,7,7rlCeTnjn0plPZkVAcctPZ,59,0.699,0.747,5,-3.453,1,0.0964,0.274,0.0,0.486,0.683,126.001,204600,4
"Bills, Bills, Bills",Glee Cast,4,67QoEc0mR2OpqNKXgHGHDq,47,0.833,0.441,11,-6.172,0,0.152,0.392,0.0,0.149,0.762,127.658,180280,4
"Bills, Bills, Bills",Destiny's Child,0,1Oi2zpmL81Q0yScF1zxaC0,72,0.845,0.576,11,-5.15,0,0.153,0.139,0.0,0.0764,0.461,127.641,256027,4
Billy,6ix9ine,4,5KhFaq45chTw8RGfWo8T8J,69,0.764,0.711,4,-3.818,0,0.288,0.175,0.0,0.105,0.774,90.076,112667,4
Billy - Don't Be A Hero,Paper Lace,9,5xhdmJ54sww1anCSIdiX7b,2,0.747,0.393,0,-18.167,1,0.161,0.383,0.0,0.0324,0.844,119.523,216800,4
Billy And Sue,B.J. Thomas And The Triumphs,3,4iWH3Xo7jVlAF6F9jeJDJH,18,0.558,0.451,6,-11.762,1,0.0373,0.671,1.05e-06,0.103,0.743,124.779,182169,4
Billy Bayou,Jim Reeves,9,2xEOkH1LBwKvPHVbdPnA5c,26,0.54,0.563,2,-10.649,1,0.0787,0.676,0.0,0.149,0.895,166.563,123693,4
Billy You're My Friend,Gene Pitney,9,5LNr78kW2P3mJvf9sqcBNI,40,0.428,0.535,7,-6.423,1,0.0316,0.599,5.08e-05,0.0623,0.68,120.495,174000,3
Billy's Got His Beer Goggles On,Neal McCoy,7,0v6nJ15ROHRtYWcpLvJCZE,50,0.715,0.775,0,-6.613,1,0.0433,0.354,0.0,0.144,0.803,106.013,219027,4
"Billy, Don't Be A Hero",Bo Donaldson And The Heywoods,0,6ZqgJAbxuEUjazBLN5V0U4,41,0.701,0.69,11,-10.27,1,0.0398,0.0227,0.0,0.173,0.964,122.189,205867,4
Bimbombey,Jimmie Rodgers,1,4SUe5YYM38r0eVuTRrTyv1,25,0.715,0.39,11,-10.974,1,0.0315,0.498,0.0,0.065,0.769,89.272,137600,4
Biological Didn't Bother,Shaquille O'Neal,7,6W1i2dXt0HZvw03rv6j8Tg,19,0.821,0.489,4,-9.445,0,0.195,0.271,0.00251,0.207,0.634,84.852,307827,4
Biology,Danny Valentino,9,4PoELybLLMhFyiq8YbGzcz,27,0.818,0.385,1,-11.375,1,0.167,0.0713,2.25e-06,0.0844,0.315,91.01,191579,4
Bionic,Christina Aguilera,6,3Vf1gIyoOSHPQTycGpVKju,38,0.422,0.933,2,-2.439,1,0.196,0.0654,0.0,0.382,0.854,175.99,201267,5
Bird Dance Beat,The Trashmen,2,0uxA9vWnVtKxGizcfhufN8,26,0.558,0.932,3,-8.231,1,0.0538,0.0215,2.87e-06,0.228,0.97,94.794,131613,4
Bird Dog,The Everly Brothers,0,2ZCkqAo0tzzCVOth7ityh5,44,0.658,0.706,11,-9.076,1,0.0354,0.686,2.18e-06,0.166,0.965,141.194,136427,4
Birdland,Chubby Checker,1,5AziwA6c8TfKxiHma8pXhu,8,0.477,0.874,7,-4.872,1,0.0865,0.273,0.0,0.0817,0.925,170.468,139773,4
Birds Of A Feather,The Raiders,2,6DtLoG1l8Hvfks6s5sx0LM,12,0.502,0.634,11,-11.133,0,0.0618,0.341,0.0,0.141,0.724,176.223,169320,4
Birds Of A Feather,Joe South,9,1RaBOJucDb7QCObIj2JEKO,8,0.553,0.487,7,-10.865,1,0.0303,0.679,0.0,0.176,0.743,94.403,166520,4
Birds Of Britain,Bob Crewe Generation,8,0zPIWO1XoBWWRziLIGzgvm,31,0.54,0.854,1,-5.152,1,0.0345,0.0135,0.0,0.333,0.799,87.896,185676,4
Birmingham,Amanda Marshall,4,7uq3apmiiLp8WbgcbDZe6X,16,0.525,0.726,7,-8.381,1,0.0306,0.04,0.00332,0.0564,0.686,185.513,321067,4
Birthday,Katy Perry,1,2xLOMHjkOK8nzxJ4r6yOKR,63,0.719,0.674,11,-5.122,1,0.0681,0.0879,3.75e-06,0.112,0.843,125.98,215042,4
Birthday,Underground Sunshine,2,5nwU8aKXeBozf61BWQJ0kw,55,0.771,0.944,10,-1.681,0,0.295,0.053,0.0,0.359,0.723,105.005,180857,4
Birthday Cake,Rihanna Featuring Chris Brown,2,7dDrR6vMK1JAwZZ5MIWgme,72,0.436,0.255,3,-8.623,1,0.0364,0.955,3.28e-05,0.106,0.15,113.265,205280,4
Birthday Party,The Pixies Three,3,2JjYsmbIK6Kh02H5cYWb69,5,0.534,0.491,11,-13.245,0,0.082,0.102,0.0,0.0758,0.914,169.45,131027,4
Birthday Sex,Jeremih,0,4NpDZPwSXmL0cCTaJuVrCw,68,0.679,0.522,7,-5.603,0,0.0427,0.297,0.0,0.151,0.445,60.014,226507,4
Birthday Song,2 Chainz Featuring Kanye West,4,5qkWTBmDmZjogwIvbKtJQv,54,0.753,0.59,1,-2.623,1,0.0485,0.0591,0.0,0.15,0.161,140.002,306600,4
Biscuit's In The House,Biscuit,8,2C75R0VYNCr08f6hcN5uhG,7,0.363,0.595,7,-12.386,1,0.05,0.000651,0.786,0.516,0.533,138.254,752333,4
Bit By Bit (Theme From Fletch),Stephanie Mills,7,7igb7vlsFZkREmg9wS8R5h,27,0.673,0.753,8,-8.244,1,0.0376,0.00973,0.0338,0.19,0.73,134.08,208627,4
Bitch,Meredith Brooks,0,3i6qNxyVgIdUZTTi5m25EM,69,0.617,0.886,9,-5.953,1,0.055,0.0112,9.63e-05,0.0523,0.629,96.328,252760,4
"Bitch, Don't Kill My Vibe",Kendrick Lamar,3,4Pwjz3DfvfQWV0rO2V8jyh,72,0.587,0.698,1,-8.948,1,0.0943,0.0152,0.0,0.442,0.0985,133.954,310720,4
Bitches Ain't S**t,Ben Folds,7,4jKq1e80xAYixkIwt6YyV1,53,0.542,0.454,2,-10.247,1,0.025,0.645,0.00279,0.15,0.267,96.881,271720,4
Bite Your Lip (Get up and dance!),Elton John,2,3ABQtGJcxZHdMyqPbHTD95,22,0.564,0.958,5,-6.941,1,0.0759,0.00844,0.0014,0.182,0.533,142.433,403733,4
Bits And Pieces,The Dave Clark Five,0,3bMt6mpqpDiCRQ3poewMAo,38,0.485,0.835,5,-8.871,0,0.101,0.0225,0.000114,0.0766,0.974,143.853,118907,4
Bitter Bad,Melanie,3,2tMJAOWb2Qe9oJeMGZ5n5q,6,0.572,0.596,3,-10.884,1,0.0294,0.406,0.0,0.222,0.943,139.984,153573,4
Bitter Sweet Symphony,The Verve,1,57iDDD9N9tTWe75x6qhStw,79,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,357267,4
Bitter Tears,INXS,4,1hn1DJ1nWnMywgt9maAez0,38,0.579,0.925,0,-2.217,1,0.044,0.155,8.85e-06,0.234,0.815,114.288,228820,4
Bittersweet,Fantasia,7,7lDO0HIPCt63UJj5b20Dft,39,0.74,0.81,8,-5.231,1,0.0755,0.0266,2.4e-05,0.0433,0.436,129.972,236640,4
Bittersweet Me,R.E.M.,4,7aYzsNdBnwgHtB5QftgYRW,32,0.417,0.856,4,-5.939,0,0.0443,0.00743,0.00079,0.186,0.441,120.038,245760,4
Bizarre Love Triangle,New Order,9,6wVViUl2xSRoDK2T7dMZbR,66,0.613,0.885,10,-7.463,1,0.052,0.0804,0.746,0.0997,0.919,118.506,263213,4
Bizarre Love Triangle,FRENTE!,4,7sgi66biRYpAXuRZJBDuli,52,0.738,0.198,1,-10.919,1,0.0625,0.906,0.0,0.105,0.682,123.158,119813,4
Bizounce,Olivia,1,1eFwJoCJj6FoeUhx07CDys,31,0.785,0.539,7,-8.23,1,0.0505,0.0134,8.61e-06,0.0528,0.721,137.999,264467,4
Black,Dierks Bentley,5,2lFtnEmkIPm2ClN55e2chV,61,0.652,0.654,1,-6.69,1,0.0377,0.252,0.000553,0.117,0.605,120.019,211160,4
