song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Mr. Bass Man,Johnny Cymbal,1,3mdCQlCi3v2kwl3l4mFlLe,29,0.691,0.549,9,-13.732,0,0.28,0.0789,2.11e-05,0.0884,0.636,123.897,162000,4
Mr. Big Stuff,Jean Knight,0,2Bls0igCm79XQQ95IoUbhq,66,0.886,0.491,8,-12.589,1,0.171,0.29,2.46e-06,0.229,0.971,93.236,164560,4
Mr. Blue,The Fleetwoods,0,6bnFjTW3EnMG4BwreDnSHK,54,0.374,0.0889,4,-17.475,1,0.0356,0.931,6.88e-06,0.111,0.211,96.677,145133,4
Mr. Blue Sky,Electric Light Orchestra,3,2RlgNHKcydI9sayD2Df2xp,79,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,303373,4
Mr. Bojangles,Jerry Jeff Walker,7,51DLN9R1dIqkKnlRsz1kpg,45,0.427,0.0801,2,-27.119,1,0.0372,0.748,0.51,0.125,0.78,168.418,328147,3
Mr. Bojangles,Nitty Gritty Dirt Band,0,3cq6mwsjgygbwRIi9wVPGv,55,0.444,0.757,11,-6.884,0,0.0541,0.699,0.0,0.329,0.554,154.26,215400,3
Mr. Brightside,The Killers,0,003vvx7Niy0yvhvHt4a68B,85,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973,4
Mr. Bus Driver,Bruce Channel,8,0vmrqkdmdi9v325ZdVarnP,2,0.472,0.657,7,-7.749,1,0.0466,0.563,0.0,0.437,0.67,151.158,123853,4
Mr. Businessman,Ray Stevens,2,6c05I2lI8biGDG3ououyQl,16,0.587,0.607,4,-7.797,1,0.0317,0.671,0.0,0.141,0.756,94.45,203093,4
Mr. Carter,Lil Wayne Featuring Jay-Z,6,2tQM1BUrXp2kqOM6mN11TC,59,0.485,0.71,7,-6.288,1,0.364,0.0444,0.0,0.35,0.473,170.942,316267,4
Mr. Custer,Larry Verne,0,54UFvpOyoqlUu7N09UymMz,18,0.697,0.697,4,-4.863,0,0.0537,0.707,8.72e-05,0.156,0.582,108.5,184867,4
Mr. D.J. (5 For The D.J.),Aretha Franklin,5,7HXY9MJ75r05K1R1UONVBx,14,0.539,0.881,8,-4.486,1,0.164,0.411,0.000294,0.687,0.767,175.607,267825,4
Mr. Dieingly Sad,The Critters,1,6hmRnUMvKaD57cWELcxWCy,34,0.54,0.312,10,-14.522,1,0.0314,0.395,5.14e-06,0.125,0.642,120.872,169440,4
Mr. Dream Merchant,Jerry Butler,3,3I2lG7HLFS3TaWoCBuWPd2,15,0.384,0.572,5,-11.376,0,0.0327,0.568,2e-05,0.121,0.596,86.227,155440,4
Mr. Farmer,The Seeds,8,3vMD8nPtK2mTQ5YVIQDNR2,28,0.525,0.473,8,-14.971,1,0.0555,0.00122,0.755,0.0854,0.723,125.87,174753,4
Mr. Happiness,Johnny Maestro with The Coeds,5,5aXXUbzXqdMyCgC7E6jdTs,29,0.534,0.559,0,-10.264,1,0.0682,0.63,0.0,0.362,0.868,147.101,125440,4
Mr. Ice Cream Man,Master P,8,6utJPGnUAGkW7qRaYpoasi,41,0.806,0.666,0,-5.755,1,0.117,0.026,0.0,0.72,0.571,131.939,307933,4
Mr. Jaws,Dickie Goodman,0,4f5khGfquhi5YDNd4bRusS,12,0.648,0.651,9,-9.452,0,0.814,0.854,0.0,0.103,0.676,110.961,123960,4
Mr. Jones,Pop Smoke Featuring Future,7,5DiXcVovI0FcY2s0icWWUu,78,0.578,0.817,0,-6.542,1,0.0363,0.183,3.06e-06,0.285,0.726,141.621,272293,4
Mr. Jones,Mike Jones,9,3LU66Soe9kT5saRxI4wTj6,48,0.653,0.748,10,-3.89,1,0.133,0.206,0.0,0.0803,0.264,79.974,238947,4
Mr. Know It All,Kelly Clarkson,0,7uRznL3LcuazKpwCTpDltz,46,0.676,0.807,5,-5.131,1,0.029,0.0284,0.0,0.0701,0.443,95.956,232520,4
Mr. Limousine Driver,Grand Funk Railroad,9,6p37vbN1ckKthSv1XwnJ5N,30,0.299,0.601,9,-8.185,1,0.0304,0.0137,0.124,0.257,0.487,177.442,267293,4
