song,artist,class,track_id,popularity
Say You Love Me,Fleetwood Mac,1,6lrQo6KAYvb92MGk6ZuZlt,65
Say You Love Me,The Impressions,5,0pnWjLrf784CX0CHKYoUVj,4
Say You Really Want Me,Kim Wilde,4,1lemomv6vJ9UcHxMRDlNMJ,22
Say You Will,Foreigner,0,5nW7RbN0mBLPts9CURNwdy,54
Say You Won't Let Go,James Arthur,1,5uCax9HTNlzGybIStD3vDh,86
Say You'll Be Mine,Christopher Cross,1,4m3B2gHcAGBXEJGmU2ovjZ,42
Say You'll Be There,Spice Girls,0,1yTQ39my3MoNROlFw3RDNy,66
Say You'll Stay,KAI,5,2neMQfiGrFXt2vKgvV8Yid,34
Say You'll Stay Until Tomorrow,Tom Jones,1,2BWK9am114SC2Cq5KL2Fbs,26
Say You're Wrong,Julian Lennon,2,4jty9ZxXwfTOmY6WkF8eK0,27
"Say You, Say Me",Lionel Richie,0,17CPezzLWzvGfpZW6X8XT0,69
"Say, Has Anybody Seen My Sweet Gypsy Rose",Dawn Featuring Tony Orlando,0,6t8msY3YEQAnoG4yG2836B,28
Say... If You Feel Alright,Crystal Waters,3,254s8fL5BZlUyvY6zAFMPn,24
Sayin' Sorry (Don't Make It Right),Denise Lopez,3,2NZOT3dfOAhq58V7Wonn3b,13
Scandal,RCR,9,7LsPuD72lqQeydaIRQ1TJb,34
Scandalous,Mis-Teeq,3,3stnrhzN0lzZFskbaZ5sEw,59
Scar Tissue,Red Hot Chili Peppers,0,1G391cbiT3v3Cywg8T7DM1,81
Scarborough Fair,Sergio Mendes & Brasil '66,1,6tx4luUmjZXUW1HuLmNb4U,34
Scarborough Fair (/Canticle),Simon & Garfunkel,1,3g2fYZW5v2od8KIF7VktT0,61
Scared To Be Lonely,Martin Garrix & Dua Lipa,7,3ebXMykcMXOcLeJ9xZ17XH,77
Scared To Live,The Weeknd,2,4BGZF4oLbTL0pWm7C18pbv,67
Scarlet Fever,Kenny Rogers,9,0PEhslheyHt2wuUiz7cYxW,46
Scarlet Ribbons (For Her Hair),The Browns,1,1BogZ2vCN97dA7dYvTYeou,12
Scarlett O'Hara,Lawrence Welk And His Orchestra,8,10VtM4vN0l9y4r0YTjVYaA,31
Scars,Papa Roach,1,1UREw2MCfU0xwBzCAjxlUD,67
Scars To Your Beautiful,Alessia Cara,0,0wI7QkCcs8FUQE1OkXUIqd,78
Scary Monsters And Nice Sprites,Skrillex,6,4rwpZEcnalkuhPyGkEdhu0,59
Scatman (Ski-Ba-Bop-Ba-Dop-Bop),Scatman John,5,623rRTKwGmgjH6sjE9uWLh,69
Scenario,A Tribe Called Quest,5,0301nLjG0ti26rx5ZmfqtP,59
