song,artist,class,track_id,popularity
You Belong With Me,Taylor Swift,0,1qrpoAMXodY6895hGKoUpA,81
You Belong With Me (Taylor's Version),Taylor Swift,7,1qrpoAMXodY6895hGKoUpA,81
You Better Dance,The Jets,5,3tMYaJZblakeZZUoDVnHJC,5
You Better Get It,Joe Tex,4,2ITpt5mcvMOI7kIJPqUvbb,3
You Better Go,Derek Martin,7,6YAxCn4juTWn5hWl2hzHGw,59
You Better Know It,Jackie Wilson,3,6uwFpsws7Iz5eTJMU9JCfE,15
You Better Move,Lil Uzi Vert,3,6YAxCn4juTWn5hWl2hzHGw,59
You Better Move On,Arthur Alexander,2,2nBtCbdNNZjKML7ELCN3M3,23
You Better Run,Pat Benatar,4,5qwdIO55XtliaaSs9ccptC,43
You Better Run,The Young Rascals,1,6zqsyB7uIvWrL1iCJzpNrs,28
You Better Sit Down Kids,Cher,0,09v2waPISsO1PZR36VEzpQ,13
You Better Think Twice,Poco,7,0MIaG71FhxBnneednPI8H4,23
You Better Wait,Steve Perry,2,004ZH9ISUSEwansKKbUdJs,31
You Better You Bet,The Who,1,58RWYT5MGo8e4Y3WAZHh9g,52
You Bring Me Up,K-Ci & JoJo,2,6dubSkmTrXTLqm24ldMX5s,36
You Broke Me First.,Tate McRae,1,45bE4HXI0AwGZXfZtMp8JR,82
You Broke Up With Me,Walker Hayes,6,5jZF1nvKORdaHNjNNMRbFl,60
You Brought The Joy,Freda Payne,5,5R84QoGVQuD4dP8Xyh0rtQ,13
You Brought The Woman Out Of Me,Hot,7,2HAVQXFt1BsniCv9r2Zzua,1
You Brought The Woman Out Of Me,Evie Sands,4,2ZWgfIzgvdmCSpCCPO7vcK,0
You Came,Kim Wilde,4,5aPEQxOFtsUvXqrfVCokmx,1
You Can,Madleen Kane,7,1YwjbuXJi7nTwnw4wI4wbU,38
You Can Bring Me All Your Heartaches,Lou Rawls,5,3JBFfG915JxanyJSEDP51k,4
You Can Call Me Al,Paul Simon,2,0qxYx4F3vm1AOnfux6dDxP,75
You Can Call Me Blue,Michael Johnson,8,32LPhKXdbVhINXKAEBFcHY,8
You Can Depend On Me,Brenda Lee,0,6sEzDVlcfYn2akvtzUitrb,26
You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,3,4NTn0Yo8hTGW5tbBANBzfh,62
You Can Do It,Dobie Gray,3,1SmrpzsAmn6l7mFQt6qgsP,9
You Can Do Magic,America,0,5dXED6MP1v1qghkaniirb1,63
You Can Do Magic,Limmie & Family Cookin',8,5VpWtIi1W5bZ1eEmncgJgw,37
You Can Get It All,Bow Wow Featuring Johnta Austin,5,2zcjGIvtu2EKBNquStm1pp,48
You Can Have Her,Sam Neely,3,1A4sU22TOu9GUqQeZYqqoa,52
You Can Have Her,The Righteous Brothers,6,6KfVhijRswRpWIuxq7Eqlr,18
You Can Have Her,Roy Hamilton,1,2MAoJ97inXy07VArmGOfKe,33
You Can Have Him,Timi Yuro,9,0af0cAINmDtjCXGJfb2GAf,2
You Can Have Him,Dionne Warwick,7,1znMBunwCIVomAUacZdkxX,10
You Can Make History (Young Again),Elton John,6,3ca91BX2k7GSzEUsx1mPgI,22
You Can Never Stop Me Loving You,Johnny Tillotson,1,7hfjJzH1W1G69PiGWkBJRF,11
You Can Run (But You Can't Hide),Jerry Butler,6,4vaoPf8Ax79JyMsrEmcRG4,3
You Can't Always Get What You Want,Glee Cast,7,65kF7AHEujNC22Baq4cXip,31
