song,artist,class,track_id,popularity
Red High Heels,Kellie Pickler,6,7dFSHwa7BNZvWlOuYsvFpy,53
Red Hot,Herb Alpert,7,58IjwyQSJWSKkqHATwDV3a,35
Red Hot,Robert Gordon With Link Wray,8,2V4OJKEVSrkmdKK33XZ87U,31
Red Hot,Sam The Sham and the Pharaohs,8,0u7r7foHL8jHueIRPWWaJW,17
Red Light,David Nail,5,66EhdSD4MPXk5ZXljDJWI6,50
Red Light,Linda Clifford,4,44LZ8tzYJ8RiWvqAwibyO0,29
Red Light Green Light,DaBaby,4,1YDebgap5OFwXEBG18NJvy,67
Red Light Special,TLC,0,6dW75XbJ1WAMljOXWjTK46,55
Red Lights,Tiesto,5,5L2l7mI8J1USMzhsmdjat9,66
Red Nose,Sage The Gemini,5,1KIQ0RscHwxXPJUvhuO5Bl,63
Red Opps,21 Savage,7,3cqZH3cqvfbV8wVbvHyPbG,64
Red Pepper I,Roosevelt Fountain And Pens Of Rhythm,7,02aik4tdY4oRoWVKxvMUjP,36
Red Rag Top,Tim McGraw,3,0zpq24yiqGUY3kPcaEnU1o,0
Red Red Wine,UB40,0,4uOKFydzAejjSFqYbv1XPt,73
Red Red Wine,Vic Dana,7,42jUTlnF86c7I1rU64qCai,15
Red Red Wine,Neil Diamond,6,7I8l8u3PTg5VFCIN0DQF2o,43
Red River Rock,Johnny And The Hurricanes,0,643QHUvRNchbEDfcDvMILB,41
Red River Rose,The Ames Brothers,3,643QHUvRNchbEDfcDvMILB,41
Red Room,Offset,4,4TWflhgevIGo448fWc6mQq,59
Red Roses,Lil Skies Featuring Landon Cube,6,3ZhTT6yjZwpPph5MIJ53XY,68
Red Roses For A Blue Lady,Wayne Newton,2,5aKfKf7YIZOg0S8P1hNJjw,38
Red Roses For A Blue Lady,Bert Kaempfert And His Orchestra,1,4GXXOBUEpCr58TFHIkLrZ0,54
Red Roses For A Blue Lady,Vic Dana,0,2U8i316GHJMluI42xqbThK,46
Red Roses For Mom,Bobby Vinton,9,4QelFzhVgLomeQhvKrwM1S,55
Red Rubber Ball,The Cyrkle,0,6DuLN8tFW0DkH9wsbTHZsX,43
Red Sails In The Sunset,Fats Domino,3,2dCZIytqWZEKdup6XPDmn4,22
Red Sails In The Sunset,The Platters Featuring Tony Williams,3,38AeuMJBRBWSlbmuC03EhJ,46
Red Solo Cup,Toby Keith,1,4YKAOXyqkKZ5gOZR0AmVMN,64
Red Solo Cup,Glee Cast,9,2jY8KalpIwv0qDh6SSRfVo,31
Redbone,Childish Gambino,1,0WtDGnWL2KrMCk0mI1Gpwz,84
Redemption,Drake,6,4cRBqWBjuccCowYVHFlXK6,66
Redemption Song,Rihanna,8,7MKcM6TfaGKQVFfhstCbOw,54
Redman,Lil Durk,7,5DhHtzRjVTVvRl1eajvYPe,50
Redneck Crazy,Tyler Farr,2,4lcXNTm9JrQpJYXqsENmFI,58
Redneck Friend,Jackson Browne,8,0Idxq1IPvjjctgd7lRxSBh,18
Redneck Games,Jeff Foxworthy With Alan Jackson,6,1TuhSrFRrTrHV4CS4qkPzS,20
Redneck Stomp,Jeff Foxworthy,7,7pwH4O5pi5a0kxSNdMfFNk,17
Redneck Woman,Gretchen Wilson,2,26bL4gSULWDgdIMX0pRFrG,64
Redneck Yacht Club,Craig Morgan,4,4etE2X6t7GmyiuYLIdI8H5,63
Redwood Tree,Van Morrison,9,1mII4seqf75hdRck1MzKwz,48
Reelin' & Rockin',Chuck Berry,2,4goByJ8dubc57qxiT7AH9p,37
Reelin' And Rockin',The Dave Clark Five,2,3MeP8rMjztb9MpAlBaO6cU,18
Reeling In The Years,Steely Dan,1,3Xe4JagghOfs9NF1xaqbb8,38
Reflections,Diana Ross & The Supremes,0,4yChgYDVcQrAgIEIErW27b,51
Reflections Of My Life,The Marmalade,0,2DASj6MN2XNsc2bttRBRbq,28
Reflektor,Arcade Fire,9,7uMZy0bALAdneerERyr7Ks,54
Refugee,Lil Durk,8,4dkgkn7EfsCSsgvihaKbi4,56
Refugee,Tom Petty And The Heartbreakers,1,4mcZYzoGwPRDdhWVlygiHf,65
Regret,LeToya Featuring Ludacris,7,0n6Rakh2ND1JR03sXEviS2,40
Regret,New Order,2,1UVll7jjUlqSGxCZ6uXVaD,57
Regret In Your Tears,Nicki Minaj,6,0j8zLbIueSkVqB3Tl6PsjA,46
Regular Thang,Ovis,7,0haVAwhNloILgFD1ut04RG,34
Rehab,Amy Winehouse,0,3N4DI1vuTSX1tz7fa2NQZw,73
Rehab,Rihanna,1,5X3ahLXhOw16BR09GjYPUT,68
Rehab,Glee Cast,9,3x0rTsHxeTWLHtVQT8sh1f,36
