song,artist,class,track_id,popularity
MJB Da MVP,Mary J. Blige Featuring The Game & 50 Cent,7,4Ulh0OzG7AsYQif69JtIgS,53
MMMBop,Hanson,0,0lnxrQAd9ZxbhBBe7d8FO8,69
MOTW,Gunna,8,0JZUiKHoEDpsLvXfeqbZxV,55
MP5,Trippie Redd Featuring SoFaygo,8,75lcPkAkUsKWHGBlGM476R,76
Ma Baker,Boney M.,9,1BqnZOkYJbvYLOhN0qPJDm,64
Ma Belle Amie,The Tee Set,0,4Kl6AocD4zLezTPlXEtK8K,0
Ma Ma Ma Marie,The Gaylords,9,75lTcjycLW3GXZvxmp0D7w,33
Ma! (He's Making Eyes At Me),Lena Zavaroni,9,1xdJgNAPrUWs7EzuuUvSZp,28
"Ma, I Don't Love Her",Clipse Featuring Faith Evans,8,3VbPE4nMEkIB9PWWquCSGB,34
Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,6,75lcPkAkUsKWHGBlGM476R,76
MacArthur Park,Donna Summer,0,5YQBkx8ro2phboTKh07hqB,0
MacArthur Park,Richard Harris,0,5DBEFajBEaHgbbwe7oN0KP,42
MacArthur Park,Waylon Jennings & The Kimberlys,9,5shydVrrErCb4ehi8qLq3X,10
MacArthur Park (Part II),Four Tops,3,6b6IMqP565TbtFFZg9iFf3,74
Macarena,Los Del Mar,7,0trlOlkudbHOl211uYkM6W,40
Macarena,Los Del Rio,2,4oaj36KzXRgDg4McgcTsZK,59
Macarena (Bayside Boys Mix),Los Del Rio,0,2GhA8OAODRkEMUq8RYgCeF,0
Macarena Christmas,Los Del Rio,5,5gC7cwZNKqaNLlvHlLjjqE,27
Machine Gun,Commodores,2,3mQTPYezPCB9uUM3WpkIff,54
Machinery,Sheena Easton,5,5TURlRLHauRBJlCxKLPgOc,17
Machines,John Livigni,8,1yZj1ACstOv0jRgFuKolxI,38
Macho Man,Village People,2,22kv2NoeaD7qhTgShfZjIv,50
Mack The Knife,Bobby Darin,0,3E5ndyOfO6vFDEIE42HA8o,61
Mack The Knife,Ella Fitzgerald,2,7549epm7P9NV1zTMfKBI8m,36
Mad,Ne-Yo,1,6Hn9Uc1mMNfqChXU3txNke,69
Mad About You,Belinda Carlisle,0,1SWfuzL0VJx1oYnEtqueSr,51
Mad Izm,Channel Live,5,0hvxqftYCZT406ElE03giM,41
Mad Season,matchbox twenty,4,3jZHJO0QAb8sbv71DXOD9J,48
"Mad Stalkers,21 Savage", Offset & Metro Boomin,9,6HR1z11h0ROUlWP4Kx8Z7G,62
Mad Woman,Taylor Swift,4,2QDyYdZyhlP2fp79KZX8Bi,67
Mad World,Adam Lambert,1,4n8Syhm2XQOvenU8SnVAhZ,36
Made For Now,Janet & Daddy Yankee,8,2QIAHX2PwzRmmuKc2Un0dn,0
Made For You,Jake Owen,3,7vF3xkCMvZjAe2nTWY0uQZ,67
Made In America,Toby Keith,3,7Lmwj2fe8MpGXypOuLGO2C,59
Made In England,Elton John,5,6VmxhbNRCURgu8d5pEPRb8,45
Made In The USA,Demi Lovato,7,6SjCa7LhEpPNiCxe3bLln4,56
Made Me,Snootie Wild Featuring K Camp,9,44DNRbTlkVXL80mZa2XwZl,42
Made To Love You,Gary Wright,7,0VKllTnl6NOjxm3e6A6JxS,20
Made Up My Mind,SaFire,8,14evcB9pIStazKsge52O8o,15
Made You Look,Nas,3,3qRPc4QpHGNwKFAzCdqwxA,61
Mademoiselle,Styx,3,0zxaFukZdJNS413BD6mjG3,31
Madiba Riddim,Drake,5,76gUmNLXGQVOsGhfcshkFP,63
Madness,Muse,4,0c4IEciLCDdXEhhKxj4ThA,68
Madrid,Nat King Cole,8,39xlQ1YlWHLkwKZ3E6pZYq,6
Maggie,Redbone,4,2gsRZD8bNwwTWHTdlXXHYH,23
Maggie May/Reason To Believe,Rod Stewart,0,6rovOdp3HgK1DeAMYDzoA7,71
Magic,Future Featuring T.I.,6,3OdeZ1MhdHaRqAZLpowKWn,39
Magic,Coldplay,1,23khhseCLQqVMCIT1WMAns,73
Magic,Robin Thicke,5,1zy9PC4hGrVtCU7LoMOIqH,47
Magic,B.o.B Featuring Rivers Cuomo,0,4lsv0SOedWEVvKu2BJi4ly,0
Magic,Selena Gomez,6,10xcIQQEJSEIOgG1HvS3t9,50
Magic,Olivia Newton-John,0,56BSwBKWHYldQOgYLHiehs,49
Magic,The Cars,1,0SAbkr0dS7WK3yJSjaZSZl,54
Magic,Pilot,0,500h8jAdr7LvzzXlm1qxtK,60
Magic Bus,The Who,2,5PKnZzkjs2y3WTbIYtv5Fq,42
Magic Carpet Ride,The Mighty Dub Katz,5,2wqK2Zao8jYBm6atKP57x9,13
Magic Carpet Ride,Bardeux,8,4CQXSLW5x5XT7MPBandDaB,24
Magic Carpet Ride,Steppenwolf,0,4c4jJJoaiY21t2TyRZgdWS,68
Magic Is The Night,Kathy Young With The Innocents,7,4bgZaavtTfbdFN0Utz81th,6
Magic Man,Herb Alpert,7,696A1xBXRcqlFzMYxBJJkG,25
Magic Man,Heart,0,4sUlsy0tPv9n5nqrqeA0lE,60
Magic Moon (Clair De Lune),The Rays,4,1CY9CzhCP2XMl7YSWxWHMo,1
Magic Power,Triumph,5,0rzxZlSB2gjnSJinbtaz3v,48
Magic Stick,Lil' Kim Featuring 50 Cent,0,278sR79MvTMvfojnrDAoTR,0
Magic Town,The Vogues,2,0u1yt67ftBq5BBESULYWrQ,20
Magic Wand,Don & Juan,9,1hiRhYXAKByxkx3nL2uDeY,16
Magic Woman Touch,The Hollies,5,4q1WtWdlgS36kuYgj9okbv,34
Magical,John Parr,7,59Nak1ra2NIFtTK3eOdNbv,0
Magical Mystery Tour,Ambrosia,3,5jwQH54Qg6gcm4hqXm0uLt,12
Magnet And Steel,Walter Egan,0,1Fk6KB9H0oZ2rYKFRDrhQm,50
"Magnetic,Earth", Wind & Fire,5,7qcQracry44XombvUkiRvd,19
Magnificent,Rick Ross Featuring John Legend,6,5W7xC99N2Zzfh69r7I7zWK,69
Magnificent,U2,7,47z5v7hkOTuvb82F0FWALC,41
Magnolia,Playboi Carti,2,1e1JKLEDKP7hEQzJfNAgPl,79
Mahogany,Lil Wayne,6,5f9JYuHSIHjp6rggue13RS,53
