song,artist,class,track_id,popularity
Friends,Elton John,3,2Lp8OBz55UR4zF92AT7Qsi,35
Friends,The Beach Boys,4,0vKTQKH82qOthIyP4L9Tk9,28
Friends And Lovers,Carl Anderson & Gloria Loring,0,19u5G7pWq3Nj6lQiP4W4Hp,37
Friends In Love,Dionne Warwick & Johnny Mathis,3,2g3fLcFRO1N6Qzh8BrDnJ9,2
Friends Of P.,The Rentals,8,5NjIog0vXS0VBWa5a94vzJ,42
Friends With You,John Denver,4,64QPZMjjgMDHIoM0LCc3mx,24
Friends/Five Minutes Of Funk,Whodini,8,0EslDlfNMfEkK4hXnAgG8U,39
Friends/chapel Of Love,Bette Midler,3,562JrM9b7jiu8LgzV62x3o,66
Friendship Train,Gladys Knight And The Pips,1,6nQk9zPytXbYRB0RKqX8i9,29
Fright Night,The J. Geils Band,9,1ynmMEK1fkyiZ6Z6F3ThEt,71
Frisky,Sly & The Family Stone,7,3CG5a5vgvGdsoTlEHNMMc2,31
Frogg,The Brothers Four,3,3hJZU6pDU70unNVpThiVM6,15
Froggy Style,Nuttin' Nyce,6,4OhfEUz7d5si8CFLHx9WIR,24
From A Distance,Bette Midler,0,48eiLW57CqSmCYNZRM2J8M,53
From A Jack To A King,Ned Miller,0,4tD3blwPwkQ52MPHd5UxrH,32
From A Table Away,Sunny Sweeney,7,6WTJj7qXOh0XonzXAHUqGG,48
From A Window,Billy J. Kramer With The Dakotas,2,7dslfMfiAB0EG89ucZctES,33
From A Window,Chad & Jeremy,9,6eAEp6GL3XAMGpt3Ctxz1u,13
From Both Sides Now,Dion,9,7d4d77rUX0wQIkkZ9Hr6xj,10
From Florida With Love,Drake,4,0YkUwXxnTkeJBvt5upeEtP,62
From Graceland To The Promised Land,Merle Haggard,5,5uHLdR7JKTW6zg2a8VxRsS,7
From Her Mama (Mama Got A**),Juvenile,6,5PLExXqIuPID6n5Dh261QN,33
From His Woman To You,Barbara Mason,2,5XpYAjIOmPbVs3UjljopXY,22
From Me To You,Del Shannon,7,5MaO1Lu6KH8iLAeLqoztyo,17
From Me To You,The Beatles,4,1euKWJfJSfPhgSendPrcXb,58
From Russia With Love,The Village Stompers,8,0rc3MPei2pJXS6oUI23NgS,8
From Tha Chuuuch To Da Palace,Snoop Dogg,7,5M3fIM8TMpZtLC5yHc98Rh,34
"From The Beginning,Emerson", Lake & Palmer,3,0Ll60pqkEBHqzdeclRHdnl,56
From The Bottom Of My Broken Heart,Britney Spears,1,70XtWbcVZcpaOddJftMcVi,52
"From The Bottom Of My Heart (Dammi, Dammi, Dammi)",Dean Martin,9,4I4aQGNJ2HufloNtB65nxR,61
From The Bottom Of My Heart (I Love You),The Moody Blues,9,7LAJTpcJ7pKFDYpCW77EZf,9
From The Garden,Isaiah Rashad Featuring Lil Uzi Vert,9,3Dah4SWoWwekrG4GShaHVP,54
From The Ground Up,Dan + Shay,4,0lQJBl9YEsoMtE8D4yTE9g,64
From The Teacher To The Preacher,Gene Chandler & Barbara Acklin,5,7In9orap3Hmuo2i5ttu2OW,36
From This Moment On,Shania Twain,0,0Q7Jp3aCwfYnSnbMDoXWyR,65
From Time,Drake Featuring Jhene Aiko,6,5eCRkTcecpAXVWtS11GP5C,57
From Where You Are,Lifehouse,6,5ef3mAxAAjk93V6IpriOrz,55
From Yesterday,30 Seconds To Mars,7,1JBa9B1iA4yNVpJ5wVGrZH,60
Front Page Story,Neil Diamond,6,5FYfjjNgGG2872yVdto8fE,10
Frontin',Pharrell Featuring Jay-Z,0,0iFOG4Ki9aDmJUYUFHQlPG,67
