song,artist,class,track_id,popularity
Liquid Mercury,Jimmy Page,10,4GkjkuWQFcelnsZYDWL1eY,20
Bitch Is Back,LA Guns,10,03nJUVtnBJy0EfDWfSY81n,29
Love Happens Just Like That LP Version,Bryan White,10,5J2dKcjbC3FzJUYUOWH6L9,8
Are We Here ,Orbital,10,4Jt4zH1bLXLeRFsdE859jb,27
Quiet Nights Of Quiet Stars Corcovado The Frank Sinatra Collection,Frank Sinatra,10,1FdulvpRiLgkseCz7RrNOR,44
Rock America,Danger Danger,10,5zR2SIo0RncU1PNNNbMzsu,37
Fortune Teller,The Rolling Stones,10,19pFzIY1yji9ZxDdrVg3sF,19
Lift Joi Blarneyformasian,Azukx,10,5Jt1dVS92CIpKNYrQK0JXN,0
Setanta matins,Elena,10,1ZV1Ff9ebiB5pXpnC8Hfan,0
'57 Chevrolet,Billie Jo Spears,10,0nbm4bvneAGlrp5wZKRHT8,43
Retarded Army,Rocky Whatule,10,0euClPHfxlE3l2QYStkHw5,0
Our Love Is A Living Thing,Ed Ames,10,4ttJTZn58NHDDdHhxpZdCJ,4
Si No Te Hubieras Ido,Charlie Cruz,10,7kF3jIaZ8qVGOELgEa11HJ,9
Mozart In Samba Motion,Laurindo Almeida,10,0ObzUJZcFslg4K089HXFWv,0
Night is the Notion,Dax Riggs,10,7aoPlENlVAQm9C78Q1lv7N,25
Let it go Interlude,PMD,10,0vGhYu4XTJJmwIYILAHW6f,0
I Need a Veggie,John Holt,10,2njaX0pIxrqZoAPnA2A01Q,0
Long Summer Days,The Moody Blues,10,61qtUP0Cy1y8cEjy4RKEqP,25
What Country Is,Luke Bryan,10,4VYLBtOHx9WYSFXHYnzVbN,47
Show Some Sign,The Jackson Southernaires,10,0sSv4q3OczGHEm17njotIb,1
Abstracto,Catupecu Machu,10,13PN35UZ7ohrf03F9YKa6F,38
Bolivian Surf,Bersuit Vergarabat,10,2PKkCGoCc4idF91R6RvFEN,58
Michael Nobody aka Poetic Death,Snowgoons,10,452lwkNukXKYkvTEBoFBjL,4
My Heart Goes Up,Keira Green,10,4O8RDFQ2J9JqbF42jF29R8,0
Hold On,The Jason Bonham Band,10,0wJugBKYBtJatcexE18Zu7,11
Get It While You Can,Janis Joplin,10,3dOfHE5J4Qsj1hJ35vnfn4,46
Balada De La Mariposa,MarAa Elena Walsh,10,2T6ZYOrJVvscFv7AMBH3mW,46
The Lifestyle That Got Away,The High Strung,10,5EkUYDwi5bYt5KcyDR4az4,13
Aloha,Brice Kapel,10,5BWgZRjPkAybPxyI8meAIt,34
Sodding About,The Who,10,3bSRBX8v9mjMA9U6vwgKvO,9
Why,Bescenta,10,14A7M6sQfQfFYGBD7LtoSk,0
Again,Janet Jackson,10,1aJnGme5ZRltYTp8FJ52eZ,66
Werewolf Semen And Blood,Beherit,10,4nSLf09tDZaWTPKX61CR3D,13
Bleeds In Blue Album Version,Home Town Hero,10,4fCFuTPTLIh59R71vNKOkQ,58
Bag A l'ame,Cristina Pato  Mutenrohi,10,6j30pMZTK8binWFtkYbvWq,2
Outro,Tunsi,10,4DB4Ym8pyn94P8RHyTJy8r,0
A ti,Alturas,10,4mVhCsI2OIUkzasjRE6I3q,0
Outside The Law,Epitaph,10,3urAGSxPFAxp2mZlFavO82,10
Tonight Te AmarAc,MDO,10,1tS6nfSzRvXB5YDeY2kzGF,6
Everyday Stranger,Dub Pistols feat TK  Ashley Slater,10,2qQieiApQ1TkvkZGLkbCH0,38
Rain  Ekoln,Olov Johansson Catriona Mckay,10,53ujSVpsWbu3LlRv5d9cfZ,7
Heaven Only Knows,KOS,10,4XseX48eNHfBNRzyCoBc9K,45
Tired Of You Clowning,Sunnyland Slim,10,3Cn9pfHoq3VxadxnqVZ8DJ,1
RApido Nos Vamos,Javier Mendoza Band,10,0QyUbZSk4Mm2mG3Bephwte,0
When Morning Comes To Town,The Field Mice,10,1qyO5ATsOuZOHnUfdrI5g2,14
Lived My Life,Singing Melody,10,5bCILBV99LIxxgu7Pn29Za,2
Do Re Mi,Percy Faith,10,49WjcNhorXZBKx3dzFMiVe,0
When I Was A Cowboy Western Plains LP Version,Jim Kweskin,10,6RNATLGcUVDSPaVyJM0T4R,3
Purple Pygmies,Walter Ego,10,640qq2vE5mFC6VkIQ0uVQ1,2
Gossippo Perpetuo,Perrey And Kingsley,10,0ZYDe0Vx7yK49ftUFnk1kF,3
Destroy Everything Album Version,Hatebreed,10,501CSzS4gwNOJnlWHuBt9r,55
Love The Feeling  Original,Leroy Hutson,10,7yLQMOBHYEkFkFQcEoNEpR,40
Hot Girls,Kiprich,10,6RqgS4UlHix7k8FshbXndt,0
Got The Bull By The Horns,Johnny Horton,10,1Tt1eOhh3fwPnJjjbNcQuT,27
Guardian Angel,Novaspace,10,6WNvJpFzqfP2IjWYxExNzG,31
D Shuffle Jam Part 2,Christian McBride,10,4bBIADw4urJPkcx0YOfEIo,43
The Sound of C Acapella,Confetti's,10,1trWsxw73QmGRuOVA8PEyG,4
Beef,CaponeNNoreaga,10,1qbADMsKCFmu08MhWPTZpb,69
Ace Insurance Man,Bobbie Gentry,10,12sdVfiSHmdH75XNwz6HEe,6
That's How Strong My Love Is,Doyle Bramhall,10,5rFJ0N7mJOEFgFrFweIjX4,19
Ambulance Man,Memphis Jug Band,10,60lRco0Q1zeOrxjBTJ64WR,1
That Rock Won't Roll,Restless Heart,10,6fkBh0vLX2GahgCw1eXui3,32
Je Vous Revois Madame Flm ''Le Vagabond Bien AimAc'',Maurice Chevalier,10,1yTZjNU4R0pYNpXwyl37bE,53
A Good Life,Joe Grushecky,10,2GHvsHZmuT8Kfjn77ALpbc,3
Slab Ridaz feat Lucky Luciano  Filero,Ice Lucky Luciano Filero,10,6PpVZzJdOpaKjyTlDljN3H,0
MAs Y MAs,Mazz,10,62juLETZAAbXmjvgQEGQMu,22
No City  Instrumental,Aesop Rock,10,10npmHJrnUSp2U3rTVALJ8,7
Sedona Suite SunrisePrayerJoySunset,Tom Barabas,10,6MU2lK7TkxWjJYtM0xzzmq,12
Let Him Fly,Patty Griffin,10,15GiOLRhRZGM07xhEorDZ4,51
Feeling Blue,Eric Burdon,10,2PV3u7DWvl6kQDjl2L7tAt,14
Let Me Go Home Whiskey,Asleep At The Wheel,10,3WphM04Z51fiK0CbHuUNeT,8
Tschung Mori,Megadrums,10,1WVUTCJsdMiOour6Uc17Vj,0
Today,Electrostatic,10,1aIqyqTYyZTbobKi0xBEKy,0
the Cool Down,Soul Ballet,10,76yPQyDHcZJLrKkwhA7sHD,27
Puy Pop,Xzibit featuring Jayo Felony and Method Man,10,2GjMPj2kfVlMkRL9m6wbY8,22
Someone to Watch Over Me,Frank Chacksfield,10,7kH1ncrh5yN5vGSWSAW8wT,52
