song,artist,class,track_id,popularity
Waitin' On A Woman,Brad Paisley,4,3uJggzf2q1lCOl8EiQHFvN,53
Waiting At The Bus Stop,Bobby Sherman,5,1sbXeADJ71eBDPurIEzijS,3
Waiting For A Girl Like You,Foreigner,0,2OgVsp77En2nju8pnCieVU,71
Waiting For A Star To Fall,Boy Meets Girl,0,09huOVRryZNV2deKFZLJDC,62
Waiting For Love,Alias,1,5TS6P84uJYubgKr2QTU1fk,27
Waiting For Superman,Daughtry,6,4AU7z13HYmPMetlWbq1mys,59
Waiting For That Day,George Michael,2,1y8pNONQUfiCDXWME7IQBa,46
Waiting For The End,Linkin Park,4,1V4Bq9kYHMk9yILUp5z3o3,58
Waiting For Tonight,Jennifer Lopez,0,5yaCquc7koPqtgj7v0lwHX,64
Waiting For Wednesday,Lisa Loeb & Nine Stories,8,5dtGANbAShCkQZK0FU1xw8,21
Waiting For You,Seal,8,5O1PysbsHILCIZDHQscUWn,22
Waiting For Your Love,Toto,7,1CP967dCzbdR2RMejYyPFz,45
Waiting Game,Swing Out Sister,8,2YWiD7mVNd2tPqDND0FczP,40
Waiting On A Friend,The Rolling Stones,1,4Wd9pEtEnZNDjgiswGOpJb,60
Waiting On The World To Change,John Mayer,1,5imShWWzwqfAJ9gXFpGAQh,73
Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,3,3F06IVF1UHDj79Pk6Jd2FH,0
Wake Me Up Before You Go-Go,Wham!,0,0ikz6tENMONtK6qGkOrU3c,79
Wake Me Up When September Ends,Green Day,0,3ZffCQKLFLUvYM59XKLbVm,76
Wake Me Up!,Avicii,0,0nrRP2bk19rLc0orkWPQk2,86
Wake Me When It's Over,Andy Williams,4,5ymVfeMK8cDew5vzntTuc7,40
"Wake Me, Shake Me",The Coasters,5,0wacMQp7uVCSV7WVipU1yK,17
Wake Up,Travis Scott,2,20MuVazoNMv6xjKPnRFOxG,68
Wake Up,Fetty Wap,4,6BOtDFg6GJm0rPUDuNmx57,50
Wake Up,Hilary Duff,2,7qhUtJDCu1tYrdkIMPVYRc,47
Wake Up,The Chambers Brothers,9,4dTU2FPYgADbJlOQXOyy7e,6
Wake Up (Next To You),Graham Parker & The Shot,3,63lZR6NrvsosUAFwXSE63E,29
Wake Up And Be Somebody,Brainstorm,8,0FYbAzaNnBTtgcmYGPdqS3,14
Wake Up And Love Me,April,9,7oBpsJfnBOsufQAFx6m5iT,0
Wake Up Call,Maroon 5,1,1zqllQUMCgMaInr0CzFVll,53
Wake Up Everybody (Part 1),Harold Melvin And The Blue Notes,1,2CeoxR14ZbXZ1FVYYV6wkm,5
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,1,3Rm787pfQBmS4PTwhI7EUR,0
Wake Up Little Susie,Simon & Garfunkel,2,0koCiAw0YXg3sU8b44dBLt,1
Wake Up Lovin' You,Craig Morgan,9,5UY3Vzkc5INzJ3wBJm5FlD,44
Wake Up My Love,George Harrison,5,6L6v7ZZMfjUG5o2sEptpLY,27
Wake Up Susan,The Spinners,5,6oV96Q5ejobnSXzl59kEOu,10
"Wake Up, Wake Up",The Grass Roots,6,1LrfhDdsKPVYtdtodBrA8G,15
Waking Up Alone,Paul Williams,5,21ndcN4sDXexokLMqbjqJm,24
Waking Up In Vegas,Katy Perry,0,6fvxos1qSHrIgOkKw4dhWS,57
Walk,Foo Fighters,8,76Je5Wklky23mVoxiRszcN,69
Walk -- Don't Run,The Ventures,0,4w8QvjM1Nr344937eMBrgn,24
Walk A Little Straighter,Billy Currington,6,2LUYGE3JUk4LIIobqI0jpr,40
Walk A Mile In My Shoes,Joe South and The Believers,1,49dCQGqLHLqlgTcnxqN5h6,30
Walk Away,Kelly Clarkson,1,25sA1vM4BFkTb5cJGWftFo,49
Walk Away,Donna Summer,3,2OHWxDojE31QEAz3FYz9xU,0
Walk Away,The James Gang,5,2PxqtN5Fnb4vYjLThWVtYb,0
Walk Away,Matt Monro,2,7JURn7T7Tq3wszT0aEieBM,33
Walk Away (Remember Me),Paula DeAnda Featuring The DEY,1,0Sc9UwBpChiRKRF8DKvWKZ,55
Walk Away From Love,David Ruffin,0,5cAGsX0EzCqKuQr7nui6T7,46
Walk Away Renee,Southside Johnny & The Jukes,9,65subPffD3s7ogtpizLJCH,28
Walk Away Renee,The Left Banke,0,6utiXjyN4dWoMNEZa2skxn,48
Walk Away Renee,Four Tops,1,5RcIofhXhi7CTrmNXCOn4G,44
Walk Easy My Son,Jerry Butler,9,2kB3glhYbsX2vnxEeAPCwd,1
Walk Em Down,NLE Choppa Featuring Roddy Ricch,3,1Z0cZI0UzNbP9L8MzzGxqf,74
Walk In The Night,Jr. Walker & The All Stars,4,0C4CdjZponKJGIaTvLVP53,30
Walk In The Sun,Bruce Hornsby,5,5B9SeOQHiyvheYaAfBq7ml,26
Walk It Out,Unk,0,6PBAPjshd2JfEiWpdf3C2a,57
Walk It Talk It,Migos Featuring Drake,0,6n4U3TlzUGhdSFbUUhTvLP,75
Walk Like A Man,Grand Funk,1,0gRiVUZhN7AErXjiJnCqPX,28
Walk Like A Man,The 4 Seasons,0,4C76SOnBa9eQDwOwe11hPz,58
Walk Like An Egyptian,The Bangles,0,5L6HNuXN71bfeuKXYtRasF,58
Walk Me Home,P!nk,4,7DHApOHsIFo7EyfieArYGE,66
