song,artist,class,track_id,popularity
Sloop John B,The Beach Boys,0,2ULL3VZf4WwBKO4vjwT7Bg,60
Slop Time,The Sherrys,9,7qDKFStZHgNQhFXKVly1CQ,1
Slow,Kylie Minogue,9,2DAxu8f0ZupOzkFEZz8kqE,32
Slow And Easy,Zapp & Roger,4,1gx8WJB0qTpA1nxKloIaQ6,41
Slow And Sexy,Shabba Ranks (Featuring Johnny Gill),3,2LbrvMCAArUhFERcwqgv18,30
Slow Dance (Hey Mr. DJ),R. Kelly & Public Announcement,4,4JL8YaPQ9MXirLU8Az6Cyt,0
Slow Dance In A Parking Lot,Jordan Davis,3,6MBUUSIWCzaXW4q58Ktrv9,70
Slow Dancin',Peabo Bryson,8,2H9TfClxyfLErQRrQ1OUm8,10
Slow Dancin' Don't Turn Me On,Addrisi Brothers,1,5STiECAfC2QDZGzSHgYk0B,7
Slow Dancing,Funky Kings,6,39mQRZBaeYd31Y9uTE1i5h,4
Slow Dancing In The Dark,Joji,6,0rKtyWc8bvkriBthvHKY8d,83
Slow Down,Selena Gomez,2,2OsEJFTfzfjG4oC92cuP2c,66
Slow Down,Bobby Valentino,0,4Ilen0VxPEsVRLpnePji8P,65
Slow Down,The Beatles,2,2x7vw79tKsW99s8sbyuvPM,35
Slow Drag,The Intruders,5,7bDRsLX9AnLGmZo2jHIxFr,26
Slow Hand,The Pointer Sisters,0,3fvDLsiTHPQNgzuMd3Mpb5,60
Slow Hands,Niall Horan,1,2cOUlop2ZakjOKe4WinesN,75
Slow Jams,Quincy Jones Feat. Babyface & Tamia With Portrai,6,6CtrSJaPZxcGn991fLgxJF,46
Slow Jamz,Twista Featuring Kanye West & Jamie Foxx,0,3A4cpTBPaIQdtPFb5JxtaX,70
Slow Love,Doc Box & B. Fresh,5,7zFh6rhSiZ0bNVR7t7RDi9,30
Slow Me Down,Sara Evans,8,6Zf4AMWgnUDobtAixiIqnZ,37
Slow Motion,Trey Songz,2,4NYwy0R3NdvORX2B6OZXBT,68
Slow Motion,Juvenile Featuring Soulja Slim,0,6ihObRBTB8xdSH2mlERtOX,64
Slow Motion,Color Me Badd,1,03GzYByXsXHcoEAxjsWv9G,22
