song,artist,class,track_id,popularity
Party Music,Pat Lundi,7,6nzxcUtxye4HMz8v8iYnlg,41
Party On Fifth Ave.,Mac Miller,6,24OMJgeZvpSu92TbAe2WYh,53
Party People,Nelly Featuring Fergie,3,61WgPdz6Ik7v0LMOfEgpSv,35
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,0,0IkKz2J93C94Ei4BvDop7P,69
Party To Damascus,Wyclef Jean Featuring Missy Elliott,6,2bO2qT1AU2Cexlr91Urc74,26
Party Up (Up In Here),DMX,2,4AIHPdr6x3qNbxTR8ngWdQ,44
Partyman,Prince,1,1Wn5LO7y9CLW0lHf2hNt8k,47
Pass Me By,Peggy Lee,9,35vT44zSoPmupJ7SwLse0c,28
Pass Out,Quavo Featuring 21 Savage,6,3edzl4zvKFi0D3iuF6cs2f,50
Pass That Dutch,Missy Elliott,2,1MaI6NwdrqnE3mRzOYTpoo,58
Pass The Apple Eve,B.J. Thomas,9,5pG9iIFw3W9RqbLHgvitT3,1
Pass The Courvoisier Part II,Busta Rhymes Featuring P. Diddy & Pharrell,1,4SnTf4ixVZCfQtxHNhky0T,55
Pass The Dutchie,Musical Youth,0,1BkY0N8ChFk2mdLbAUu8ZK,69
Pass The Peas,The JB's,9,62rSpnxXl2lXDevp1z583x,52
Passenger Seat,SHeDAISY,6,5nYMRWEHPEhbZ3GbfuBZAV,33
Passin' Me By,The Pharcyde,5,4G3dZN9o3o2X4VKwt4CLts,70
Passion,K5,9,3cHxfNznhPp0GRBTm4pcW7,18
Passion,Rod Stewart,0,0vZCwj0Mq5uS8GwSIYo6Y7,43
Passionate Kisses,Mary Chapin Carpenter,5,4CzyLocgGmnRxSlHaKvYGB,45
Passionfruit,Drake,0,5mCPDVBb16L4XQwDdbRUpz,83
Past Life,Trevor Daniel x Selena Gomez,7,7MN8RYSofZsFROBlEOAzXq,64
"Past, Present And Future",The Shangri-Las,5,6ozkTvpSzrRK9vJCMksza3,31
Pata Pata,Miriam Makeba,1,1BLXxFPDL2BT37nHKD7KrA,57
Patch Of Blue,Frankie Valli & The 4 Seasons,9,555M7qfhEm6uV9xXyyvecm,6
Patches,Clarence Carter,0,5vk9PL1tTyWrQY3TqRq2Rg,47
Patches,Dickey Lee,0,4jmLzvN8QG9V7C06REIMpf,27
Patek Water,Future & Young Thug Featuring Offset,4,7r6LNJT2LqpLpEyZQJPygt,54
Patience,Guns N' Roses,0,1OEoNpiyqBghuEUaT6Je6U,72
Patricia,Perez Prado And His Orchestra,0,2bwhOdCOLgQ8v6xStAqnju,27
Patricia - Twist,Perez Prado And His Orchestra,6,2bwhOdCOLgQ8v6xStAqnju,27
Patsy,Jack Scott,6,2pAc35JdZuZHHOAqGqXJyX,2
Patti Ann,Johnny Crawford,4,543Qtjzov7A5acT4He5yUt,4
Patty Baby,Freddy Cannon,6,5CxrCz2zXok6L2rFx4qEVZ,9
Patty Cake,Kodak Black,7,0bXFIF7iL17TYLyx8JHziM,62
Pause,Pitbull,7,0c7wqpBLOTFr1yb70LHGFM,43
Pay Back,Etta James,7,7DKgWPTVrXzfIG6Gv9Cah7,14
"Pay The Devil (Ooo, Baby, Ooo)",The Knack,6,5Fca4j26vi3HSaeN960D0U,7
Pay To The Piper,Chairman Of The Board,1,43HCPp5Hi3eMfBvi8iki1g,5
Pay You Back,Meek Mill Featuring 21 Savage,7,0UNeNA0dcfUMsGxvLwf2p3,49
Pay You Back With Interest,Gary O',6,69DorHb4zrXLXHN2053i80,33
Pay You Back With Interest,The Hollies,2,49BkjVIwWuO5lk23uhZcJz,20
Paying The Cost To Be The Boss,B.B. King,3,1HK0gVdcEwTUaJzCTNhjA3,48
Paying The Price Of Love,Bee Gees,7,33Z1BRngcyzyEYo3lRQY8H,51
Payphone,Maroon 5 Featuring Wiz Khalifa,0,4P0osvTXoSYZZC2n8IFH3c,72
Peace,Taylor Swift,5,7MbT4I8qGntX4fMdqMQgke,67
Peace,The McGuire Sisters,8,6E5JZ8GP3sPgUPFGQwL5VY,5
Peace Brother Peace,Bill Medley,4,6qXnH5OmtO9DNzx9jjz65d,5
Peace In Our Time,Eddie Money,1,4DINaOcmczOIrUwKsNqmew,20
Peace Of Mind,Boston,3,1GqlvSEtMx5xbGptxOTTyk,67
Peace Of Mind,Paul Revere & The Raiders Featuring Mark Lindsay,4,3gKwVWwKmeuFtPubICbOGc,58
Peace Of Mind,Nancy Wilson,5,217TWF5jp26a93UCssbya5,3
Peace Of Mind,Teresa Brewer,6,2C69yvwxsoQEti1GFx9MHj,1
Peace Of Mind (Love Goes On),One 2 One,9,3iwCe1OI4468J1okl9D9c4,24
Peace Train,Cat Stevens,0,4d0d2llNcQIHmaCgYTrODQ,64
Peace Will Come (According To Plan),Melanie,3,1lMhE01kAot77D8M17ac3m,22
Peaceful,Helen Reddy,1,1YNCi9tPJffDJHNc6at129,43
Peaceful Easy Feeling,Eagles,2,40h65HAR8COEoqkMwUUQHu,69
Peacekeeper,Fleetwood Mac,7,47QCcoUKxDP1vuli0LwT8G,52
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,0,4iJyoBOLtHqaGxP12qzhQI,83
Peaches,The Presidents Of The United States Of America,2,5huLMzIzFEdVcvEzt2hfk1,63
Peaches & Cream,112,0,2SLZ2rX5773RS16mcqBxG7,64
Peak,Drake,3,11L064movtyopGdLiX4sVg,59
Peak Of Love,Bobby McClure,9,3HfXCqcFDH5Oz4O89O9Mtu,5
Peanut Butter,Twennynine Featuring Lenny White,8,3aIhJDHxr1kgTSnutJxPTH,63
Peanut Butter,The Marathons,1,30FmylGA0FPLdO83DJBneR,13
Peanuts,Rick And The Keens,5,1i1RRNiQOQ0qQAV6enlm3Y,1
Peanuts (La Cacahuata),The Sunglows,6,2fK49M9qLag3hA01DTOcVV,8
Pearl,Tommy Roe,4,4Ts2evu1yhxo5bFgaIo4Hj,3
Pearl Time,Andre Williams,8,6hriKayAKlu74iGgvtGXJe,2
Pearly Shells (Popo O Ewa),Burl Ives,5,0TEQZaJfsyG4ZnYyH7ab1s,0
Peas 'N' Rice,Freddie McCoy,9,0VjZC2nsyapSm0pd5r4Jns,45
Peek A Boo,Lil Yachty Featuring Migos,7,1iTWoKAdilGEmit6xhQZje,47
Peek-A-Boo,Siouxsie & The Banshees,5,3VkyKA0iCT1ABwaSjb0kpf,44
Peek-A-Boo,The New Vaudeville Band,7,1UOB6yEXaMQ1hbhmBQW5wZ,4
Peek-A-Boo,The Cadillacs,2,4YTRJpKvS8DLClLcxUx0wI,15
Peepin Out The Window,Young Thug With Future & BSlime,9,03kozlqpm5twrblZia0m9j,49
Peg,Steely Dan,1,2MaLglXXcouyoh03rUROQ2,64
Peg O' My Heart,Robert Maxwell His Harp And Orchestra,6,0U8HU5mENXufu6Nr6wBuAF,32
Peggy Sue,The Beach Boys,5,6CjId5Ur6jRP6ndGLy6vm2,13
Pen & Paper (Something Typical),The Red Jumpsuit Apparatus,7,4wzjNqjKAKDU82e8uMhzmr,75
Penetration,The Pyramids,1,2ORXFszhtyXn5MwVJcmiK6,37
Pennies From Heaven,The Skyliners,2,4HCA1iiTZvcDFSHZPmolQ9,27
Penny Arcade,The Cyrkle,9,0h16mEAACVZkQoeOwbxtZP,7
Penny Lane,The Beatles,0,1h04XMpzGzmAudoI6VHBgA,64
Penny Lover,Lionel Richie,0,4Xb1m7We3J7XXbmT8ney5E,0
People,Nat King Cole,9,5c3ve0JNd9Qa3EcSFol2pU,7
People,The Tymes,3,310v4j8Mnda0oAg2E8Ml1a,10
People,Barbra Streisand,0,0AfseROXCjDFXudJKAH0Zc,35
People Are Changin',Timmy Thomas,7,0TFrVhKOpOlQDs8paaoGny,4
People Are Crazy,Billy Currington,2,5JnLiuMgRAWoHYOhatFP3s,66
People Are People,Depeche Mode,1,2h4QlHTk5OKkKozTszRYgi,64
People Are Still Having Sex,LaTour,3,1xKW0Y1kSVnZzcAHOccLVl,39
People Are Strange,The Doors,1,1Jmqubf9kGkWeYQXQKImL5,75
People Don't Believe,Scarface Feat. Ice Cube,7,2NZYvSyWHdR2QgXvOpFY49,38
People Everyday,Arrested Development,0,5thts3213xwSroRd11fv5A,56
People Get Ready,Jeff Beck & Rod Stewart,4,1Qd3CUBmJMBOmapxPYY6pZ,52
People Get Ready,The Impressions,1,6AeG6jSoAVbmUFO6LyYmBf,58
People Got To Be Free,The Rascals,0,5tUEIByLWg1sYWajZ2x5zx,39
People Gotta Move,Gino Vannelli,2,2ZZrWIvrGh6P6Hhabf8FtB,44
People In Love,10cc,3,5OesuURQhsAqUzjegDkSQP,28
People Like Us,Kelly Clarkson,6,6tFeZgmfkspHPH33MWe3m0,44
People Like You,Eddie Fisher,9,6cahHUfSQDIB8i0Yx3srwx,0
People Make The World Go Round,The Stylistics,2,0JB6XDnV6U6M9U6j4VotoH,46
People Of The South Wind,Kansas,2,7cd7O1112Y5OQlvDQDz9Ws,32
People Say,The Dixie Cups,1,4PinP62xAwYcizCttX7ZTp,29
People Sure Act Funny,Arthur Conley,5,1h9pYichpN1sdLDNjgpzK5,18
People World,Jim & Jean,9,4pjrbnZ4G7zmhL9i6DZVsd,11
Pepas,Farruko,2,5fwSHlTEWpluwOM0Sxnh5k,83
Pepe,Duane Eddy His Twangy Guitar And The Rebels,1,5MGvMTGIf0PHlnn4TTEsU9,15
Pepino The Italian Mouse,Lou Monte,0,4YZzhEfuPRYSAYXLWR2tWH,26
Pepino's Friend Pasqual (The Italian Pussy-Cat),Lou Monte,7,4YZzhEfuPRYSAYXLWR2tWH,26
Pepper Box,The Peppers,7,4ACvdzn0uoIWTnKDLEFynU,22
Peppermint Twist - Part I,Joey Dee & the Starliters,0,4vFuebQvxexME3dTs99ifv,35
Percolatin',Willie Mitchell,8,1jcUhX1ocqQdHsQm0mRKrX,4
Percolator (Twist),Billy Joe & The Checkmates,0,74kNEtiGplbUmrBu48Vpsw,28
Perdidos,Monchy & Alexandra,9,0jF9xxKr7NOo8mUsX8qoTI,49
Perfect,Glee Cast,5,27yjn0vzgAp27P2BWQW89b,39
Perfect,Logic,9,5jbDih9bLGmI8ycUKkN5XA,67
Perfect,Ed Sheeran,0,0tgVpDi06FyKpA1z0VMD4v,88
Perfect,One Direction,0,3NLnwwAQbbFKcEcV8hDItk,79
Perfect,Sara Evans,4,4kUmPSgNMjedQW63iEf8g2,31
Perfect,Simple Plan,2,4j3X4KX8rURekAVIFUhI23,69
Perfect,The Smashing Pumpkins,5,5DuaMIvmPyT3oEvuccx6JO,60
Perfect,Fairground Attraction,7,29KiGwvYBw6JGQWrAlLhGg,55
Perfect Combination,Stacy Lattisaw & Johnny Gill,7,0nLkaurSSkcxIx7Ns5QLsX,0
Perfect Illusion,Lady Gaga,1,56ZrTFkANjeAMiS14njg4E,62
Perfect Situation,Weezer,5,1D7UBHqaPWDbBHs2S5YXge,55
Perfect Storm,Brad Paisley,5,14UE0L5fL5TL0ohEiAv56X,48
Perfect Strangers,Lil Wayne,8,4E3qImtJzRqLt8ZZyLceOE,51
Perfect Way,Scritti Politti,1,6B8o3jaaROfqsvj50xhkfz,40
Perfect World,Huey Lewis & The News,0,0WBHEpJjcLd0tkuoClGboV,33
Perfect World,Alias,8,7wbnC3JV0LvBR6We7fXJOb,21
Perfidia,The Ventures,1,7DRwkerriaXA6OCF6H7oqM,37
Perfume,Britney Spears,7,0DOgMeHlNponAEqczZoxX0,51
Perhaps Love,Placido Domingo & John Denver,5,6h2XpqmKf8psD4crhhATsw,1
Permanent,David Cook,2,7bppBAD4NHqVqzXkrkZVxY,40
Permission To Dance,BTS,0,3XYRV7ZSHqIRDG87DKTtry,77
Pero Ya No,Bad Bunny,6,75pQqzwgCjUOSSy5CpmAjy,70
Perplexing Pegasus,Rae Sremmurd,8,1ung2kajpw24AaHjBtPY3j,57
Perro Fiel,Shakira Featuring Nicky Jam,9,70lnL3QaSOIIyMa2X9aVRL,71
Personal Jesus,Depeche Mode,2,1xShPgQbOUa98avWJQFDBY,60
Personality,Lloyd Price and His Orchestra,0,7JI1MoBWRQAZFTL5FxrQla,49
Personally,Karla Bonoff,1,3sgT82L2JLu7LUlwr9MfrK,31
Peta,Roddy Ricch Featuring Meek Mill,7,4bl1HBZliBuYpFZjWgefE4,59
Pete Davidson,Ariana Grande,9,0XOnMqLQDO89iAg7dWWwnG,60
Peter Gunn,The Art Of Noise Featuring Duane Eddy,4,5AP5fad3HD8dQpdrBWOw3K,29
Peter Gunn,Deodato,8,3Jl5YXdcGnraKZxqiVOMOs,9
Peter Gunn,Duane Eddy His Twangy Guitar And The Rebels,2,3owKZYdWWzNcThn3NLRkb3,46
Peter Gunn,Ray Anthony and His Orchestra,0,4kJjFVt9dnHxz9zwPqzGLt,14
Peter Pan,Kelsea Ballerini,3,2wqXQjOmQ9KoBm9Ssgt4Fo,66
Peter Piper,Frank Mills,4,2VNs8bxnelCIpFGRho2hS1,26
Peter Rabbit,Dee Jay And The Runaways,4,5Ugpl0C3Syh0ndKivv6Yr5,2
Petite Fleur (Little Flower),Chris Barber's Jazz Band,0,6Xy0TKhM0Ytjt65QuVEN67,64
Pets,Porno For Pyros,6,5kcQEPksJHTOLQ4In5oGN2,54
Petticoat White (Summer Sky Blue),Bobby Vinton,8,7inxB3CvYZyZb4i8KODD2s,3
Phantom Limb,The Shins,8,3NPiFBw3mA9qbJfo0nhk6X,54
Phantom Writer,Gary Wright,4,7smZ1fdUjFYNHCOhV7aoAs,10
Phenomenal,Eminem,4,4e5lEqydMatcEio6ef9Dpf,57
Phenomenon,LL Cool J,5,7Jc0l11j0Ehx6smWHqDXtX,53
Philadelphia,B.B. King,6,6TIYyC6O3KjSGjM9PdcLiM,10
Philadelphia Freedom,The Elton John Band,0,7KUu5XsODBbJ4ht2XgwTJK,0
Philadelphia U.S.A.,The Nu Tornados,2,7A99JonAe94FLm6DqNIpS8,41
Philadelphia U.S.A.,Art Lund,8,7rBL12epoBB1HSSVIzNa7y,12
Philly Dog,The Mar-Keys,8,1cHIHTExDFGCg66uRwPeF4,23
Philly Dog,Herbie Mann,9,0RlrRftZDNtuHYX7VGWr1Z,15
Photograph,Ed Sheeran,0,1jckp6GBlvlJ14D1FOplX8,1
Photograph,J. Cole,1,0bhnUFDQFCEHCBlsQfHnj5,61
Photograph,Nickelback,0,3hb2ScEVkGchcAQqrPLP0R,69
Photograph,Def Leppard,1,18URo35acNKRTHfEdjTcGn,68
Photograph,Ringo Starr,0,1hwN2eAwsXgktvw9Qe8TrP,58
Physical,Glee Cast Featuring Olivia Newton-John,8,3hJQ0Bzblzx7JY5rKPvap0,34
Physical,Dua Lipa,5,52Lw444JQG8V2kqGArAOk2,0
Physical,Olivia Newton-John,0,4gitetlGHZ9LfuJhwUhEhF,62
Physical Funk,Domino,8,382tT20uGQpkqWPnkdEV6A,13
Piano In The Dark,Brenda Russell Featuring Joe Esposito,0,70RPjUR5l0jmBQndfNXP0z,49
Piano Man,Billy Joel,2,70C4NyhjD5OZUMzvWZ3njJ,76
Picasso Baby,JAY-Z,9,6DlJZmRXDfHzGzAVo1yjfP,38
Pick It Up,Famous Dex Featuring A$AP Rocky,5,0dSIrRkA4PadGll16TgbnV,65
Pick It Up,Home Team,8,4Va4w2wDvpAlRgBQSzDfUw,18
Pick Me Up On Your Way Down,Pat Zill,9,3fQkjPE6eW594aCeekK2Le,11
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,4,4GXl8l1MfZPf2GvpyRPJBf,69
Pick Up The Pieces,Carla Thomas,6,2KVOEdNDWrMfc5AlMEF0lm,12
Pick Up The Pieces,AWB,0,2x1LQq8lsUzAA2wNj8yjC9,55
Pick Up Your Feelings,Jazmine Sullivan,7,2I7CJZLo2nDqGuzZJA1XlZ,60
Pickin' Wild Mountain Berries,Peggy Scott & Jo Jo Benson,2,2rqaOgw9B4JYSqWTq0QsOT,0
Pickin' Wildflowers,Keith Anderson,6,2GgIDaPLsowybB3WgxLWUj,61
Pickle Up A Doodle,Teresa Brewer,9,4Dvh0RfaYxlEqQjRrWZSCl,39
Pickup Man,Joe Diffie,5,60w5eL1G4Or7LlTSrR5r8a,59
Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,0,69j0KoPJuwpnbGWrfn7Yll,68
Picture Postcards From L.A.,Joshua Kadison,8,4MNSdVgRmPVraQ1eqNoVg2,38
Picture To Burn,Taylor Swift,2,32mVHdy0bi1XKgr0ajsBlG,69
Pictures In The Fire,Pat Boone,7,5XjPPdhCGeAEecJlxAJt3M,40
Pictures Of Lily,The Who,5,123RhEzztpTieeEd13NexC,34
Pictures Of Matchstick Men,The Status Quo,1,5iRnkIAcHpbAlygyHwPSzG,0
Pictures Of You,The Last Goodnight,6,6V4y4uuMAxe2EYDIWNToaH,52
Pictures Of You,The Cure,7,1tuwC1Ob5vnYZhvg3zyzJg,57
Piece By Piece,Kelly Clarkson,0,3KbFtYPyVP6C7BQVgH2cCf,60
Piece By Piece,The Tubes,8,5iS1LpRTQaNoYgBz5oqscz,16
Piece Of Me,Britney Spears,1,2EvwLVrnYbCZEG6Kx5DCRy,64
Piece Of My Heart,Shaggy (Featuring Marsha),7,7cvop8FcQdqP6qfVmQLkdD,47
Piece Of My Heart,Sammy Hagar,7,7lRVXzYDdXywXHMeoZZsXl,33
Piece Of My Heart,Tara Kemp,0,1jRAg7uqdsm5VYKKeEVKVd,15
Piece Of My Heart,Erma Franklin,6,2GbePPrWWSRxcmW6QRSPae,58
Piece Of My Heart,Big Brother And The Holding Company,1,1xKQbqQtQWrtQS47fUJBtl,67
Pieces Of April,Three Dog Night,1,0OnaNcIz9ErQwML7u06DRF,36
Pieces Of Ice,Diana Ross,3,4L7asjKaSIdw972341v1sg,7
Pieces Of Me,Ashlee Simpson,0,7yXibbAYi4to5oQTeO738f,56
