song,artist,class,track_id,popularity
When You're Gone,Avril Lavigne,2,54JKnDB3CzVu8wNAOM27BI,69
When You're Gone,Brenda & The Tabulations,5,1fZC5RQre8kgyhqNVflPTm,41
When You're Gone/Free To Decide,The Cranberries,2,2Qdnk7tbc4onLOIPd1eSNE,64
"When You're Hot, You're Hot",Jerry Reed,0,6sykijVtS1m8vxLnkKXrJ5,43
When You're In Love With A Beautiful Woman,Dr. Hook,0,1UiKUFbCfgbVjwY8W657Pv,64
When You're Mad,Ne-Yo,1,5FXOEdfNW7nYQrBWtW49Cl,55
When You're Young,3 Doors Down,8,6uMPJ3NmW8FfqqNwqjUHrB,50
When You're Young And In Love,Ralph Carter,9,3URfKi5DOvUaJMuTuT8osm,39
When You're Young And In Love,The Marvelettes,2,3URfKi5DOvUaJMuTuT8osm,39
When You're Young And In Love,Ruby And The Romantics,4,3PfdTUIPKYym6QAhb9JuZ0,15
When You're Young And In Love,The Choice Four,9,3URfKi5DOvUaJMuTuT8osm,39
When Your Heart Is Weak,Cock Robin,3,3d6zRaJbLV2XvxY93Yow1l,55
When Your Heart Stops Beating,(+44),8,1VpTwecl7EbQiGyVsvwFQE,56
Whenever He Holds You,Bobby Goldsboro,3,0APfFK2G1Ehar9QudaPd6r,13
Whenever I'm Away From You,John Travolta,3,0t42432X61n8Q2T2OBAgGs,6
Whenever She Holds You,Patty Duke,6,34l5f31YtT0WFj1mY4QswG,1
Whenever You Come Around,Vince Gill,7,3PHLZ5wmtyZha1pp2405OT,56
Whenever You're Near Me,Ace Of Base,7,6WbvcrrQeCDPJimzVDxHBk,28
"Whenever, Wherever",Shakira,0,2lnzGkdtDj5mtlcOW2yRtG,82
Where,The Platters,4,6ifFwz5geGpi2FvyYLiOWL,7
Where Am I Going?,Barbra Streisand,9,6LVQN95MVvXSvDL5cgcHsJ,13
Where Are All My Friends,Harold Melvin And The Blue Notes,7,1h6KiZutaBzWoWvMXB8sg0,34
Where Are U Now,Skrillex & Diplo With Justin Bieber,0,66hayvUbTotekKU3H4ta1f,74
Where Are We Going,Bobby Bloom,8,2aLDkROo7XYPtJSVo5wi5h,3
Where Are We Runnin'?,Lenny Kravitz,6,4ouIWkFspNZYFO87Gdufxb,55
Where Are You,Frankie Avalon,3,3moXW7IxJzjMMJDQt7Ja5i,7
Where Are You,Dinah Washington,3,78mqMkOHEqVNtVCnPj8o2O,8
Where Are You Christmas?,Faith Hill,6,1msuiw6pnXYfxZ7Edyit9U,46
Where Are You Going,Dave Matthews Band,3,5EjZXJ4nVpw7uI6eso1SFS,56
Where Are You Going,Jerry Butler,9,6FPbUSIzGAdl3CkQgcUpcU,2
Where Are You Going To My Love,The Brotherhood Of Man,6,3OBDaCpf2HepSP6C1pLRjp,1
Where Are You Now?,Jimmy Harnen With Synch,0,7Iaszg8XcI9Ze57nUpPtaw,47
Where Did All The Good Times Go,Dennis Yost And The Classics IV,6,4HA41wjEvy4LUrKekOMGk8,1
Where Did I Go Wrong,Dee Dee Sharp,8,2BwqYkl2WmhBC6ecGfN4YR,6
Where Did Our Love Go,Donnie Elbert,1,3Q8oiALtj5cz3B2MwRE1r0,30
Where Did Our Love Go,The Supremes,0,69RH84na5iUNwrwxpgjC5j,66
Where Did Our Love Go,The J. Geils Band,6,0GbvNMjTXRaNordYZx2dTv,27
Where Did The Good Times Go,Dick and DeeDee,9,3MxovyedGworiVtM7rrE7w,8
"Where Did They Go, Lord/Rags To Riches",Elvis Presley,3,3sa06xVNmLLYIxdNNmVQN8,79
Where Did We Go Wrong,Frankie Valli & Chris Forde,8,5HRAuHV1atCXNu54fcOPhv,50
Where Did Your Heart Go?,Wham!,4,0G5fazgowlpnpAuiQ019Ur,42
Where Do Broken Hearts Go,One Direction,8,6HFywc5eQYRRYHYTatCb5Y,66
Where Do Broken Hearts Go,Whitney Houston,0,7tLtIZclwLWk54PFAyDv5T,66
