song,artist,class,track_id,popularity
Mr. Bass Man,Johnny Cymbal,1,3mdCQlCi3v2kwl3l4mFlLe,29
Mr. Big Stuff,Jean Knight,0,2Bls0igCm79XQQ95IoUbhq,66
Mr. Blue,The Fleetwoods,0,6bnFjTW3EnMG4BwreDnSHK,54
Mr. Blue Sky,Electric Light Orchestra,3,2RlgNHKcydI9sayD2Df2xp,79
Mr. Bojangles,Jerry Jeff Walker,7,51DLN9R1dIqkKnlRsz1kpg,45
Mr. Bojangles,Nitty Gritty Dirt Band,0,3cq6mwsjgygbwRIi9wVPGv,55
Mr. Brightside,The Killers,0,003vvx7Niy0yvhvHt4a68B,85
Mr. Bus Driver,Bruce Channel,8,0vmrqkdmdi9v325ZdVarnP,2
Mr. Businessman,Ray Stevens,2,6c05I2lI8biGDG3ououyQl,16
Mr. Carter,Lil Wayne Featuring Jay-Z,6,2tQM1BUrXp2kqOM6mN11TC,59
Mr. Custer,Larry Verne,0,54UFvpOyoqlUu7N09UymMz,18
Mr. D.J. (5 For The D.J.),Aretha Franklin,5,7HXY9MJ75r05K1R1UONVBx,14
Mr. Dieingly Sad,The Critters,1,6hmRnUMvKaD57cWELcxWCy,34
Mr. Dream Merchant,Jerry Butler,3,3I2lG7HLFS3TaWoCBuWPd2,15
Mr. Farmer,The Seeds,8,3vMD8nPtK2mTQ5YVIQDNR2,28
Mr. Happiness,Johnny Maestro with The Coeds,5,5aXXUbzXqdMyCgC7E6jdTs,29
Mr. Ice Cream Man,Master P,8,6utJPGnUAGkW7qRaYpoasi,41
Mr. Jaws,Dickie Goodman,0,4f5khGfquhi5YDNd4bRusS,12
Mr. Jones,Pop Smoke Featuring Future,7,5DiXcVovI0FcY2s0icWWUu,78
Mr. Jones,Mike Jones,9,3LU66Soe9kT5saRxI4wTj6,48
Mr. Know It All,Kelly Clarkson,0,7uRznL3LcuazKpwCTpDltz,46
Mr. Limousine Driver,Grand Funk Railroad,9,6p37vbN1ckKthSv1XwnJ5N,30
Mr. Lonely,Bobby Vinton,0,5KG2ahk1cONbHvg3dBdTbx,53
Mr. Lonely,Buddy Greco,6,0MpZSu8U7wZHKG2HNXoT45,16
Mr. Lucky,Henry Mancini,2,0plxbPQf0Y4KQT0wFAFN95,27
Mr. Magic Man,Wilson Pickett,9,2PThnRtJLm63V54ygHKuQf,18
Mr. Melody,Natalie Cole,4,4TktoJxCnwbRfk90qOJzXq,31
Mr. Misunderstood,Eric Church,8,79dlQxvdsCDApoM8XChkpy,54
Mr. Mom,Lonestar,3,0jSIovJtKxEXH6vI4oRx7I,61
Mr. Natural,Bee Gees,9,2C86Vf9K43LG8GWCHObAzP,29
Mr. Penguin-Pt. I,Lunar Funk,6,3oYDuYuN756KmiCoQoM92e,28
Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift,2,2CYVETnhM9aytqrazYYwrK,72
Mr. Personality,Gillette,4,54iN6BfnSGilCdHV708GM6,34
Mr. Pitiful,Otis Redding,4,0YO65TbY548F7kSncBMksX,41
Mr. Pleasant,The Kinks,7,6EOsbubL3lIxRmVz6L1cfK,32
Mr. President,Dickie Goodman,7,00dKQehgXr3X0cS2UWI8iS,1
Mr. Pride,Chuck Jackson,9,5NeAsRDKMFwNoq6Mch9QFu,0
Mr. Rager,Kid Cudi,7,2ncLdwTd8qzkxiJjlbiOgC,72
Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,0,4Q34FP1AT7GEl9oLgNtiWj,73
Mr. Roboto,Styx,0,7C0rG4oWO7VeZcffyW1sK9,60
Mr. Saxobeat,Alexandra Stan,2,2ZAx6NDhX2yE5aL5ueEQgY,64
Mr. Skin,Spirit,9,6irIqeLIhGTo2C5tIJbMua,30
Mr. Solo Dolo III,Kid Cudi,7,30KctD1WsHKTIYczXjip5a,71
Mr. Songwriter,Connie Stevens,4,2ajr5SRpynlFAxG5e4UgVz,10
Mr. Spaceman,The Byrds,3,6TZYGQ2djryNbg98vV5Prg,49
Mr. Success,Frank Sinatra,4,7lTpgbvsCct5aGapyNKSWp,30
"Mr. Sun, Mr. Moon",Paul Revere & The Raiders Featuring Mark Lindsay,1,3gKwVWwKmeuFtPubICbOGc,58
Mr. Tambourine Man,The Byrds,0,2HCaIYjkvWSZzaSKUoOh3d,63
