song,artist,class,track_id,popularity
Still Will,50 Cent Featuring Akon,9,0Bb0WyZw1xfEMbehZ5GOKd,62
Stillsane,Carolyne Mas,7,3Qcw8gA6BhdhgA0HQ3S7xP,3
Stimulation,Wa Wa Nee,8,6gpi2XrYL2CGOZKkdTB7vu,29
Sting Ray,The Routers,4,1GrsBL78Qk93YfetbzcY92,3
Stingy,Ginuwine,3,6De63WRULDaa1fxOyLilnv,53
Stir Fry,Migos,0,2UVbBKQOdFAekPTRsnkzcf,76
Stir It Up,Patti LaBelle,4,6MTfCWmGgxPxAT8ttAhnaU,48
Stir It Up,Johnny Nash,1,4UvXfxg1ommzERwd6JVIHv,39
Stir It Up And Serve It,Tommy Roe,4,2m8GdIN3YhG5JNxHFHAXOQ,7
Stitch By Stitch,Javier Colon,1,54QbmsN1P8JKzJlKfEVPLe,21
Stitches,Shawn Mendes,0,5jsw9uXEGuKyJzs0boZ1bT,76
Stockholm,Lawrence Welk And His Orchestra,9,6zIGr19hOaHhruwq9hdbIE,43
Stockholm Syndrome,One Direction,9,6AzCBeiDuUXGXjznBufswB,68
Stole,Kelly Rowland,2,4CTX9iU2a0Q9vM2T4YMUQL,52
Stolen,Dashboard Confessional,4,1fZhHANKVFNZ9W8iSh76gF,50
Stolen Dance,Milky Chance,3,6vECYJHxYmm3Ydt3fF01pE,73
Stomp!,The Brothers Johnson,0,3EG65y2LtxWjfydabHdItb,61
Stone Blue,Foghat,3,6JWoLQAvw6LIMGOgEReYVM,25
Stone Cold,Rainbow,3,7HXYoe65kmrPrJR1r0DGtW,51
Stone Cold Gentleman,Ralph Tresvant,3,2lZtKMrV9IVZL5pbItZzlM,28
Stone Cold Sober,Crawler,6,5zZWoSNywlSSosfRUjx7tM,11
Stone Love,Kool & The Gang,0,79rKHltKL1T8rS98lOv3yF,31
Stoned Cowboy,Fantasy,7,6mGJdDVqr3ULeqL0BKuaU0,19
Stoned Love,The Supremes,0,03IOfDZjjJNG8lDrpEB0ZS,45
Stoned Out Of My Mind,The Chi-lites,2,3fcoCYbJiqzSNSsNRfnLea,34
Stoned Soul Picnic,The 5th Dimension,0,23OBcAyQonpaJ2XswR0k1I,37
Stoned To The Bone - Part 1,James Brown,5,3tC8AwTtSolYgKZfEKPpy3,10
Stoner,Young Thug,4,1jROHCeEzDr6VnV8EnBnik,48
Stones/Crunchy Granola Suite,Neil Diamond,1,5pkd9ib1RgbkAd1R9bIOCa,65
Stoney End,Barbra Streisand,0,5P04XSoLl5FT2Ma5xbgjle,36
Stop,Spice Girls,1,3FteycP8CaXS1MhjcXekVT,69
Stop,Sam Brown,6,2IWYi4NJyJvhpJVjVs2pm8,57
Stop,Howard Tate,7,76gntP6fUkwUokmxWcASok,10
Stop And Smell The Roses,Mac Davis,0,0gXj72vNlNoh7kiC8zPEQp,38
Stop And Stare,OneRepublic,1,48s0QHJgmiNsth3WEO6U4M,60
Stop And Think It Over,Dale & Grace,0,2stpBzukWP5LxmqEY2k5vO,12
Stop Being Greedy,DMX,7,6904O7JrAxFybd4yu3Sz2V,50
Stop Doggin' Me Around,Klique,4,3ITjh2XhrdwCkFVjXcrTJf,8
Stop Draggin' My Heart Around,Stevie Nicks With Tom Petty And The Heartbreakers,0,66LhCsc06aTa2Ig7iYPDSP,61
Stop Her On Sight (S.O.S.),Edwin Starr,4,3uqOlJiDgYcikQ1cH6ACIm,38
Stop In The Name Of Love,The Hollies,2,5VnwDH81lLhYtaLpe4P0nt,28
Stop Monkeyin' Aroun',The Dovells,9,3rfZtFPGCiqZokHqqY4rX1,2
Stop Snitching,YG,9,5tNgDjEFJBQd9GjwBvm4zV,0
Stop Stop Stop,The Hollies,0,3Jw2A9SC8zhntx4ON9VabX,49
Stop Takin' Me For Granted,Mary Wells,8,4M732X5J2BE6M8VIHHfxMx,51
"Stop The Gunfight,Trapp Featuring 2pac", Notorious B.I.G.,7,7CVcgHAY7u7KSn544xls0R,6
Stop The Music,The Shirelles,3,7aMEMDMGQDfquaJDk6NqyW,13
Stop The War Now,Edwin Starr,2,1wsUotTLbe40MMumTDIaV3,14
Stop The Wedding,Etta James,3,6jjXwmG1czQP9krzlFsaDw,35
Stop The World,Extreme,9,4Vghbo90YLD9BudOpMKW0K,32
Stop This Game,Cheap Trick,4,4NHySrRExaC4eEIBWPp2Th,26
Stop To Love,Luther Vandross,1,0M78T1W2eL8DsLgCufoGzM,37
Stop To Start,Blue Magic,7,1jxI4xo29IaC2gSBb3eQcZ,38
Stop Trying To Be God,Travis Scott,2,1xYpVRspgaLxdJLOTQkTjg,68
Stop Your Sobbing,Pretenders,6,6pZ8rAXwqJSRPDBvPPINvi,34
Stop!,Erasure,9,6wgueesHOGU3UIkckVISHZ,37
Stop!,The Moody Blues,9,7wxEaJtB92ZvDAW3QarBmI,9
Stop! - Get A Ticket,Clefs Of Lavender Hill,7,7CzsQaxOCUXNLrxQ3uTENN,5
Stop! And Think It Over,Perry Como,9,165n9dxHacuguzneup0HXQ,40
Stop! In The Name Of Love,Margie Joseph,9,58K94S9M4wbyVmuJISw7SS,4
Stop! In The Name Of Love,The Supremes,0,52FlwUMMDnTK8TGkCag9Jd,61
Stop! In The Name Of Love / Free Your Mind,Glee Cast,3,3s3GGkQwwQZq1HOsAjLkK1,38
Stop! Look What You're Doing,Carla Thomas,9,1jYt67ObwzHEKaa8DxrnV2,8
"Stop, Look And Listen",The Chiffons,8,5YTfDljsmdlwuQiUZXpNnf,3
"Stop, Look, Listen (To Your Heart)",The Stylistics,3,0zZQ9lSF4d4lT9FRS85Yw3,46
"Stop, Wait & Listen",Circus,9,6znnpeF8dgLbEFaRFg7eCZ,23
Storm,Lenny Kravitz Featuring Jay-Z,9,6VnpKLtfNH4Dk09YSGPSyR,73
Storm Warning,Hunter Hayes,7,71DDK14XVxkXLmG3AVi1BP,44
Stormy,Santana,3,262RLK33vXanGsKYN2Jxuf,35
Stormy,Classics IV Featuring Dennis Yost,0,2FJbY6XaLqldFBHZPZErlj,1
Stormy Monday Blues,Bobby Bland,4,0goAvaPcZeQGCCxf4wYw7M,34
Story Of My Life,One Direction,0,4nVBt6MZDDP6tRVdQTgxJg,83
Storybook Children,Billy Vera & Judy Clay,5,0J3mOSYJncD8td4c3uGBqo,0
Storybook Children (Daybreak),Bette Midler,5,25PKLYyEdsCnBAnvcah8VF,33
Stout-Hearted Men,Barbra Streisand,9,3K75GsqYHIPJkU29CLxLeR,7
Straight A's In Love,Johnny Cash And The Tennessee Two,8,7n8r8mptJI9f3Lz97muHE8,15
Straight Flush,The Frantics,9,4jbAdJh3bdvWE2VWckQ8Pa,2
Straight From The Heart,The Allman Brothers Band,3,3kCqz5pG60Kt6AbdbTzmYk,12
Straight From The Heart,Bryan Adams,0,5eaK7PLGwyDXmHfTdWZZuE,68
Straight On,Heart,1,12ucCd1VANzNJSCMQ5UMvO,51
Straight Out Of Line,Godsmack,7,0bKZa2zldftYPRrSRscmG2,51
Straight Outta Compton,N.W.A,3,6KIKRz9eSTXdNsGUnomdtW,72
Straight Shootin' Woman,Steppenwolf,2,4IWMZSufcTffNh8tXR0dyT,21
Straight To The Bank,50 Cent,3,6530klKZZmOHL2ACme2rRJ,53
Straight To Your Heart,Bad English,4,3FUnv761z4m18RjaObRxmV,34
Straight Up,Chante Moore,8,74ZQQZAVOrd5sENv57jfCj,49
Straight Up,Paula Abdul,0,5xl5582IihbEZAnfj0xyso,62
Straighten Up Your Heart,Barbara Lewis,4,7g5RXhBoKskemgqGozQIfl,21
Straightenin,Migos,2,3X2r2CnHOJeV5YekPTgBnK,62
Stranded,Heart,1,5KwYd278TmyAkLs686tsyw,45
"Stranded (Haiti Mon Amour),Jay-Z, Bono", The Edge & Rihanna,1,2kTUAhtgq8ZFacu37QbAnB,58
Stranded In The Middle Of Noplace,The Righteous Brothers,7,0Ipw4EXv2hC0LcSDTFCx6F,16
Strange,Reba,7,6DuRbVj7iCZeMuMYldivIQ,33
Strange,Patsy Cline,9,7jGrvXXwpmNgJVnz7QS7df,51
Strange Are The Ways Of Love,Gogi Grant,7,2VqsUEpRPvgiiBdsBuQrJz,35
Strange But True,Times Two,2,6XCZTLCVME0GFGXpmBXY0j,28
Strange Clouds,B.o.B Featuring Lil Wayne,0,0yQw3d0iQDjMrxaVHFv77J,58
Strange Currencies,R.E.M.,4,2hSKvY62ov866JemepG5Jl,46
Strange Feeling,Billy Stewart,6,5nEr8XUI4oWHD4VLZ8ec3c,36
Strange I Know,The Marvelettes,4,4DsbXVlHJfvvHAhg2WfPO9,19
Strange Magic,Electric Light Orchestra,1,2Ib1eqrDO3CO0BBeEbk6sG,54
Strange Things Happening,Little Jr. Parker,9,5FtxVnM4tOm76kNCEiKvom,29
Strange Way,Firefall,1,7rUJeKMV1KW64EBcwHYJ5P,39
Strangelove,Depeche Mode,4,5XKRI5H4aywDVTKXUeVc61,55
Stranger,Hilary Duff,9,6MF6ZR5nTWFWii3eBlkS8b,47
Stranger,Jefferson Starship,4,4wF2bTARfLo0uFQngz1PNk,32
Stranger,Stephen Stills,6,5QTCFAfdrJgaabRzWwNEHa,10
Stranger From Durango,Richie Allen,8,0X0KSATBaVUEYbyjZTx43y,32
Stranger In Moscow,Michael Jackson,9,64KrFHj9p5AyCX2yZQr4YJ,58
Stranger In My Home Town,Foghat,8,2dfmQ9f5RUCVNN0iJylblw,4
Stranger In My House,Tamia,0,08GOEVXupC6ECbulhPGQKm,47
Stranger In My House,Ronnie Milsap,2,3byhGb1jyYOj8uNhA1UXoO,48
Stranger In My Mirror,Randy Travis,8,6T7Je3bIf8fU11OI4Yhf3C,11
Stranger In Town,Toto,2,4wcrWfOjVNYoznqCKfu9d1,49
Stranger In Town,Del Shannon,2,6TAn0qOnqpqcWHXkVpKiiw,14
Stranger In Your Arms,Bobby Vee,8,6EclIlaDBBDzQPUYLJpDXr,2
Stranger On The Shore,Mr. Acker Bilk,0,3V82GURcde9M2zdVdyHSv4,0
Stranger On The Shore,Andy Williams,3,1nDIuGfjm5RIc8MqWgQpJR,21
Stranger On The Shore,The Drifters,7,7FxHSRanqyhPDuqiHYquGJ,15
Stranger Things,Joyner Lucas & Chris Brown,9,0mfj9YBcCSrAKCeK7TQAQo,4
Stranger To Love,St. Paul,5,6N86kXLekCFbsSif0tiSIO,16
Strangers,Halsey Featuring Lauren Jauregui,9,2U0pVx4m1Kdm1Gsjjm6iq8,56
Strangers In A Strange World,Jenny Burton & Patrick Jude,5,74VR3AkGPhbYXnxcOYa16x,69
Strangers In The Night,Frank Sinatra,0,74VR3AkGPhbYXnxcOYa16x,69
Stranglehold,Paul McCartney,8,7oJLxq4WVOjtHDB4War58k,19
Strap Me In,The Cars,8,0fGxULfiyfL8M4SxwaDLU4,32
Strawberries,Smooth,4,7rtGt7IE46Y9bxymlGnNqX,29
Strawberry,Nicole Renee,8,47CWjx4mP2qZEGVRkpactB,29
Strawberry Fields Forever,The Beatles,0,3Am0IbOxmvlSXro7N5iSfZ,68
Strawberry Letter 23,Tevin Campbell,5,2U96QtBPJE158fZ74GIqQX,23
Strawberry Letter 23,The Brothers Johnson,0,00kvKlIvfzQLSi6T2zwXuS,61
Strawberry Peels,Lil Uzi Vert Featuring Young Thug & Gunna,5,4lAQfuREAHG8IC0PiiigBt,57
Strawberry Shortcake,Jay And The Techniques,3,3NB27dEoSKEOvD5YuEHQEd,11
Strawberry Wine,Deana Carter,6,5Pgwi0iizu96RHxJ4xL3SH,67
Stray Cat Strut,Stray Cats,0,5yogRsv5ggT6iCnFgvdpho,51
Street Corner,Ashford & Simpson,5,5wmZnefc6XBPiEI3yqIVgg,35
Street Corner Serenade,Wet Willie,2,1EI0x3yv1P5AQSq3WaZ6cv,26
Street Dreams,Nas,2,0QnGI4OgY8ReggLWvEXdgD,60
Street Fighting Man,The Rolling Stones,4,7EXgO1bRnEArE58rtrgMWB,57
Street Life,The Crusaders,3,6Llr9PVC1cirKUwu7Fle83,53
Street Of Dreams,Nia Peeples,1,3pFC5u4BYOV8iJHnr36RpO,18
Street Of Dreams,Rainbow,5,2hDopFcMjFcRi5IRpTSSyr,52
Street Runner,Rod Wave,1,5iMRhOHzze2CujxHiJ6cRL,71
