song,artist,class,track_id,popularity
As Good As I Once Was,Toby Keith,2,7G6l2FtQyRhQgYgut2I6i8,69
As I Am,Justin Bieber Featuring Khalid,4,6F2r4HgpJnvKDmkN6JEN6J,66
As I Lay Me Down,Sophie B. Hawkins,0,6S8ZXzeXsfCj8qi9179McI,56
As If,Sara Evans,6,5ZikjYD4kjkwYRhLO8azoD,31
As If I Didn't Know,Adam Wade,0,1iuqzWFef54rHgXdTDr6Ei,0
As If We Never Said Goodbye,Glee Cast,7,7BmY7k9iiOp7tILNYKBv6A,30
As Long As He Takes Care Of Home,Candi Staton,5,27fNasCrjuT7ZpBrZOhSg4,18
As Long As I Can Dream,Expose,5,2WukpFZIJd3HiF0Aos3eXE,26
As Long As I Know He's Mine,The Marvelettes,4,0N76QYbwzg6WLNNjJiDhgX,9
As Long As It Matters,Gin Blossoms,7,4LR75dqM5Y1SUVzxxvnnt1,47
As Long As She Needs Me,Sammy Davis Jr.,5,0wTfrDYntTLsYJ37t3UxkH,18
As Long As You Follow,Fleetwood Mac,4,0TevBnk5pL8DEqKixmcgt9,56
As Long As You Love Me,Justin Bieber Featuring Big Sean,0,0pwYLVXVknPSGUQb39cePC,68
As Long As You Love Me (Acoustic),Justin Bieber,9,1kN9UiyOSRVCrSc49ft0lp,53
As Long As You're There,Glee Cast,9,6MNjlV7s3Db9WqzfFlfN7e,37
As She's Walking Away,Zac Brown Band Featuring Alan Jackson,3,53gRooLqPTfNPUHZvsWdP9,0
As Tears Go By,Marianne Faithfull,2,2EYXCRp63iQdmeKHXN8Rrg,35
As Tears Go By,The Rolling Stones,0,1LD75COdR1n8jTIjommyS2,57
As The Years Go By,Mashmakhan,3,2XHs6kSa7nngFi4srkvveA,11
As Time Goes By,Nilsson,8,7pnp2WzJUuq2pm5oWQOpBm,28
As Time Goes By,Johnny Nash,4,0DcrhZ12WcCqruCs8ibXSf,69
As Usual,Brenda Lee,1,3XqTmJFE8Tnm0hn5dNeUEG,23
As We Lay,Dana,5,3HNjLJb6VfoP0VC30TdxyE,42
As We Lay,Kelly Price,6,21lyy7uuWJJ3jrNZfM7uYW,35
As We Lay,Shirley Murdock,2,3HNjLJb6VfoP0VC30TdxyE,42
As Your Friend,Afrojack Featuring Chris Brown,8,4eSqBmQfO7jMiaYLvx05Un,0
Ascension (Don't Ever Wonder),Maxwell,3,6l4TNbfPtNAOOlGIfceSaO,64
Ashes And Sand,Johnny Rivers,9,2BlaUfBTbWG50DoZHBD1uV,44
Ashes By Now,Lee Ann Womack,4,5cPVHB3VcVKJRBTQ1Mls2I,39
Ashes By Now,Rodney Crowell,3,2mjWmnL96EV93C517TNG0v,18
Ashes To Ashes,The Mindbenders,5,5GJ4u9wgmUo2JgsTKZox1W,9
Ashes To Ashes,The 5th Dimension,5,6mt3wzUBNqV5uXm4SOpIdd,20
Asia Minor,Kokomo,0,0waFYJrUU6lLQkY8VuW7AO,0
Ask Me,Inez Foxx,9,0wh3HztmNQzf37e4mnol78,1
Ask Me,Elvis Presley With The Jordanaires,1,0nKb6gYFt0jgs6c2nmqvSm,30
"Ask Me,Ecstasy", Passion & Pain,5,0MLeCsnGwBYVzz7cVACbZD,17
Ask Me,Maxine Brown,7,5TziVcM3wW5jA2q5QtaYbb,3
Ask Me How I Know,Garth Brooks,7,2iXuNzdMklGtLwaI6o345H,31
Ask Me No Questions,B.B. King,3,1xYMjKafRgMj9mr8fNgY85,31
Ask Me What You Want,Millie Jackson,2,46Dkeb3kL72yYvUw1yRKY6,16
Ask The Lonely,Four Tops,2,5z6CfS8CJ2fnmF5BZ5FCUN,34
Ass Back Home,Gym Class Heroes Featuring Neon Hitch,1,3bfqkspKABT4pPicm6wC9F,60
Ass Like That,Eminem,5,4gXdMZkBN1neE9nX6yRALa,70
Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,2,5W7xC99N2Zzfh69r7I7zWK,69
Astral Man,Nektar,9,09IRm2qxGbV464q9VsHFAh,12
Astronaut In The Ocean,Masked Wolf,0,3Ofmpyhv5UAQ70mENzB277,76
Astronauts,Future & Juice WRLD,8,2vs5ubqg8QUbfyWZpMfvWe,59
Astrothunder,Travis Scott,4,4MXhiYIRDMGAuvZc5IFTwC,73
At Last,Will Champlin,8,5qAmr6fmWk22YY3fS2B85c,11
At Last,Sundance Head,8,6FDqlXpko4R2CW2id2IK2T,15
At Last,Beyonce,6,0h87GbMRuU8ENP8LmdeA22,48
At Last,Etta James,4,4Hhv2vrOTy89HFRcjU3QOx,75
At Midnight,T-Connection,5,1QcYtgR3MFv9YsZPZPvIoN,18
At Midnight (My Love Will Lift You Up),Rufus Featuring Chaka Khan,2,55k6N3m85am8lvsZh44byk,11
At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,5,77lGafvlU68CeHgB2pkHC9,56
At My Front Door,Dee Clark,5,4VfHt3eRQcXo50kWdtdcXV,0
At Night I Pray,Wild Orchid,6,7jEC8cMF6Ssu4AyneXPhUF,14
At Seventeen,Janis Ian,0,7wJpqjqk8QbHpCakY1ZacY,50
At The Beginning,Richard Marx & Donna Lewis,4,5cSJZ8QJ8q2MEAyiu455W8,18
At The Club,Jacquees X Dej Loaf,8,0NqZ65jPelNB13gzsvH2Ma,62
At The Club,The Drifters,4,2O5tP6uuOZBhVwDeO4T6Hk,32
At The Club,Ray Charles and his Orchestra,4,5dUMh0ugelpKfoFp3qChuK,72
At The Scene,The Dave Clark Five,1,0yYUeEc8Wp7c5pHPvDbRTO,17
At The Shore,Johnny Caswell,9,1IzQfNfbskbiT1sgKLbnA1,0
At The Stars,Better Than Ezra,7,761QxsXoUQQvxQvhp9uN3G,34
At The Top Of The Stairs,The Formations,8,0rA9NWth0fNN62CcpCPLvr,32
At The Zoo,Simon & Garfunkel,1,0b1NUCAYfEOuPx9nELBBfX,47
At This Moment,Billy Vera & The Beaters,0,136nAEqaPwbQguey2Unze7,41
At This Moment,Billy & The Beaters,7,136nAEqaPwbQguey2Unze7,41
At Your Best (You Are Love),Aaliyah,0,4lRrk574qIHpoEEKC1zuam,64
Athena,The Who,2,255k7GWdOau9yOsewX85lg,40
Atlanta Lady (Something About Your Love),Marty Balin,2,1T6qWyfo0RYyN0YFzC3APi,32
Atlantis,Donovan,0,0kcEK7YuNNfE7jiTnXS1cm,48
Atlas,Coldplay,6,2DI0fZ4QZmLtapszYaoG6F,51
Atomic,Blondie,3,5QIbR39hAEDIOkr4ggh4xc,59
Attack,The Toys,1,2JVPFUQ17Hap4JxMbUGfb1,8
Attack Of The Name Game,Stacy Lattisaw,6,5UWcAoVoUpFteuMd5DUYlH,22
Attention,The Weeknd,6,6pDVjCUA3B1vg9waKutAsv,67
Attention,Charlie Puth,0,5cF0dROlMOK5uNZtivgu50,82
Attitude Dancing,Carly Simon,2,2n4RylwSLT4zsV50jFxyyr,21
Aubrey,Bread,1,3his1UkcI0rwrniPDR9kTj,59
August,Taylor Swift,2,3hUxzQpSfdDqwM3ZTFQY0K,83
Auld Lang Syne,Kenny G,0,7h4FywzqhgZrrvpiLDJ2vw,29
Aunt Dora's Love Soul Shack,Arthur Conley,8,6VK216lTibFY6xEZzBpBy4,25
Austin,Blake Shelton,1,2WQAknZHrJAEQOFXe0F44P,63
Auto Pilot,Migos,8,4Kw3CztmD15X1QGDnnHmLD,45
Autobahn,Kraftwerk,2,31uidLEHAcF8Cw1cX1VCS8,42
Autograph,John Denver,5,5dG5bJ3e2cTRpNPZNnP8yt,39
Automatic,Miranda Lambert,3,0B0y2FImat9j9MJTNRZWfW,63
Automatic,The Pointer Sisters,0,38TuEl4QqLM1VtJ5LK6FK0,50
Automatic Lover (Call For Love),Real McCoy,5,6aOFdNRGDwLeMsKCRbtijm,47
Automatic Man,Michael Sembello,3,1ybACzVg8SO5GStv40b60o,29
Automatically Sunshine,The Supremes,3,6RDUb0KZc0lnXJqStMgs5k,33
Autumn Leaves - 1965,Roger Williams,9,4KiRxOVMbGVWQm9o1d62Xr,41
Autumn Of My Life,Bobby Goldsboro,1,7oGKsZIfauHlqrHdfFV5rJ,24
Ava Adore,The Smashing Pumpkins,4,6bVB2MGR7LcotAIB1vfpw6,58
Avalanche,Migos,2,4KD0lLJ4OGonZhBeKtct9I,57
Avenging Annie,Roger Daltrey,8,6kZmkCEqlDT1Mf694iPJBe,37
Avenging Annie,Andy Pratt,7,2WPx4X6CtBRYW8PIUJRdMu,33
Avenues,Refugee Camp All Stars Featuring Pras (With Ky-mani),3,09aLLGz6xaH8C86a6Fs4CO,52
Aw Naw,Chris Young,4,53Dj5PCDhb22qWqmre3YQs,63
"Aw Shucks, Hush Your Mouth",Jimmy Reed,9,36JdN1eJTKYhxYXG4m7kSa,26
Awake,Letters To Cleo,8,3tcnMlMoipbsAv52IXWWsV,24
Awake And Alive,Skillet,9,0nkzd3yNniB767zSDDdLZ3,69
Award Tour,A Tribe Called Quest,4,5YTM7OgQDt9EJAYcfHLniJ,65
Away From Me,Puddle Of Mudd,7,0UGsSjbp8vhm8QfNOIdmMy,42
Away From The Sun,3 Doors Down,6,3THdexHRmED4euIY91Zrxc,58
Awful Things,Lil Peep,7,1YlqTH4bqZHOlqj16Fznuh,68
"Awful, Beautiful Life",Darryl Worley,2,5uqbTKo8Ogq1sBQ3u940Xz,48
Awnaw,Nappy Roots,5,37RC87Ce8jeeKmnpYNExhP,52
Axel F,Crazy Frog,4,0Bo5fjMtTfCD8vHGebivqc,69
Axel F,Harold Faltermeyer,0,2kgqupahrJpYB4r1poTXEY,60
Ay Chico (Lengua Afuera),Pitbull,9,3b2Dm0jdnbiD29SLROeLkU,41
"Ay, Dios Mio!",Karol G,9,3WZEtXRaBMUmsg7lxqTmn9,0
Ayo,Chris Brown & Tyga,2,6tqd3vtdB96Pw81hjAvWuM,5
Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,0,36Hwcla06Q5BCr59CL0sBp,56
Ayy Ladies,Travis Porter Featuring Tyga,5,4P6BuLsqtg5uISdE77ypI9,66
B R Right,Trina Featuring Ludacris,8,7iKXO3oCFiiZRniwAJaGa4,50
B'wa Nina (Pretty Girl),The Tokens,5,5tWI5KSEHVLCszwoAxcxLR,17
B**** Better Have My Money,Rihanna,1,0NTMtAO2BV4tnGvw9EgBVq,82
B**** I'm Madonna,Madonna Featuring Nicki Minaj,8,2bZMOs3RjmhhGca6MEzjyl,59
B*tch From da Souf,Mulatto,9,6tLWt7gkvvTSjS6OfJjiyJ,56
B-A-B-Y,Carla Thomas,1,35w6fQ0Wnuv7aIryRx7gTq,54
B-Please,Snoop Dogg Featuring Xzibit & Nate Dogg,7,3NtWv3qkEIpAsLxor3Sbzm,32
B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,2,4oRDt0qQeY4XQOQWYOQUmt,41
B.E.D.,Jacquees,6,1B6TmCvKjC4dopBohVW51x,71
B.I.T.C.H.,Megan Thee Stallion,3,06scTb0zbkxYNgpAB3J9fN,55
B.M.F. (Blowin' Money Fast),Rick Ross Featuring Styles P,5,35QGdv6aFbIaLM0Ozr3rHt,56
B.S.,Jhene Aiko Featuring H.E.R.,2,6t8o7ixMZP1JXa0YkXRuio,43
B.Y.O.B.,System Of A Down,2,0EYOdF5FCkgOJJla8DI2Md,76
BAD!,XXXTENTACION,1,03eJ2DclFWXYU8GWgANdmZ,74
BB Good,Jonas Brothers,8,7KX5NC5lHbjywDbHa2Uace,43
BBO (Bad Bitches Only),Migos Featuring 21 Savage,4,4BHzHISX21PYwGXiBEUQ70,60
BEBE,6ix9ine Featuring Anuel AA,2,3eqOaTqnyb0GEgv6JInG6W,72
BEST ON EARTH,Russ & BIA,4,5jE2F64nPUl7EclLO556iY,0
BLAME IT ON BABY,DaBaby,6,0jWm0VyD8p3MrSInczpows,51
